cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude,onset_bin,onset_minutes,onset_hours,support_candidate_next1,support_candidate_next2,total_cell_events,peak_count,peak_rate_per_hour,confidence_class,occupied,distance_to_mw64_km,distance_to_mw71_km
2156,38,28,11.0,12.0,-1.0,0.0,11.5,-0.5,-117.416267066855,35.735646474938015,,,,,,0,0,0.0,no events,False,7.844289411100711,16.593824565364216
2157,38,29,11.0,12.0,0.0,1.0,11.5,0.5,-117.41625273933424,35.7446591909742,,,,,,0,0,0.0,no events,False,8.33795635086973,16.351202166844658
2158,38,30,11.0,12.0,1.0,2.0,11.5,1.5,-117.41623840649495,35.75367189347601,,,,,,0,0,0.0,no events,False,8.91684674382772,16.16689861711163
2159,38,31,11.0,12.0,2.0,3.0,11.5,2.5,-117.41622406833469,35.76268458244206,,,,,,0,0,0.0,no events,False,9.565500279484246,16.042923969492172
2160,38,32,11.0,12.0,3.0,4.0,11.5,3.5,-117.41620972485087,35.77169725787096,,,,,,0,0,0.0,no events,False,10.270707635830908,15.980682341059378
2161,38,33,11.0,12.0,4.0,5.0,11.5,4.5,-117.41619537604107,35.78070991976127,,,,,,0,0,0.0,no events,False,11.021618532893319,15.980895052555335
2162,38,34,11.0,12.0,5.0,6.0,11.5,5.5,-117.41618102190272,35.78972256811164,,,,,,0,0,0.0,no events,False,11.809517976129237,16.04355961985145
2163,38,35,11.0,12.0,6.0,7.0,11.5,6.5,-117.41616666243333,35.798735202920675,,,,,,0,0,0.0,no events,False,12.627484095116563,16.167949896961847
2164,38,36,11.0,12.0,7.0,8.0,11.5,7.5,-117.41615229763036,35.80774782418695,,,,,,0,0,0.0,no events,False,13.470040620440752,16.35265735180705
2165,38,37,11.0,12.0,8.0,9.0,11.5,8.5,-117.41613792749136,35.81676043190909,,,,,,0,0,0.0,no events,False,14.332851567647872,16.59566814143226
2166,38,38,11.0,12.0,9.0,10.0,11.5,9.5,-117.41612355201376,35.82577302608571,,,,,,0,0,0.0,no events,False,15.212470995999572,16.894466539535664
2167,38,39,11.0,12.0,10.0,11.0,11.5,10.5,-117.41610917119507,35.834785606715435,,,,,,0,0,0.0,no events,False,16.106145210696145,17.246153143539885
2168,38,40,11.0,12.0,11.0,12.0,11.5,11.5,-117.41609478503284,35.84379817379684,,,,,,0,0,0.0,no events,False,17.011659333878413,17.647566315086372
2169,38,41,11.0,12.0,12.0,13.0,11.5,12.5,-117.4160803935244,35.85281072732857,,,,,,0,0,0.0,no events,False,17.927219333623235,18.095397078823986
2170,38,42,11.0,12.0,13.0,14.0,11.5,13.5,-117.41606599666736,35.861823267309234,,,,,,0,0,0.0,no events,False,18.851361563020767,18.586290486141987
2171,38,43,11.0,12.0,14.0,15.0,11.5,14.5,-117.4160515944591,35.87083579373745,,,,,,0,0,0.0,no events,False,19.78288332179207,19.116929477041882
2172,38,44,11.0,12.0,15.0,16.0,11.5,15.5,-117.4160371868972,35.87984830661182,,,,,,0,0,0.0,no events,False,20.720789373659034,19.684099959742465
2173,38,45,11.0,12.0,16.0,17.0,11.5,16.5,-117.41602277397904,35.888860805930975,,,,,,0,0,0.0,no events,False,21.664250552729566,20.284737854359218
2174,38,46,11.0,12.0,17.0,18.0,11.5,17.5,-117.41600835570212,35.89787329169354,,,,,,0,0,0.0,no events,False,22.612571542293576,20.91596013610215
2175,38,47,11.0,12.0,18.0,19.0,11.5,18.5,-117.41599393206396,35.90688576389814,,,,,,0,0,0.0,no events,False,23.56516563700004,21.575082549319593
2176,38,48,11.0,12.0,19.0,20.0,11.5,19.5,-117.41597950306198,35.91589822254338,,,,,,0,0,0.0,no events,False,24.52153484680659,22.259626807403922
2177,38,49,11.0,12.0,20.0,21.0,11.5,20.5,-117.41596506869364,35.92491066762792,,,,,,0,0,0.0,no events,False,25.481254109385038,22.96731991765334
2178,38,50,11.0,12.0,21.0,22.0,11.5,21.5,-117.4159506289564,35.93392309915033,,,,,,0,0,0.0,no events,False,26.44395868116107,23.69608792173882
2179,38,51,11.0,12.0,22.0,23.0,11.5,22.5,-117.41593618384778,35.942935517109284,,,,,,0,0,0.0,no events,False,27.409334002760012,24.444045929217957
2180,38,52,11.0,12.0,23.0,24.0,11.5,23.5,-117.4159217333652,35.9519479215034,,,,,,0,0,0.0,no events,False,28.377107502681774,25.209485912740416
2181,38,53,11.0,12.0,24.0,25.0,11.5,24.5,-117.41590727750614,35.9609603123313,,,,,,0,0,0.0,no events,False,29.347041928662257,25.990863367337337
2182,38,54,11.0,12.0,25.0,26.0,11.5,25.5,-117.41589281626804,35.96997268959163,,,,,,0,0,0.0,no events,False,30.318929890524874,26.78678362876996
2183,38,55,11.0,12.0,26.0,27.0,11.5,26.5,-117.41587834964837,35.97898505328301,,,,,,0,0,0.0,no events,False,31.292589369537076,27.59598839993739
2184,39,0,12.0,13.0,-29.0,-28.0,12.5,-28.5,-117.4056466314583,35.483272811564454,,,,,,0,0,0.0,no events,False,25.78559625754437,36.66211371572446
2185,39,1,12.0,13.0,-28.0,-27.0,12.5,-27.5,-117.40563121884476,35.492285903765286,,,,,,0,0,0.0,no events,False,24.837182088574146,35.77872804753757
2186,39,2,12.0,13.0,-27.0,-26.0,12.5,-26.5,-117.40561580052562,35.501298982470765,,,,,,0,0,0.0,no events,False,23.89297498941667,34.90163576817844
2187,39,3,12.0,13.0,-26.0,-25.0,12.5,-25.5,-117.40560037649828,35.51031204767949,,,,,,0,0,0.0,no events,False,22.95349414770641,34.031323481309585
2188,39,4,12.0,13.0,-25.0,-24.0,12.5,-24.5,-117.40558494676,35.51932509939001,,,,,,0,0,0.0,no events,False,22.01934452550063,33.16832489717371
2189,39,5,12.0,13.0,-24.0,-23.0,12.5,-23.5,-117.40556951130812,35.5283381376009,,,,,,0,0,0.0,no events,False,21.091234508122014,32.31322600854662
2190,39,6,12.0,13.0,-23.0,-22.0,12.5,-22.5,-117.40555407013998,35.53735116231072,,,,,,0,0,0.0,no events,False,20.169997838881862,31.466670838751824
2191,39,7,12.0,13.0,-22.0,-21.0,12.5,-21.5,-117.40553862325294,35.54636417351804,,,,,,1,1,2.0,no onset,True,19.256621005887848,30.629367807209064
2192,39,8,12.0,13.0,-21.0,-20.0,12.5,-20.5,-117.40552317064429,35.555377171221416,,,,,,0,0,0.0,no events,False,18.35227757822727,29.802096752816496
2193,39,9,12.0,13.0,-20.0,-19.0,12.5,-19.5,-117.40550771231132,35.564390155419446,,,,,,0,0,0.0,no events,False,17.458371403203834,28.985716645602814
2194,39,10,12.0,13.0,-19.0,-18.0,12.5,-18.5,-117.4054922482514,35.5734031261107,,,,,,0,0,0.0,no events,False,16.57659107887106,28.181174000635895
2195,39,11,12.0,13.0,-18.0,-17.0,12.5,-17.5,-117.4054767784618,35.5824160832937,,,,,,0,0,0.0,no events,False,15.708978691818567,27.38951198267426
2196,39,12,12.0,13.0,-17.0,-16.0,12.5,-16.5,-117.40546130293986,35.59142902696709,,,,,,0,0,0.0,no events,False,14.858016398022716,26.61188015236799
2197,39,13,12.0,13.0,-16.0,-15.0,12.5,-15.5,-117.40544582168292,35.600441957129405,,,,,,0,0,0.0,no events,False,14.02673486695368,25.84954475109645
2198,39,14,12.0,13.0,-15.0,-14.0,12.5,-14.5,-117.40543033468823,35.60945487377923,,,,,,0,0,0.0,no events,False,13.218847558381034,25.103899347190637
2199,39,15,12.0,13.0,-14.0,-13.0,12.5,-13.5,-117.40541484195316,35.61846777691515,,,,,,0,0,0.0,no events,False,12.438913558491286,24.376475566185096
2200,39,16,12.0,13.0,-13.0,-12.0,12.5,-12.5,-117.40539934347495,35.62748066653574,,,,,,0,0,0.0,no events,False,11.69252796701896,23.668953496590415
2201,39,17,12.0,13.0,-12.0,-11.0,12.5,-11.5,-117.405383839251,35.636493542639585,,,,,,0,0,0.0,no events,False,10.986530389682752,22.98317119587069
2202,39,18,12.0,13.0,-11.0,-10.0,12.5,-10.5,-117.40536832927852,35.64550640522526,,,,,,0,0,0.0,no events,False,10.329205668749402,22.321132516376508
2203,39,19,12.0,13.0,-10.0,-9.0,12.5,-9.5,-117.40535281355488,35.65451925429136,,,,,,1,1,2.0,no onset,True,9.730422883473613,21.685012229846244
2204,39,20,12.0,13.0,-9.0,-8.0,12.5,-8.5,-117.40533729207736,35.663532089836465,,,,,,0,0,0.0,no events,False,9.201617750978851,21.077157161332778
2205,39,21,12.0,13.0,-8.0,-7.0,12.5,-7.5,-117.40532176484322,35.67254491185916,,,,,,0,0,0.0,no events,False,8.75547879781747,20.500081770531118
2206,39,22,12.0,13.0,-7.0,-6.0,12.5,-6.5,-117.40530623184978,35.68155772035803,,,,,,0,0,0.0,no events,False,8.405179874513893,19.956456378661084
2207,39,23,12.0,13.0,-6.0,-5.0,12.5,-5.5,-117.40529069309436,35.69057051533168,,,,,,1,1,2.0,no onset,True,8.163068569284198,19.449086091339694
2208,39,24,12.0,13.0,-5.0,-4.0,12.5,-4.5,-117.40527514857423,35.699583296778684,,,,,,0,0,0.0,no events,False,8.038925811993645,18.980878493454505
2209,39,25,12.0,13.0,-4.0,-3.0,12.5,-3.5,-117.40525959828668,35.70859606469763,,,,,,0,0,0.0,no events,False,8.038219202947866,18.554798489291773
2210,39,26,12.0,13.0,-3.0,-2.0,12.5,-2.5,-117.40524404222904,35.71760881908713,,,,,,1,1,2.0,no onset,True,8.160980804936498,18.17380933027429
2211,39,27,12.0,13.0,-2.0,-1.0,12.5,-1.5,-117.40522848039852,35.72662155994578,,,,,,0,0,0.0,no events,False,8.40180025009189,17.840799986774844
2212,39,28,12.0,13.0,-1.0,0.0,12.5,-0.5,-117.40521291279248,35.73563428727216,,,,,,0,0,0.0,no events,False,8.750936360547154,17.558500584134336
2213,39,29,12.0,13.0,0.0,1.0,12.5,0.5,-117.40519733940818,35.74464700106487,,,,,,0,0,0.0,no events,False,9.196060402707696,17.329389526408203
2214,39,30,12.0,13.0,1.0,2.0,12.5,1.5,-117.40518176024288,35.753659701322526,,,,,,0,0,0.0,no events,False,9.72399952047256,17.15559791884057
2215,39,31,12.0,13.0,2.0,3.0,12.5,2.5,-117.40516617529389,35.76267238804371,,,,,,0,0,0.0,no events,False,10.322054370039558,17.038818578406996
2216,39,32,12.0,13.0,3.0,4.0,12.5,3.5,-117.40515058455844,35.771685061227025,,,,,,0,0,0.0,no events,False,10.978772525285095,16.98022782953185
2217,39,33,12.0,13.0,4.0,5.0,12.5,4.5,-117.40513498803384,35.78069772087108,,,,,,0,0,0.0,no events,False,11.684266596832554,16.980428019862998
2218,39,34,12.0,13.0,5.0,6.0,12.5,5.5,-117.40511938571738,35.789710366974475,,,,,,0,0,0.0,no events,False,12.430234336075856,17.03941707725616
2219,39,35,12.0,13.0,6.0,7.0,12.5,6.5,-117.40510377760631,35.79872299953583,,,,,,0,0,0.0,no events,False,13.209820793396908,17.15658861567851
2220,39,36,12.0,13.0,7.0,8.0,12.5,7.5,-117.40508816369793,35.807735618553735,,,,,,0,0,0.0,no events,False,14.017417919772653,17.330762577641238
2221,39,37,12.0,13.0,8.0,9.0,12.5,8.5,-117.40507254398948,35.8167482240268,,,,,,0,0,0.0,no events,False,14.848455976345338,17.560242883215214
2222,39,38,12.0,13.0,9.0,10.0,12.5,9.5,-117.40505691847824,35.82576081595364,,,,,,0,0,0.0,no events,False,15.699212866426386,17.842895749077588
2223,39,39,12.0,13.0,10.0,11.0,12.5,10.5,-117.40504128716144,35.834773394332856,,,,,,0,0,0.0,no events,False,16.566650970225393,18.17624073639518
2224,39,40,12.0,13.0,11.0,12.0,12.5,11.5,-117.40502565003642,35.843785959163085,,,,,,0,0,0.0,no events,False,17.448282554829632,18.557546333023986
2225,39,41,12.0,13.0,12.0,13.0,12.5,12.5,-117.40501000710036,35.85279851044292,,,,,,0,0,0.0,no events,False,18.342061058045637,18.983922790015573
2226,39,42,12.0,13.0,13.0,14.0,12.5,13.5,-117.40499435835058,35.86181104817098,,,,,,0,0,0.0,no events,False,19.24629428230215,19.452406614406687
2227,39,43,12.0,13.0,14.0,15.0,12.5,14.5,-117.4049787037843,35.87082357234587,,,,,,0,0,0.0,no events,False,20.159575475313922,19.960033108368172
2228,39,44,12.0,13.0,15.0,16.0,12.5,15.5,-117.4049630433988,35.87983608296624,,,,,,0,0,0.0,no events,False,21.080728713419294,20.503895246564593
2229,39,45,12.0,13.0,16.0,17.0,12.5,16.5,-117.4049473771913,35.888848580030675,,,,,,0,0,0.0,no events,False,22.008765590843183,21.081188744400414
2230,39,46,12.0,13.0,17.0,18.0,12.5,17.5,-117.4049317051591,35.89786106353782,,,,,,0,0,0.0,no events,False,22.94285079445414,21.68924428079446
2231,39,47,12.0,13.0,18.0,19.0,12.5,18.5,-117.40491602729944,35.906873533486284,,,,,,0,0,0.0,no events,False,23.882274647120344,22.325548505398825
2232,39,48,12.0,13.0,19.0,20.0,12.5,19.5,-117.40490034360953,35.91588598987469,,,,,,0,0,0.0,no events,False,24.826431118152872,22.98775575522448
2233,39,49,12.0,13.0,20.0,21.0,12.5,20.5,-117.40488465408669,35.92489843270166,,,,,,0,0,0.0,no events,False,25.77480013129668,23.673692429716088
2234,39,50,12.0,13.0,21.0,22.0,12.5,21.5,-117.40486895872804,35.933910861965835,,,,,,0,0,0.0,no events,False,26.7269332612665,24.381355824722654
2235,39,51,12.0,13.0,22.0,23.0,12.5,22.5,-117.40485325753096,35.94292327766583,,,,,,0,0,0.0,no events,False,27.6824421122143,25.108908985590705
2236,39,52,12.0,13.0,23.0,24.0,12.5,23.5,-117.40483755049262,35.95193567980028,,,,,,0,0,0.0,no events,False,28.640988827901836,25.854672866652525
2237,39,53,12.0,13.0,24.0,25.0,12.5,24.5,-117.40482183761026,35.9609480683678,,,,,,0,0,0.0,no events,False,29.602278303939716,26.61711681675081
2238,39,54,12.0,13.0,25.0,26.0,12.5,25.5,-117.40480611888113,35.96996044336704,,,,,,0,0,0.0,no events,False,30.566051765443998,27.39484816952814
2239,39,55,12.0,13.0,26.0,27.0,12.5,26.5,-117.40479039430244,35.978972804796626,,,,,,0,0,0.0,no events,False,31.532081445278937,28.186601512534992
2240,40,0,13.0,14.0,-29.0,-28.0,13.5,-28.5,-117.39462717814467,35.483259676008394,,,,,,0,0,0.0,no events,False,26.1140380864072,37.13565013786176
2241,40,1,13.0,14.0,-28.0,-27.0,13.5,-27.5,-117.39461053253102,35.49227276579989,,,,,,0,0,0.0,no events,False,25.17799882679773,36.26380164512006
2242,40,2,13.0,14.0,-27.0,-26.0,13.5,-26.5,-117.39459388075532,35.5012858420953,,,,,,0,0,0.0,no events,False,24.247067135349173,35.39873032117894
2243,40,3,13.0,14.0,-26.0,-25.0,13.5,-25.5,-117.39457722281476,35.5102989048932,,,,,,0,0,0.0,no events,False,23.321854652021827,34.54094536845356
2244,40,4,13.0,14.0,-25.0,-24.0,13.5,-24.5,-117.39456055870644,35.519311954192155,,,,,,0,0,0.0,no events,False,22.403069971634118,33.69100333236507
2245,40,5,13.0,14.0,-24.0,-23.0,13.5,-23.5,-117.39454388842742,35.52832498999074,,,,,,0,0,0.0,no events,False,21.49153749497314,32.84951299694372
2246,40,6,13.0,14.0,-23.0,-22.0,13.5,-22.5,-117.39452721197485,35.537338012287464,,,,,,0,0,0.0,no events,False,20.588220506924305,32.017140764461075
2247,40,7,13.0,14.0,-22.0,-21.0,13.5,-21.5,-117.39451052934584,35.54635102108098,,,,,,0,0,0.0,no events,False,19.69424950044151,31.19461654398489
2248,40,8,13.0,14.0,-21.0,-20.0,13.5,-20.5,-117.3944938405375,35.5553640163698,,,,,,0,0,0.0,no events,False,18.81095699664275,30.382740164790867
2249,40,9,13.0,14.0,-20.0,-19.0,13.5,-19.5,-117.39447714554692,35.56437699815249,,,,,,0,0,0.0,no events,False,17.93992036976321,29.58238831663422
2250,40,10,13.0,14.0,-19.0,-18.0,13.5,-18.5,-117.39446044437123,35.57338996642766,,,,,,0,0,0.0,no events,False,17.083014447612786,28.79452199830859
2251,40,11,13.0,14.0,-18.0,-17.0,13.5,-17.5,-117.39444373700752,35.582402921193854,,,,,,0,0,0.0,no events,False,16.24247586919092,28.020194426627697
2252,40,12,13.0,14.0,-17.0,-16.0,13.5,-16.5,-117.39442702345288,35.59141586244965,,,,,,0,0,0.0,no events,False,15.420981230296322,27.260559317463724
2253,40,13,13.0,14.0,-16.0,-15.0,13.5,-15.5,-117.39441030370445,35.60042879019365,,,,,,0,0,0.0,no events,False,14.621740725681523,26.516879395884782
2254,40,14,13.0,14.0,-15.0,-14.0,13.5,-14.5,-117.39439357775925,35.60944170442439,,,,,,0,0,0.0,no events,False,13.84860792978687,25.790534920602934
2255,40,15,13.0,14.0,-14.0,-13.0,13.5,-13.5,-117.3943768456144,35.618454605140464,,,,,,0,0,0.0,no events,False,13.106203925502529,25.083031915734985
2256,40,16,13.0,14.0,-13.0,-12.0,13.5,-12.5,-117.39436010726703,35.62746749234047,,,,,,0,0,0.0,no events,False,12.400049237029668,24.396009687666556
2257,40,17,13.0,14.0,-12.0,-11.0,13.5,-11.5,-117.39434336271422,35.63648036602297,,,,,,0,0,0.0,no events,False,11.736688665235276,23.731247065328468
2258,40,18,13.0,14.0,-11.0,-10.0,13.5,-10.5,-117.39432661195303,35.64549322618656,,,,,,0,0,0.0,no events,False,11.123780857629493,23.090666639804954
2259,40,19,13.0,14.0,-10.0,-9.0,13.5,-9.5,-117.39430985498056,35.654506072829804,,,,,,0,0,0.0,no events,False,10.570105974514469,22.476336099674743
2260,40,20,13.0,14.0,-9.0,-8.0,13.5,-8.5,-117.39429309179393,35.6635189059513,,,,,,0,0,0.0,no events,False,10.085424138645267,21.89046557431985
2261,40,21,13.0,14.0,-8.0,-7.0,13.5,-7.5,-117.39427632239014,35.67253172554963,,,,,,0,0,0.0,no events,False,9.680104327964177,21.335399730387593
2262,40,22,13.0,14.0,-7.0,-6.0,13.5,-6.5,-117.39425954676636,35.68154453162338,,,,,,0,0,0.0,no events,False,9.364457247709177,20.813603250046917
2263,40,23,13.0,14.0,-6.0,-5.0,13.5,-5.5,-117.3942427649196,35.69055732417115,,,,,,0,0,0.0,no events,False,9.147770181201269,20.327638299746088
2264,40,24,13.0,14.0,-5.0,-4.0,13.5,-4.5,-117.39422597684698,35.699570103191526,,,,,,0,0,0.0,no events,False,9.037164324719189,19.880132731957413
2265,40,25,13.0,14.0,-4.0,-3.0,13.5,-3.5,-117.39420918254557,35.70858286868309,,,,,,0,0,0.0,no events,False,9.036535772954112,19.47373811149737
2266,40,26,13.0,14.0,-3.0,-2.0,13.5,-2.5,-117.39419238201242,35.71759562064445,,,,,,1,1,2.0,no onset,True,9.145907200479433,19.11107727549982
2267,40,27,13.0,14.0,-2.0,-1.0,13.5,-1.5,-117.3941755752446,35.726608359074184,,,,,,0,0,0.0,no events,False,9.361423944234321,18.794682046394563
2268,40,28,13.0,14.0,-1.0,0.0,13.5,-0.5,-117.3941587622392,35.73562108397091,,,,,,0,0,0.0,no events,False,9.675995969799999,18.52692289129543
2269,40,29,13.0,14.0,0.0,1.0,13.5,0.5,-117.39414194299329,35.744633795333215,,,,,,1,1,2.0,no onset,True,10.080354048915542,18.309933654029095
2270,40,30,13.0,14.0,1.0,2.0,13.5,1.5,-117.39412511750392,35.75364649315967,,,,,,0,0,0.0,no events,False,10.564193177682341,18.145535787346915
2271,40,31,13.0,14.0,2.0,3.0,13.5,2.5,-117.39410828576814,35.76265917744892,,,,,,0,0,0.0,no events,False,11.117140695308855,18.0351675236142
2272,40,32,13.0,14.0,3.0,4.0,13.5,3.5,-117.39409144778304,35.77167184819954,,,,,,0,0,0.0,no events,False,11.729426967383974,17.979823864536847
2273,40,33,13.0,14.0,4.0,5.0,13.5,4.5,-117.39407460354568,35.780684505410136,,,,,,0,0,0.0,no events,False,12.392259548891662,17.980012925320974
2274,40,34,13.0,14.0,5.0,6.0,13.5,5.5,-117.39405775305308,35.78969714907932,,,,,,0,0,0.0,no events,False,13.097966883108183,18.03573295959024
2275,40,35,13.0,14.0,6.0,7.0,13.5,6.5,-117.39404089630231,35.798709779205694,,,,,,0,0,0.0,no events,False,13.83999191527585,18.14647243914338
2276,40,36,13.0,14.0,7.0,8.0,13.5,7.5,-117.39402403329044,35.80772239578784,,,,,,0,0,0.0,no events,False,14.612803151989798,18.311233180196545
2277,40,37,13.0,14.0,8.0,9.0,13.5,8.5,-117.39400716401448,35.81673499882441,,,,,,0,0,0.0,no events,False,15.411770037951682,18.52857412685799
2278,40,38,13.0,14.0,9.0,10.0,13.5,9.5,-117.39399028847156,35.825747588313995,,,,,,0,0,0.0,no events,False,16.233030999989104,18.796671454526514
2279,40,39,13.0,14.0,10.0,11.0,13.5,10.5,-117.39397340665865,35.83476016425519,,,,,,0,0,0.0,no events,False,17.073369180993815,19.113389452536993
2280,40,40,13.0,14.0,11.0,12.0,13.5,11.5,-117.3939565185728,35.84377272664662,,,,,,0,0,0.0,no events,False,17.930102479752076,19.476356306026364
2281,40,41,13.0,14.0,12.0,13.0,13.5,12.5,-117.39393962421109,35.852785275486895,,,,,,0,0,0.0,no events,False,18.80098972603075,19.883039343979416
2282,40,42,13.0,14.0,13.0,14.0,13.5,13.5,-117.39392272357055,35.86179781077463,,,,,,0,0,0.0,no events,False,19.6841523673796,20.330815334097498
2283,40,43,13.0,14.0,14.0,15.0,13.5,14.5,-117.3939058166482,35.87081033250846,,,,,,0,0,0.0,no events,False,20.57800996612933,20.817032707475732
2284,40,44,13.0,14.0,15.0,16.0,13.5,15.5,-117.3938889034411,35.87982284068698,,,,,,0,0,0.0,no events,False,21.481227476799834,21.339063928369843
2285,40,45,13.0,14.0,16.0,17.0,13.5,16.5,-117.39387198394624,35.888835335308805,,,,,,0,0,0.0,no events,False,22.39267232051419,21.894347396850986
2286,40,46,13.0,14.0,17.0,18.0,13.5,17.5,-117.39385505816072,35.89784781637257,,,,,,0,0,0.0,no events,False,23.311379482944044,22.480419180454266
2287,40,47,13.0,14.0,18.0,19.0,13.5,18.5,-117.39383812608152,35.90686028387689,,,,,,0,0,0.0,no events,False,24.23652312403177,23.094935486462752
2288,40,48,13.0,14.0,19.0,20.0,13.5,19.5,-117.39382118770568,35.91587273782039,,,,,,0,0,0.0,no events,False,25.16739344639466,23.73568713390908
2289,40,49,13.0,14.0,20.0,21.0,13.5,20.5,-117.39380424303026,35.924885178201684,,,,,,0,0,0.0,no events,False,26.10337780114924,24.400607416901686
2290,40,50,13.0,14.0,21.0,22.0,13.5,21.5,-117.3937872920522,35.93389760501943,,,,,,0,0,0.0,no events,False,27.04394520726281,25.087774730109047
2291,40,51,13.0,14.0,22.0,23.0,13.5,22.5,-117.39377033476862,35.942910018272215,,,,,,0,0,0.0,no events,False,27.988633623621844,25.795411210206332
2292,40,52,13.0,14.0,23.0,24.0,13.5,23.5,-117.39375337117652,35.951922417958684,,,,,,0,0,0.0,no events,False,28.937039445341284,26.521878479824522
2293,40,53,13.0,14.0,24.0,25.0,13.5,24.5,-117.39373640127286,35.96093480407747,,,,,,0,0,0.0,no events,False,29.888808802043943,27.265671396345986
2294,40,54,13.0,14.0,25.0,26.0,13.5,25.5,-117.3937194250547,35.969947176627194,,,,,,0,0,0.0,no events,False,30.843630320522283,28.025410528455424
2295,40,55,13.0,14.0,26.0,27.0,13.5,26.5,-117.39370244251906,35.978959535606506,,,,,,0,0,0.0,no events,False,31.80122908148274,28.79983392110796
2296,41,0,14.0,15.0,-29.0,-28.0,14.5,-28.5,-117.3836077285625,35.483245530028874,,,,,,0,0,0.0,no events,False,26.476196781251744,37.62980786847885
2297,41,1,14.0,15.0,-28.0,-27.0,14.5,-27.5,-117.3835898499508,35.4922586172257,,,,,,0,0,0.0,no events,False,25.55342708412058,36.76967825278831
2298,41,2,14.0,15.0,-27.0,-26.0,14.5,-26.5,-117.38357196472066,35.501271690925655,,,,,,0,0,0.0,no events,False,24.636685562132126,35.916793250630185
2299,41,3,14.0,15.0,-26.0,-25.0,14.5,-25.5,-117.38355407286896,35.51028475112729,,,,,,0,0,0.0,no events,False,23.726670968158842,35.071681396868534
2300,41,4,14.0,15.0,-25.0,-24.0,14.5,-24.5,-117.38353617439265,35.51929779782917,,,,,,0,0,0.0,no events,False,22.824187936817683,34.234918352442364
2301,41,5,14.0,15.0,-24.0,-23.0,14.5,-23.5,-117.38351826928854,35.528310831029856,,,,,,0,0,0.0,no events,False,21.930166317633706,33.40713147208745
2302,41,6,14.0,15.0,-23.0,-22.0,14.5,-22.5,-117.3835003575536,35.537323850727915,,,,,,0,0,0.0,no events,False,21.045684461736524,32.58900476829994
2303,41,7,14.0,15.0,-22.0,-21.0,14.5,-21.5,-117.38348243918472,35.546336856921926,,,,,,0,0,0.0,no events,False,20.171997278576068,31.781284278380202
2304,41,8,14.0,15.0,-21.0,-20.0,14.5,-20.5,-117.3834645141788,35.55534984961043,,,,,,1,1,2.0,no onset,True,19.310570005848675,30.98478382977937
2305,41,9,14.0,15.0,-20.0,-19.0,14.5,-19.5,-117.3834465825327,35.56436282879202,,,,,,0,0,0.0,no events,False,18.463118742365403,30.200391182451554
2306,41,10,14.0,15.0,-19.0,-18.0,14.5,-18.5,-117.38342864424332,35.573375794465264,,,,,,0,0,0.0,no events,False,17.63165883967208,29.42907450410288
2307,41,11,14.0,15.0,-18.0,-17.0,14.5,-17.5,-117.38341069930756,35.58238874662872,,,,,,0,0,0.0,no events,False,16.81856216156687,28.671889103492617
2308,41,12,14.0,15.0,-17.0,-16.0,14.5,-16.5,-117.3833927477223,35.591401685280985,,,,,,0,0,0.0,no events,False,16.02662387798475,27.92998430643883
2309,41,13,14.0,15.0,-16.0,-15.0,14.5,-15.5,-117.38337478948442,35.60041461042062,,,,,,0,0,0.0,no events,False,15.259138660825293,27.204610306947234
2310,41,14,14.0,15.0,-15.0,-14.0,14.5,-14.5,-117.3833568245908,35.6094275220462,,,,,,0,0,0.0,no events,False,14.519984587257499,26.497124760015005
2311,41,15,14.0,15.0,-14.0,-13.0,14.5,-13.5,-117.38333885303832,35.61844042015632,,,,,,0,0,0.0,no events,False,13.813710296589306,25.808998801633912
2312,41,16,14.0,15.0,-13.0,-12.0,14.5,-12.5,-117.38332087482384,35.62745330474952,,,,,,0,0,0.0,no events,False,13.145616451958409,25.141822084679568
2313,41,17,14.0,15.0,-12.0,-11.0,14.5,-11.5,-117.38330288994428,35.636466175824424,,,,,,0,0,0.0,no events,False,12.521815828620934,24.497306307686603
2314,41,18,14.0,15.0,-11.0,-10.0,14.5,-10.5,-117.38328489839648,35.6454790333796,,,,,,0,0,0.0,no events,False,11.949247314781124,23.877286590556356
2315,41,19,14.0,15.0,-10.0,-9.0,14.5,-9.5,-117.38326690017728,35.654491877413626,,,,,,0,0,0.0,no events,False,11.435608909616752,23.283719924498808
2316,41,20,14.0,15.0,-9.0,-8.0,14.5,-8.5,-117.38324889528364,35.66350470792508,,,,,,0,0,0.0,no events,False,10.98916697832953,22.718679805777523
2317,41,21,14.0,15.0,-8.0,-7.0,14.5,-7.5,-117.38323088371232,35.672517524912564,,,,,,0,0,0.0,no events,False,10.61840056795327,22.18434607358044
2318,41,22,14.0,15.0,-7.0,-6.0,14.5,-6.5,-117.38321286546024,35.68153032837466,,,,,,0,0,0.0,no events,False,10.331460224257386,21.682988938504867
2319,41,23,14.0,15.0,-6.0,-5.0,14.5,-5.5,-117.38319484052433,35.69054311830996,,,,,,0,0,0.0,no events,False,10.135467927496718,21.216946243563537
2320,41,24,14.0,15.0,-5.0,-4.0,14.5,-4.5,-117.38317680890128,35.69955589471703,,,,,,0,0,0.0,no events,False,10.035753576748323,20.788593182252747
