event_code,origin_time,lat_deg,lon_deg,depth_km_mecha,mag_1,mag_1_type,mag_2,mag_2_type,region_name,n_hypo_stations,m_method,m_source,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_mech_stations,focal_mech_projection,source_file,time_round_s,event_id,time,lat,lon,depth_km_cat,mag,phase_primary,within_60km_either_m1_m3,within_60km_m1,within_60km_m3,along_axis_30km,dist_match_km,depth_abs_diff_km,time_abs_s
J2026010612340433,2026-01-06 03:34:04.330000+00:00,40.36666666666667,142.21266666666668,45.73,4.0,D,4.2,V,NE OFF IWATE PREF,39,I,JMAM,109.0,29.0,303.0,60.0,202.0,6.0,182.0,17.0,69.0,24.0,74.0,96.0,92.0,135.0,LOW,mecha_20251231_7.txt,2026-01-06 03:34:04+00:00,15388.0,2026-01-06 03:34:04.340000+00:00,40.366239,142.212793,45.73,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04874396967075103,0.0,0.01
J2026010612403987,2026-01-06 03:40:39.870000+00:00,40.365833333333335,142.20783333333333,45.86,3.7,V,,,NE OFF IWATE PREF,40,I,JMAM,109.0,18.0,305.0,71.0,201.0,5.0,191.0,27.0,79.0,23.0,63.0,95.0,94.0,84.0,LOW,mecha_20251231_7.txt,2026-01-06 03:40:40+00:00,15391.0,2026-01-06 03:40:39.870000+00:00,40.365942,142.208398,45.85,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04934211117912611,0.00999999999999801,0.0
J2026010703044429,2026-01-06 18:04:44.290000+00:00,41.45916666666667,142.1375,52.93,4.7,D,4.9,W,E OFF AOMORI PREF,40,I,JMAM,112.0,29.0,292.0,61.0,22.0,0.0,202.0,16.0,90.0,22.0,74.0,90.0,96.0,179.0,LOW,mecha_20260107_7.txt,2026-01-06 18:04:44+00:00,15445.0,2026-01-06 18:04:44.280000+00:00,41.459627,142.138021,53.08,4.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06711959677245279,0.14999999999999858,0.01
J2026010703564097,2026-01-06 18:56:40.970000+00:00,38.91716666666667,141.93766666666667,50.82,3.7,D,3.8,V,KINKAZAN REGION,39,I,JMAM,109.0,15.0,262.0,73.0,17.0,7.0,210.0,31.0,105.0,13.0,61.0,82.0,98.0,113.0,LOW,mecha_20260107_7.txt,2026-01-06 18:56:41+00:00,15450.0,2026-01-06 18:56:40.960000+00:00,38.917505,141.936995,50.83,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0692247316440442,0.00999999999999801,0.01
J2026010801072375,2026-01-07 16:07:23.750000+00:00,38.6545,141.89083333333335,57.32,3.2,V,,,KINKAZAN REGION,40,I,JMAM,282.0,25.0,29.0,33.0,162.0,47.0,63.0,47.0,173.0,157.0,85.0,43.0,90.0,104.0,LOW,mecha_20260107_7.txt,2026-01-07 16:07:24+00:00,15507.0,2026-01-07 16:07:23.750000+00:00,38.654106,141.890771,57.27,3.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.044143900995404974,0.04999999999999716,0.0
J2026010817275957,2026-01-08 08:27:59.570000+00:00,41.38316666666667,142.67883333333333,36.9,3.8,V,,,E OFF AOMORI PREF,39,,,,,,,,,,,,,,,,,,mecha_20260107_7.txt,2026-01-08 08:28:00+00:00,15566.0,2026-01-08 08:27:59.570000+00:00,41.383101,142.679492,36.88,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.055435672220706035,0.01999999999999602,0.0
J2026010914592381,2026-01-09 05:59:23.810000+00:00,40.369,142.2,45.54,3.8,V,,,NE OFF IWATE PREF,38,I,JMAM,122.0,29.0,318.0,60.0,216.0,7.0,193.0,17.0,66.0,38.0,74.0,97.0,95.0,97.0,LOW,mecha_20260107_7.txt,2026-01-09 05:59:24+00:00,15643.0,2026-01-09 05:59:23.810000+00:00,40.369287,142.20013,45.6,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03375988207036156,0.060000000000002274,0.0
J2026010919255106,2026-01-09 10:25:51.060000+00:00,38.865,142.03883333333334,45.94,3.4,V,,,KINKAZAN REGION,39,,,,,,,,,,,,,,,,,,mecha_20260107_7.txt,2026-01-09 10:25:51+00:00,15659.0,2026-01-09 10:25:51.070000+00:00,38.865369,142.041081,45.92,3.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.19887954284824574,0.01999999999999602,0.01
J2026011003115989,2026-01-09 18:11:59.890000+00:00,39.90983333333333,142.54166666666666,36.31,3.9,V,,,E OFF IWATE PREF,39,,,,,,,,,,,,,,,,,,mecha_20260107_7.txt,2026-01-09 18:12:00+00:00,15683.0,2026-01-09 18:11:59.880000+00:00,39.90922,142.542578,36.31,3.9,middle_M1plus21d_to_M3minus35d,True,False,True,False,0.10340787664696285,0.0,0.01
J2026011012270797,2026-01-10 03:27:07.970000+00:00,40.61383333333333,142.46366666666663,50.4,3.6,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20260107_7.txt,2026-01-10 03:27:08+00:00,15707.0,2026-01-10 03:27:07.970000+00:00,40.613997,142.464079,50.44,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.039275677568146455,0.03999999999999915,0.0
J2026011113153528,2026-01-11 04:15:35.280000+00:00,39.55616666666667,141.89583333333334,63.21,5.1,D,4.9,W,NORTHERN IWATE PREF,40,I,JMAM,298.0,38.0,58.0,33.0,175.0,35.0,91.0,35.0,-175.0,357.0,87.0,-55.0,96.0,238.0,LOW,mecha_20260107_7.txt,2026-01-11 04:15:35+00:00,15775.0,2026-01-11 04:15:35.290000+00:00,39.556535,141.894971,63.14,5.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08451585108655985,0.07000000000000028,0.01
J2026011704341473,2026-01-16 19:34:14.730000+00:00,41.2625,142.7325,35.43,5.4,D,5.3,W,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20260114_7.txt,2026-01-16 19:34:15+00:00,16110.0,2026-01-16 19:34:14.720000+00:00,41.262244,142.732194,35.44,5.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03826865582256369,0.00999999999999801,0.01
J2026011704364386,2026-01-16 19:36:43.860000+00:00,40.87616666666667,143.01466666666667,15.64,4.7,D,4.7,V,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20260114_7.txt,2026-01-16 19:36:44+00:00,16111.0,2026-01-16 19:36:43.860000+00:00,40.875993,143.014046,15.86,4.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05564249078226453,0.21999999999999886,0.0
J2026011807425875,2026-01-17 22:42:58.750000+00:00,40.8845,142.92666666666668,17.11,3.6,V,,,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20260114_7.txt,2026-01-17 22:42:59+00:00,16183.0,2026-01-17 22:42:58.760000+00:00,40.885608,142.926172,17.18,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13003271039841882,0.07000000000000028,0.01
J2026011902365805,2026-01-18 17:36:58.050000+00:00,40.91,142.1135,55.62,3.5,V,,,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20260114_7.txt,2026-01-18 17:36:58+00:00,16227.0,2026-01-18 17:36:58.040000+00:00,40.910291,142.114697,55.57,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10566527979928549,0.04999999999999716,0.01
J2026012102514124,2026-01-20 17:51:41.240000+00:00,41.489,142.0205,58.06,5.3,D,5.4,W,E OFF AOMORI PREF,40,I,JMAM,116.0,28.0,298.0,62.0,206.0,1.0,204.0,17.0,87.0,27.0,73.0,91.0,99.0,116.0,LOW,mecha_20260121_7.txt,2026-01-20 17:51:41+00:00,16334.0,2026-01-20 17:51:41.240000+00:00,41.490401,142.021159,58.03,5.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1651715114031433,0.030000000000001137,0.0
J2026012223312964,2026-01-22 14:31:29.640000+00:00,41.04416666666667,142.51533333333333,45.56,5.5,D,5.3,W,E OFF AOMORI PREF,40,I,JMAM,27.0,63.0,174.0,23.0,270.0,13.0,239.0,25.0,-123.0,95.0,69.0,-76.0,89.0,179.0,LOW,mecha_20260121_7.txt,2026-01-22 14:31:30+00:00,16468.0,2026-01-22 14:31:29.660000+00:00,41.043888,142.51499,45.32,5.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.042298965163067755,0.240000000000002,0.02
J2026012309201072,2026-01-23 00:20:10.720000+00:00,39.452333333333335,142.59466666666663,29.04,3.6,V,,,E OFF IWATE PREF,40,I,JMAM,35.0,33.0,165.0,45.0,286.0,27.0,180.0,28.0,166.0,282.0,83.0,63.0,97.0,88.0,LOW,mecha_20260121_7.txt,2026-01-23 00:20:11+00:00,16578.0,2026-01-23 00:20:10.730000+00:00,39.452421,142.595215,29.03,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04807823058439827,0.00999999999999801,0.01
J2026012313091638,2026-01-23 04:09:16.380000+00:00,40.878,143.216,16.15,3.7,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20260121_7.txt,2026-01-23 04:09:16+00:00,16591.0,2026-01-23 04:09:16.380000+00:00,40.878422,143.216325,15.94,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.054300121024227946,0.20999999999999908,0.0
J2026012609202260,2026-01-26 00:20:22.600000+00:00,39.680166666666665,142.12683333333334,47.87,4.1,D,4.1,V,E OFF IWATE PREF,37,I,JMAM,100.0,27.0,294.0,62.0,193.0,6.0,175.0,19.0,72.0,15.0,72.0,96.0,98.0,143.0,LOW,mecha_20260121_7.txt,2026-01-26 00:20:23+00:00,16820.0,2026-01-26 00:20:22.600000+00:00,39.681099,142.128288,47.91,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1620015680329339,0.03999999999999915,0.0
J2026012803520650,2026-01-27 18:52:06.500000+00:00,40.909666666666666,143.32916666666668,23.47,3.6,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20260128_7.txt,2026-01-27 18:52:06+00:00,16948.0,2026-01-27 18:52:06.500000+00:00,40.910177,143.329557,23.39,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06554462570551113,0.0799999999999983,0.0
J2026013110185287,2026-01-31 01:18:52.870000+00:00,39.75866666666667,141.84616666666668,57.47,3.3,V,,,NORTHERN IWATE PREF,39,I,JMAM,98.0,21.0,320.0,63.0,195.0,16.0,161.0,28.0,53.0,21.0,68.0,108.0,98.0,124.0,LOW,mecha_20260128_7.txt,2026-01-31 01:18:53+00:00,17152.0,2026-01-31 01:18:52.880000+00:00,39.759045,141.846322,57.45,3.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04411443377571984,0.01999999999999602,0.01
J2026020715170682,2026-02-07 06:17:06.820000+00:00,40.90916666666666,142.10783333333333,55.55,3.7,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20260204_7.txt,2026-02-07 06:17:07+00:00,17525.0,2026-02-07 06:17:06.820000+00:00,40.9092,142.107878,55.47,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.005275177371666574,0.0799999999999983,0.0
J2026021202282533,2026-02-11 17:28:25.330000+00:00,41.49066666666667,142.04733333333334,56.14,4.3,D,4.4,V,E OFF AOMORI PREF,40,I,JMAM,110.0,26.0,299.0,64.0,202.0,4.0,192.0,19.0,79.0,23.0,71.0,94.0,99.0,154.0,LOW,mecha_20260211_7.txt,2026-02-11 17:28:25+00:00,17756.0,2026-02-11 17:28:25.320000+00:00,41.490853,142.046777,56.15,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05075932521319282,0.00999999999999801,0.01
J2026021305494205,2026-02-12 20:49:42.050000+00:00,40.83266666666667,143.09766666666667,0.0,4.5,D,4.4,V,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20260211_7.txt,2026-02-12 20:49:42+00:00,17814.0,2026-02-12 20:49:42.040000+00:00,40.832857,143.09764,1.04,4.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.021282683303678322,1.04,0.01
J2026021516193907,2026-02-15 07:19:39.070000+00:00,41.59866666666667,141.8673333333333,32.56,3.8,D,4.0,V,E OFF AOMORI PREF,40,I,JMAM,83.0,40.0,250.0,49.0,348.0,6.0,222.0,8.0,145.0,347.0,85.0,83.0,90.0,70.0,LOW,mecha_20260211_7.txt,2026-02-15 07:19:39+00:00,17968.0,2026-02-15 07:19:39.060000+00:00,41.599028,141.867611,32.59,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.046340024747468886,0.030000000000001137,0.01
J2026021605271671,2026-02-15 20:27:16.710000+00:00,40.83233333333333,143.097,0.0,3.5,V,,,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20260211_7.txt,2026-02-15 20:27:17+00:00,17999.0,2026-02-15 20:27:16.680000+00:00,40.832214,143.096094,0.93,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.077370905701629,0.93,0.03
J2026021613595481,2026-02-16 04:59:54.810000+00:00,40.1325,142.48133333333334,38.16,4.4,D,4.5,V,NE OFF IWATE PREF,40,I,JMAM,109.0,24.0,308.0,65.0,202.0,7.0,184.0,22.0,70.0,25.0,69.0,98.0,96.0,131.0,LOW,mecha_20260211_7.txt,2026-02-16 04:59:55+00:00,18008.0,2026-02-16 04:59:54.810000+00:00,40.132979,142.480908,38.15,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0643769186015851,0.00999999999999801,0.0
J2026021702525369,2026-02-16 17:52:53.690000+00:00,40.802,142.62866666666667,42.62,4.0,D,4.1,V,E OFF AOMORI PREF,40,I,JMAM,90.0,27.0,274.0,63.0,181.0,2.0,176.0,18.0,85.0,1.0,72.0,92.0,96.0,126.0,LOW,mecha_20260211_7.txt,2026-02-16 17:52:54+00:00,18028.0,2026-02-16 17:52:53.680000+00:00,40.801839,142.628597,42.46,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.01883829264465216,0.1599999999999966,0.01
J2026021717040867,2026-02-17 08:04:08.670000+00:00,40.8965,143.30333333333334,16.37,4.2,D,4.1,V,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20260211_7.txt,2026-02-17 08:04:09+00:00,18065.0,2026-02-17 08:04:08.670000+00:00,40.896781,143.303857,16.42,4.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.053977852029349224,0.05000000000000071,0.0
J2026022023163059,2026-02-20 14:16:30.590000+00:00,41.509,142.08783333333332,54.1,5.1,D,5.3,W,E OFF AOMORI PREF,39,I,JMAM,108.0,31.0,288.0,59.0,18.0,0.0,198.0,14.0,90.0,18.0,76.0,90.0,92.0,217.0,LOW,mecha_20260218_7.txt,2026-02-20 14:16:31+00:00,18193.0,2026-02-20 14:16:30.590000+00:00,41.508659,142.087516,54.14,5.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.046216438402668945,0.03999999999999915,0.0
J2026022202090406,2026-02-21 17:09:04.060000+00:00,40.9105,142.11116666666666,55.17,3.8,D,3.9,V,E OFF AOMORI PREF,40,I,JMAM,110.0,26.0,321.0,60.0,207.0,13.0,171.0,22.0,52.0,31.0,72.0,104.0,95.0,133.0,LOW,mecha_20260218_7.txt,2026-02-21 17:09:04+00:00,18257.0,2026-02-21 17:09:04.060000+00:00,40.910693,142.111198,55.24,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.021621545153795375,0.07000000000000028,0.0
J2026022503164027,2026-02-24 18:16:40.270000+00:00,39.55616666666667,142.0136666666667,53.94,4.6,D,4.7,V,NORTHERN IWATE PREF,40,I,JMAM,281.0,14.0,15.0,17.0,153.0,68.0,58.0,68.0,178.0,148.0,88.0,22.0,98.0,236.0,LOW,mecha_20260225_7.txt,2026-02-24 18:16:40+00:00,18408.0,2026-02-24 18:16:40.280000+00:00,39.556567,142.013737,53.96,4.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04492155767806374,0.020000000000003126,0.01
J2026022518413540,2026-02-25 09:41:35.400000+00:00,41.493833333333335,142.0455,56.19,4.2,D,4.3,V,E OFF AOMORI PREF,39,I,JMAM,106.0,31.0,286.0,59.0,16.0,0.0,196.0,14.0,90.0,16.0,76.0,90.0,97.0,178.0,LOW,mecha_20260225_7.txt,2026-02-25 09:41:35+00:00,18462.0,2026-02-25 09:41:35.400000+00:00,41.49353,142.046175,56.13,4.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06556134724992091,0.05999999999999517,0.0
J2026030123091107,2026-03-01 14:09:11.070000+00:00,38.859,142.10916666666665,43.58,3.7,D,3.9,V,KINKAZAN REGION,39,I,JMAM,106.0,28.0,294.0,62.0,198.0,3.0,187.0,17.0,79.0,19.0,73.0,93.0,98.0,129.0,LOW,mecha_20260225_7.txt,2026-03-01 14:09:11+00:00,18641.0,2026-03-01 14:09:11.080000+00:00,38.859928,142.11001,43.66,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12641203245883548,0.0799999999999983,0.01
J2026031107383529,2026-03-10 22:38:35.290000+00:00,40.9195,143.012,16.69,4.4,D,4.5,V,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20260311_7.txt,2026-03-10 22:38:35+00:00,19137.0,2026-03-10 22:38:35.280000+00:00,40.919792,143.0125,16.49,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05309575411264601,0.20000000000000284,0.01
J2026031603565385,2026-03-15 18:56:53.850000+00:00,41.38916666666667,142.68883333333332,39.5,4.9,D,4.9,W,E OFF AOMORI PREF,40,I,JMAM,110.0,9.0,290.0,81.0,20.0,0.0,200.0,36.0,90.0,20.0,54.0,90.0,94.0,144.0,LOW,mecha_20260311_7.txt,2026-03-15 18:56:54+00:00,19399.0,2026-03-15 18:56:53.840000+00:00,41.390287,142.68986,39.45,4.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.15117644035597635,0.04999999999999716,0.01
J2026031714012021,2026-03-17 05:01:20.210000+00:00,39.128,142.41983333333334,26.57,3.6,V,,,E OFF IWATE PREF,39,,,,,,,,,,,,,,,,,,mecha_20260311_7.txt,2026-03-17 05:01:20+00:00,19469.0,2026-03-17 05:01:20.210000+00:00,39.127938,142.420508,26.64,3.6,preM3_M3minus35d_to_M3,False,False,False,False,0.05860244720643816,0.07000000000000028,0.0
J2026031813334497,2026-03-18 04:33:44.970000+00:00,41.18483333333333,142.5775,42.81,3.9,D,3.9,V,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20260318_7.txt,2026-03-18 04:33:45+00:00,19512.0,2026-03-18 04:33:44.980000+00:00,41.18291,142.576823,42.97,3.9,preM3_M3minus35d_to_M3,False,False,False,False,0.22124191524947112,0.1599999999999966,0.01
J2026031906230097,2026-03-18 21:23:00.970000+00:00,40.976,142.00783333333334,57.77,4.3,D,4.3,V,E OFF AOMORI PREF,40,I,JMAM,111.0,24.0,298.0,66.0,202.0,3.0,195.0,21.0,83.0,23.0,69.0,93.0,98.0,123.0,LOW,mecha_20260318_7.txt,2026-03-18 21:23:01+00:00,19550.0,2026-03-18 21:23:00.960000+00:00,40.976371,142.00765,57.87,4.3,preM3_M3minus35d_to_M3,False,False,False,False,0.04403084206954671,0.09999999999999432,0.01
J2026032212320288,2026-03-22 03:32:02.880000+00:00,42.11566666666667,143.70183333333333,0.0,3.6,V,,,SE OFF TOKACHI,38,,,,,,,,,,,,,,,,,,mecha_20260318_7.txt,2026-03-22 03:32:03+00:00,19681.0,2026-03-22 03:32:02.870000+00:00,42.115491,143.700684,1.04,3.6,preM3_M3minus35d_to_M3,False,False,False,False,0.09679267748833238,1.04,0.01
J2026032418363480,2026-03-24 09:36:34.800000+00:00,40.92116666666666,142.94,17.99,3.7,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20260318_7.txt,2026-03-24 09:36:35+00:00,19760.0,2026-03-24 09:36:34.790000+00:00,40.920353,142.940658,17.98,3.7,preM3_M3minus35d_to_M3,False,False,False,False,0.10602987331216335,0.00999999999999801,0.01
J2026032711163910,2026-03-27 02:16:39.100000+00:00,39.2465,142.14383333333333,51.51,3.8,V,,,E OFF IWATE PREF,40,I,JMAM,339.0,5.0,100.0,80.0,248.0,9.0,78.0,41.0,103.0,241.0,51.0,79.0,95.0,80.0,LOW,mecha_20260325_7.txt,2026-03-27 02:16:39+00:00,20056.0,2026-03-27 02:16:39.100000+00:00,39.245117,142.143311,51.5,3.8,preM3_M3minus35d_to_M3,False,False,False,False,0.16022573915305416,0.00999999999999801,0.0
J2026032802191210,2026-03-27 17:19:12.100000+00:00,40.975,142.78583333333333,23.59,4.2,D,4.1,V,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20260325_7.txt,2026-03-27 17:19:12+00:00,20163.0,2026-03-27 17:19:12.100000+00:00,40.97922,142.786117,23.6,4.2,preM3_M3minus35d_to_M3,False,False,False,False,0.4698464570711511,0.010000000000001563,0.0
J2026032904445721,2026-03-28 19:44:57.210000+00:00,39.818333333333335,142.943,25.57,3.7,V,,,E OFF IWATE PREF,39,,,,,,,,,,,,,,,,,,mecha_20260325_7.txt,2026-03-28 19:44:57+00:00,20295.0,2026-03-28 19:44:57.200000+00:00,39.818075,142.943669,25.59,3.7,preM3_M3minus35d_to_M3,True,False,True,False,0.06395143051980544,0.019999999999999574,0.01
J2026040223222070,2026-04-02 14:22:20.700000+00:00,39.24666666666667,142.14583333333334,51.96,4.0,D,4.2,V,E OFF IWATE PREF,35,I,JMAM,319.0,4.0,55.0,58.0,227.0,32.0,78.0,50.0,134.0,202.0,57.0,51.0,86.0,152.0,LOW,mecha_20260401_7.txt,2026-04-02 14:22:21+00:00,20637.0,2026-04-02 14:22:20.700000+00:00,39.247298,142.144906,52.1,4.0,preM3_M3minus35d_to_M3,False,False,False,False,0.10632483394194288,0.14000000000000057,0.0
J2026040317514467,2026-04-03 08:51:44.670000+00:00,39.45183333333333,142.58933333333334,30.15,4.4,D,4.2,V,E OFF IWATE PREF,40,,,,,,,,,,,,,,,,,,mecha_20260401_7.txt,2026-04-03 08:51:45+00:00,20670.0,2026-04-03 08:51:44.680000+00:00,39.451957,142.589779,30.14,4.4,preM3_M3minus35d_to_M3,False,False,False,False,0.04066081249005619,0.00999999999999801,0.01
J2026040511213423,2026-04-05 02:21:34.230000+00:00,40.3255,142.276,42.95,3.8,V,,,NE OFF IWATE PREF,40,I,JMAM,108.0,24.0,307.0,65.0,201.0,7.0,183.0,22.0,70.0,24.0,69.0,98.0,100.0,78.0,LOW,mecha_20260401_7.txt,2026-04-05 02:21:34+00:00,20779.0,2026-04-05 02:21:34.230000+00:00,40.324508,142.276432,42.99,3.8,preM3_M3minus35d_to_M3,False,False,False,False,0.1162258776353235,0.03999999999999915,0.0
J2026041118100155,2026-04-11 09:10:01.550000+00:00,39.759166666666665,141.83416666666668,58.09,4.0,D,3.9,V,NORTHERN IWATE PREF,40,I,JMAM,106.0,26.0,304.0,63.0,200.0,7.0,179.0,20.0,69.0,22.0,71.0,98.0,97.0,158.0,LOW,mecha_20260408_7.txt,2026-04-11 09:10:02+00:00,21129.0,2026-04-11 09:10:01.560000+00:00,39.758765,141.835026,57.98,4.0,preM3_M3minus35d_to_M3,False,False,False,False,0.08596853887695725,0.11000000000000654,0.01
J2026041422205770,2026-04-14 13:20:57.700000+00:00,40.638666666666666,142.39916666666667,44.99,4.3,D,4.3,V,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20260408_7.txt,2026-04-14 13:20:58+00:00,21275.0,2026-04-14 13:20:57.700000+00:00,40.637553,142.398844,45.07,4.3,preM3_M3minus35d_to_M3,False,False,False,False,0.126791760434525,0.0799999999999983,0.0
J2026042017045151,2026-04-20 08:04:51.510000+00:00,39.915333333333336,142.5345,34.49,3.7,V,,,E OFF IWATE PREF,37,,,,,,,,,,,,,,,,,,mecha_20260415_7.txt,2026-04-20 08:04:52+00:00,21636.0,2026-04-20 08:04:51.500000+00:00,39.914612,142.535156,34.65,3.7,post_M3_context,True,False,True,False,0.09779352395961945,0.1599999999999966,0.01
J2026042017422439,2026-04-20 08:42:24.390000+00:00,39.95133333333333,143.02466666666666,16.83,3.5,V,,,E OFF IWATE PREF,22,,,,,,,,,,,,,,,,,,mecha_20260415_7.txt,2026-04-20 08:42:24+00:00,21669.0,2026-04-20 08:42:24.400000+00:00,39.951953,143.023568,16.9,3.5,post_M3_context,True,False,True,False,0.11626793458515533,0.07000000000000028,0.01
J2026042018272800,2026-04-20 09:27:28+00:00,39.94133333333333,143.02266666666668,19.31,3.8,V,,,E OFF IWATE PREF,20,,,,,,,,,,,,,,,,,,mecha_20260415_7.txt,2026-04-20 09:27:28+00:00,21716.0,2026-04-20 09:27:28.010000+00:00,39.94141,143.022363,19.18,3.8,post_M3_context,True,False,True,False,0.027256087183954978,0.129999999999999,0.01
J2026042019302604,2026-04-20 10:30:26.040000+00:00,39.967666666666666,142.99933333333334,20.88,3.6,V,,,E OFF IWATE PREF,40,,,,,,,,,,,,,,,,,,mecha_20260415_7.txt,2026-04-20 10:30:26+00:00,21761.0,2026-04-20 10:30:26.020000+00:00,39.967611,143.000537,21.11,3.6,post_M3_context,True,False,True,False,0.10276379795247065,0.23000000000000043,0.02
J2026042021344754,2026-04-20 12:34:47.540000+00:00,39.9195,142.4983333333333,36.51,3.7,V,,,E OFF IWATE PREF,39,,,,,,,,,,,,,,,,,,mecha_20260415_7.txt,2026-04-20 12:34:48+00:00,21851.0,2026-04-20 12:34:47.530000+00:00,39.919165,142.497477,36.48,3.7,post_M3_context,True,False,True,False,0.08198042133157389,0.030000000000001137,0.01
J2026042201180697,2026-04-21 16:18:06.970000+00:00,39.8385,142.61033333333333,35.15,4.0,D,4.2,V,E OFF IWATE PREF,39,I,JMAM,120.0,17.0,343.0,67.0,215.0,15.0,188.0,31.0,60.0,42.0,64.0,107.0,92.0,137.0,LOW,mecha_20260422_7.txt,2026-04-21 16:18:07+00:00,22757.0,2026-04-21 16:18:06.970000+00:00,39.838888,142.610303,35.04,4.0,post_M3_context,True,False,True,False,0.04322129679280256,0.10999999999999943,0.0
J2026042221062229,2026-04-22 12:06:22.290000+00:00,40.138666666666666,142.4615,38.69,4.2,D,4.3,V,NE OFF IWATE PREF,40,I,JMAM,120.0,27.0,319.0,62.0,214.0,8.0,191.0,19.0,66.0,37.0,72.0,98.0,92.0,155.0,LOW,mecha_20260422_7.txt,2026-04-22 12:06:22+00:00,23201.0,2026-04-22 12:06:22.290000+00:00,40.13842,142.462321,38.66,4.2,post_M3_context,False,False,False,False,0.07498712204351975,0.030000000000001137,0.0
J2026042302463689,2026-04-22 17:46:36.890000+00:00,40.05233333333333,142.19833333333332,45.13,4.2,D,4.2,V,NE OFF IWATE PREF,40,I,JMAM,112.0,27.0,305.0,62.0,205.0,5.0,188.0,18.0,73.0,26.0,72.0,96.0,99.0,152.0,LOW,mecha_20260422_7.txt,2026-04-22 17:46:37+00:00,23306.0,2026-04-22 17:46:36.880000+00:00,40.053768,142.198128,45.24,4.2,post_M3_context,False,False,False,False,0.16048211554027295,0.10999999999999943,0.01
J2026042315411456,2026-04-23 06:41:14.560000+00:00,40.09733333333333,142.43933333333334,37.93,4.0,D,4.0,V,NE OFF IWATE PREF,40,,,,,,,,,,,,,,,,,,mecha_20260422_7.txt,2026-04-23 06:41:15+00:00,23512.0,2026-04-23 06:41:14.550000+00:00,40.097229,142.439225,37.97,4.0,post_M3_context,False,False,False,False,0.014815591153034654,0.03999999999999915,0.01
