line_id,n_total_segments,n_activated_segments,activation_fraction,eligible_for_propagation,spearman_rho,spearman_pvalue,slope_minutes_per_km,intercept_minutes,r2_linear,activation_span_km,activation_time_span_minutes,median_activation_minutes,iqr_activation_minutes,n_early_jump_pairs,bend_fraction_activated,late_residual_fraction,classification
668,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
669,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
670,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
671,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
672,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
673,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
674,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
675,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
676,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
677,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
679,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
680,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
681,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
682,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
683,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
684,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
685,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
686,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
687,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
688,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
689,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
690,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
691,3,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
692,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
693,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
694,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
695,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
696,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
697,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
698,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
699,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
700,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
701,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
702,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
703,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
704,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
705,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
706,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
707,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
708,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
709,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
710,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
711,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
712,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
713,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
714,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
715,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
716,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
717,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
718,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
719,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
720,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
721,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
722,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
723,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
724,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
725,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
726,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
728,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
729,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
730,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
731,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
732,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
733,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
734,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
735,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
736,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
737,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
738,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
739,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
740,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
741,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
742,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
743,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
744,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
745,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
746,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
747,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
748,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
749,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
750,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
751,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
752,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
753,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
754,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
755,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
756,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
757,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
758,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
759,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
760,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
761,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
762,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
763,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
764,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
765,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
767,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
768,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
769,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
770,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
771,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
772,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
773,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
774,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
775,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
776,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
777,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
778,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
779,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
781,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
782,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
783,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
784,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
785,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
786,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
787,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
788,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
789,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
790,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
791,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
792,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
793,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
794,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
795,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
796,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
797,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
798,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
799,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
800,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
801,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
802,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
803,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
804,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
805,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
806,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
807,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
808,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
809,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
810,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
811,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
812,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
813,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
814,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
815,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
816,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
817,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
818,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
819,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
820,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
821,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
822,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
823,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
825,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
827,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
828,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
829,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
830,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
831,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
832,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
833,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
834,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
835,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
836,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
837,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
838,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
839,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
840,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
841,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
842,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
843,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
844,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
845,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
846,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
847,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
848,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
849,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
850,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
851,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
852,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
853,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
854,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
855,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
856,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
857,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
858,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
859,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
860,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
861,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
862,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
863,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
864,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
865,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
866,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
867,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
868,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
869,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
870,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
871,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
872,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
873,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
874,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
875,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
876,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
877,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
878,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
879,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
880,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
881,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
882,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
883,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
884,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
885,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
886,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
887,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
888,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
889,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
890,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
891,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
892,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
893,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
894,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
895,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
896,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
897,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
898,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
899,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
900,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
901,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
902,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
903,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
904,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
905,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
906,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
907,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
908,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
909,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
910,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
911,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
912,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
913,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
914,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
915,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
916,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
917,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
918,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
919,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
920,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
921,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
922,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
923,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
924,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
925,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
926,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
927,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
928,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
929,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
930,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
931,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
932,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
933,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
934,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
935,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
936,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
937,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
938,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
939,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
940,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
941,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
942,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
943,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
944,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
945,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
946,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
947,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
948,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
949,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
950,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
951,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
952,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
953,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
954,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
955,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
956,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
957,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
958,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
959,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
960,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
961,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
962,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
963,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
964,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
965,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
966,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
967,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
968,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
969,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
970,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
971,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
972,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
973,3,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
974,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
975,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
976,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
