line_id,segment_id,global_segment_id,line_segment_count,line_total_length_km,segment_length_km,start_x_km,start_y_km,end_x_km,end_y_km,mid_x_km,mid_y_km,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,along_line_start_km,along_line_end_km,along_line_mid_km,raw_azimuth_deg,strike_deg
10,0,10,1,0.722179769179229,0.7187705020282649,-3.56789461640889,-13.351033908920899,-2.875664992580951,-13.157515996362411,-3.2217798044949206,-13.254274952641655,-117.582773148562,35.61988310302291,-117.575132867288,35.6216295216851,-117.5789530494912,35.62075637308918,0.0,0.722179769179229,0.3610898845896145,15.618728160405283,74.3812718395947
11,0,11,1,0.07599998915225628,0.07599998915225627,-3.136615214814328,-13.556638966140273,-3.1047095667952633,-13.487660505910817,-3.120662390804796,-13.522149736025545,-117.57801179950499,35.618031468177804,-117.57765989209001,35.61865326573571,-117.5778358464788,35.6183423670934,0.0,0.07599998915225628,0.03799999457612814,65.1773305270782,24.82266947292183
12,0,12,1,0.112061207817822,0.112061207817822,-3.281571437462698,-13.663288345475456,-3.38902034854057,-13.695107299037266,-3.335295893001634,-13.679197822256361,-117.57961138495702,35.61706977544981,-117.58079725259101,35.616782630913704,-117.58020431983465,35.61692620464511,0.0,0.112061207817822,0.056030603908911,196.49565459710692,73.50434540289308
13,0,13,1,0.08649021369689525,0.08649021369689525,-3.4579216962657595,-13.738885564100661,-3.520573408366913,-13.79851206857752,-3.4892475523163364,-13.76869881633909,-117.581557582616,35.6163878222403,-117.58224885460099,35.6158501922326,-117.5819032197659,35.61611900773895,0.0,0.08649021369689525,0.04324510684844762,223.58277064995602,46.41722935004398
14,0,14,1,0.4168246498644573,0.41340208464515293,-3.6131236077080646,-13.809604987435462,-3.938266416188127,-14.064915460551344,-3.7756950119480956,-13.937260223993402,-117.583270341453,35.6157498782543,-117.58685790257,35.613447542770004,-117.5850641477337,35.61459872399594,0.0,0.4168246498644573,0.20841232493222864,218.13991217394246,51.86008782605754
15,0,15,1,0.23439355509206747,0.23240700966734384,-4.104321675168006,-14.183853233460756,-3.9422332191281506,-14.017298886291032,-4.023277447148078,-14.100576059875895,-117.58869010216601,35.6123748898893,-117.58690191808898,35.6138766911564,-117.58779601848948,35.613125793891754,0.0,0.23439355509206747,0.11719677754603373,45.77853816624787,44.22146183375211
16,0,16,1,0.44663105801748487,0.44502770670466174,-3.9646617093050094,-14.075643015681878,-4.283146219286394,-14.386476213131456,-4.123903964295701,-14.231059614406668,-117.587149183088,35.61335075053681,-117.590662743491,35.61054790546151,-117.58890599395289,35.6119493409882,0.0,0.44663105801748487,0.22331552900874244,224.30342605686414,45.69657394313586
17,0,17,1,0.06943638156044116,0.06943638156044116,-4.322669518596413,-14.417399913284301,-4.377471329554837,-14.460039948461167,-4.350070424075625,-14.438719930872734,-117.591098793275,35.610269020299114,-117.59170340298999,35.60988446749419,-117.59140109885642,35.61007674427955,0.0,0.06943638156044116,0.03471819078022058,217.88566847993945,52.114331520060546
18,0,18,1,0.2674332381815863,0.228964385391393,-4.413959214186241,-14.4655323490506,-4.494680320726673,-14.679795721414022,-4.454319767456457,-14.572664035232311,-117.592106083429,35.6098348024342,-117.59299579442002,35.60790329879821,-117.59255094427176,35.60886905151523,0.0,0.2674332381815863,0.13371661909079316,249.35671283569224,20.643287164307765
19,0,19,1,0.068161808568976,0.068161808568976,-4.499812868506216,-14.70786901108425,-4.468783374343465,-14.76855840586948,-4.484298121424841,-14.738213708476867,-117.59305228353598,35.607650252956894,-117.592709489851,35.607103404898304,-117.59288088610936,35.60737682905613,0.0,0.068161808568976,0.034080904284488,297.07991700568016,152.92008299431984
20,0,20,1,0.05190703472142868,0.05190703472142868,-5.503549286531574,-14.440322654982685,-5.483173934029264,-14.392581841583894,-5.493361610280418,-14.416452248283289,-117.60413186459401,35.6100565419759,-117.60390730927499,35.610486939520705,-117.60401958723523,35.61027174080448,0.0,0.05190703472142868,0.02595351736071434,66.8876436993466,23.112356300653403
21,0,21,1,0.1730870573659492,0.17300236568889787,-5.498113803295146,-14.37149060146179,-5.480536969059221,-14.199383444631524,-5.489325386177184,-14.285437023046658,-117.604072342964,35.61067695008129,-117.603879517526,35.6122282356446,-117.60397593117295,35.61145259295133,0.0,0.1730870573659492,0.0865435286829746,84.16875557471758,5.831244425282421
22,0,22,1,0.12642974633091253,0.12565084305578175,-6.690668639634518,-15.155529638644254,-6.620327123465348,-15.05141333125847,-6.655497881549933,-15.103471484951362,-117.617227992778,35.603603103200705,-117.616452560437,35.60454197023581,-117.61684027887286,35.60407253736078,0.0,0.12642974633091253,0.06321487316545626,55.956835980384426,34.043164019615574
23,0,23,1,0.12334052244568922,0.12334052244568923,-6.631943270680139,-15.24836154954732,-6.620973972096534,-15.125509773142747,-6.626458621388337,-15.186935661345034,-117.61657913911601,35.6027668119389,-117.61645909131401,35.6038741399796,-117.61651911562666,35.60332047599956,0.0,0.12334052244568922,0.06167026122284461,84.89765430857665,5.102345691423324
24,0,24,1,0.19633927172971138,0.19408599454899858,-5.779809736244381,-16.167189170509705,-5.693974921078813,-15.993115169620523,-5.736892328661597,-16.080152170065112,-117.607168545092,35.5944908322861,-117.606222610285,35.5960602499806,-117.60669558230614,35.59527554211322,0.0,0.19633927172971138,0.09816963586485569,63.7523781554296,26.247621844570396
