event_id,event_time,latitude,longitude,depth_km,magnitude,x_km,y_km,elapsed_minutes,elapsed_hours,time_bin,nearest_line_id,nearest_segment_id,global_segment_id,segment_strike_deg,segment_mid_x_km,segment_mid_y_km,distance_to_segment_km,along_line_position_km,assigned_to_segment
2783,2019-07-05 13:00:25.820000+00:00,35.74382179518505,-117.52080268143064,2.36362175,0.88,2.0431221571582667,0.3998696373161842,1166.613,19.44355,38,826,1,866,127.84867878238039,0.00015138449389046071,-2.0369445935712855,3.177713595717526,0.9849951226351166,False
2852,2019-07-05 13:28:40.810000+00:00,35.779229795185046,-117.54850724420324,5.586249230000001,1.01,-0.4626721902720166,4.3283264532313614,1194.8628333333334,19.91438055555556,39,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,3.4761709029143053,0.5057688487279585,False
2913,2019-07-05 13:53:36.650000+00:00,35.48121979518505,-117.7757158139122,2.46523613,1.16,-21.08373678448784,-28.711623325774863,1219.7935,20.329891666666665,40,613,0,624,49.24518553697174,-10.073249067865325,-18.1072184857578,14.837075318457469,0.0,False
2932,2019-07-05 14:01:22.340000+00:00,35.728065795185046,-117.44672954247696,12.278281970000002,0.81,8.745084117739953,-1.3442502422240936,1227.555,20.45925,40,845,0,885,23.295200616106555,4.909921750658841,-2.8004014197291647,3.960702882382537,0.4151024398071448,False
3012,2019-07-05 14:38:25.800000+00:00,35.77180779518505,-117.55462670663992,6.0289976,0.87,-1.0160536559781657,3.504865734410896,1264.6126666666669,21.076877777777774,42,824,0,863,142.2000697559472,-3.380890377657452,1.463914296802731,3.119500922612409,0.09424943953019678,False
3039,2019-07-05 14:49:16.950000+00:00,35.77852579518505,-117.53873319320522,3.57573614,0.8,0.4210457625999739,4.250212124067565,1275.4651666666666,21.257752777777775,42,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,4.362968821632212,0.5057688487279585,False
3059,2019-07-05 14:57:44.690000+00:00,35.77143379518505,-117.54471467955692,4.39590935,0.78,-0.1197816987768053,3.4633112468335643,1283.9275,21.398791666666668,42,247,0,250,130.1299875353236,-2.425679511310673,0.5311366939718003,3.729274479375029,0.0,False
3103,2019-07-05 15:18:49.580000+00:00,35.68267179518505,-117.60743626603092,8.08305971,0.89,-5.797693742347235,-6.383292124916104,1305.0089999999998,21.75015,43,284,0,288,41.356398730929705,-2.8093479848052514,-8.356789852373481,3.5653211933485003,0.0,False
3155,2019-07-05 15:36:36.720000+00:00,35.71132579518505,-117.44472633336326,1.20231455,0.73,8.928186389524683,-3.201436315884195,1322.7946666666664,22.04657777777777,44,665,0,697,19.944944606585068,4.944430648029568,-3.0368331602857217,3.959863587225942,0.0,False
3232,2019-07-05 16:05:48.630000+00:00,35.74865079518505,-117.50836003068191,10.645193720000002,1.31,3.168423157894891,0.9359985172894202,1351.9931666666666,22.533219444444445,45,587,0,594,112.52827233661662,4.247668056707944,-3.0053305528036995,3.9629962853652736,0.413334727962047,False
3305,2019-07-05 16:32:14.210000+00:00,35.77512879518505,-117.55469194715018,6.8709453200000015,0.93,-1.02191040177058,3.8733473251480977,1378.4195,22.973658333333333,45,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,3.0204854775683794,0.5057688487279585,False
3347,2019-07-05 16:48:07.590000+00:00,35.71374279518505,-117.63060750787908,5.266889750000001,0.53,-7.892172532251778,-2.9342424733820547,1394.309166666667,23.23848611111111,46,67,0,68,5.27310775220144,-4.162824866110167,-0.3037777541425587,4.538368371004424,0.07836627152529343,False
3365,2019-07-05 16:54:22.850000+00:00,35.76003679518505,-117.54002585448951,9.94115123,0.76,0.3042400226638355,2.1987653510097327,1400.5635,23.342725,46,52,0,52,165.94163952027208,-1.8892512908441823,-0.12306899825165399,3.1767977357618142,0.06474253040689674,False
3383,2019-07-05 17:00:47.080000+00:00,35.55696879518505,-117.70454623127264,1.10070017,0.72,-14.611293944156834,-20.3201944272728,1406.9673333333333,23.44945555555556,46,613,0,624,49.24518553697174,-10.073249067865325,-18.1072184857578,4.614789335430064,0.0,False
3403,2019-07-05 17:08:59.280000+00:00,35.683672795185046,-117.60756633820188,8.05402703,1.03,-5.8093957347075404,-6.272220349544719,1415.1706666666666,23.586177777777777,47,284,0,288,41.356398730929705,-2.8093479848052514,-8.356789852373481,3.640388053474624,0.0,False
3413,2019-07-05 17:12:18.440000+00:00,35.74970879518505,-117.51635210721152,2.42894528,0.4,2.445516065447876,1.053159507341795,1418.49,23.6415,47,826,1,866,127.84867878238039,0.00015138449389046071,-2.0369445935712855,3.9404735985036456,0.9018946421528413,False
