event_id,event_seq,source_day,original_ot_str,original_lat,original_lon,original_dep,original_mag,phase_file,batch_index,batch_label,original_ot,was_selected,hypodd_original_ot_str,hypodd_original_lat,hypodd_original_lon,hypodd_original_dep,hypodd_original_mag,hypodd_original_time_abs_diff_s,reloc_ot_str,reloc_lat,reloc_lon,reloc_dep,reloc_mag,reloc_time_abs_diff_s,was_relocated,horizontal_shift_km,depth_change_km,day
1527,19819,20190708,2019-07-08T05:34:22.018000Z,35.65316,-117.45096,4.63,1.3,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:34:22.018000Z,True,,,,,,,,,,,,,False,,,
1528,19820,20190708,2019-07-08T05:34:22.730000Z,35.90945,-117.68767,10.73,0.84,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:34:22.730000Z,True,,,,,,,,,,,,,False,,,
1530,19822,20190708,2019-07-08T05:34:41.311000Z,36.03921,-118.01298,2.33,2.35,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:34:41.311000Z,True,,,,,,,,,,,,,False,,,
1531,19823,20190708,2019-07-08T05:34:43.133000Z,35.83606,-117.6122,5.67,2.12,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:34:43.133000Z,True,,,,,,,,,,,,,False,,,
1532,19824,20190708,2019-07-08T05:35:21.980000Z,35.68678,-117.41172,28.46,0.88,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:35:21.980000Z,True,,,,,,,,,,,,,False,,,
1536,19828,20190708,2019-07-08T05:35:55.887000Z,35.9254,-117.64996,4.42,2.17,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:35:55.887000Z,True,,,,,,,,,,,,,False,,,
1538,19830,20190708,2019-07-08T05:36:43.705000Z,35.44867,-117.3072,8.19,2.23,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:36:43.705000Z,True,,,,,,,,,,,,,False,,,
1542,19834,20190708,2019-07-08T05:37:25.589000Z,35.58512,-117.33982,4.64,1.59,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:37:25.589000Z,True,,,,,,,,,,,,,False,,,
1543,19835,20190708,2019-07-08T05:37:33.021000Z,35.60016,-117.73583,7.06,1.56,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:37:33.021000Z,True,,,,,,,,,,,,,False,,,
1549,19841,20190708,2019-07-08T05:39:19.393000Z,35.92566,-117.6996,5.3,1.49,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:39:19.393000Z,True,,,,,,,,,,,,,False,,,
1550,19842,20190708,2019-07-08T05:39:36.470000Z,35.80961,-117.77095,3.27,1.14,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:39:36.470000Z,True,,,,,,,,,,,,,False,,,
1551,19843,20190708,2019-07-08T05:39:37.174000Z,36.0043,-117.92522,12.98,1.68,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:39:37.174000Z,True,,,,,,,,,,,,,False,,,
1552,19844,20190708,2019-07-08T05:39:43.969000Z,36.0994,-117.63584,4.56,1.51,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:39:43.969000Z,True,,,,,,,,,,,,,False,,,
1553,19845,20190708,2019-07-08T05:40:05.321000Z,35.63021,-117.34522,0.03,1.13,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:40:05.321000Z,True,2019-07-08T05:40:05.320000Z,35.630199,-117.3452,0.03,1.13,0.001,,,,,,,False,,,
1554,19846,20190708,2019-07-08T05:40:23.357000Z,35.36432,-117.28345,30.0,1.46,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:40:23.357000Z,True,,,,,,,,,,,,,False,,,
1555,19847,20190708,2019-07-08T05:40:24.528000Z,35.52205,-117.36206,13.42,1.44,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:40:24.528000Z,True,,,,,,,,,,,,,False,,,
1557,19849,20190708,2019-07-08T05:40:45.736000Z,35.70554,-118.01333,0.0,2.3,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:40:45.736000Z,True,,,,,,,,,,,,,False,,,
1560,19852,20190708,2019-07-08T05:41:13.230000Z,35.93075,-117.65503,6.87,1.33,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:41:13.230000Z,True,2019-07-08T05:41:13.230000Z,35.930801,-117.654999,6.87,1.33,0.0,,,,,,,False,,,
1562,19854,20190708,2019-07-08T05:41:35.053000Z,35.89474,-117.6933,10.87,1.13,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:41:35.053000Z,True,,,,,,,,,,,,,False,,,
1568,19860,20190708,2019-07-08T05:42:48.641000Z,35.92654,-117.67244,1.23,0.87,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:42:48.641000Z,True,,,,,,,,,,,,,False,,,
1570,19862,20190708,2019-07-08T05:43:43.905000Z,36.07874,-117.84716,0.0,1.24,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:43:43.905000Z,True,,,,,,,,,,,,,False,,,
1572,19864,20190708,2019-07-08T05:44:23.179000Z,35.71134,-117.49339,6.71,1.93,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:44:23.179000Z,True,,,,,,,,,,,,,False,,,
1573,19865,20190708,2019-07-08T05:44:30.900000Z,35.54797,-118.01251,0.0,2.2,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:44:30.900000Z,True,,,,,,,,,,,,,False,,,
1574,19866,20190708,2019-07-08T05:44:33.672000Z,35.24144,-117.82859,0.0,1.71,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:44:33.672000Z,True,,,,,,,,,,,,,False,,,
1575,19867,20190708,2019-07-08T05:44:35.067000Z,36.26033,-117.801,0.0,2.14,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:44:35.067000Z,True,,,,,,,,,,,,,False,,,
1576,19868,20190708,2019-07-08T05:45:06.056000Z,36.11802,-117.8127,2.39,0.94,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:45:06.056000Z,True,,,,,,,,,,,,,False,,,
1577,19869,20190708,2019-07-08T05:45:11.831000Z,36.19925,-118.01591,0.0,1.37,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:45:11.831000Z,True,,,,,,,,,,,,,False,,,
1578,19870,20190708,2019-07-08T05:45:15.484000Z,35.89934,-117.65333,20.39,1.04,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:45:15.484000Z,True,,,,,,,,,,,,,False,,,
1581,19873,20190708,2019-07-08T05:45:46.703000Z,35.80856,-117.76488,0.0,0.58,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:45:46.703000Z,True,,,,,,,,,,,,,False,,,
1587,19879,20190708,2019-07-08T05:47:12.009000Z,36.18679,-117.77835,0.0,0.9,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:47:12.009000Z,True,,,,,,,,,,,,,False,,,
1593,19885,20190708,2019-07-08T05:48:40.759000Z,35.61988,-117.7788,6.44,1.34,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:48:40.759000Z,True,,,,,,,,,,,,,False,,,
1594,19886,20190708,2019-07-08T05:48:46.065000Z,36.19674,-117.94058,0.0,1.18,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:48:46.065000Z,True,,,,,,,,,,,,,False,,,
1598,19890,20190708,2019-07-08T05:49:10.531000Z,35.98556,-117.62938,7.95,1.22,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:49:10.531000Z,True,,,,,,,,,,,,,False,,,
1601,19893,20190708,2019-07-08T05:49:50.251000Z,35.64438,-117.60443,12.06,0.78,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:49:50.251000Z,True,,,,,,,,,,,,,False,,,
1602,19894,20190708,2019-07-08T05:49:52.123000Z,35.48274,-117.49764,8.37,1.18,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:49:52.123000Z,True,,,,,,,,,,,,,False,,,
1604,19896,20190708,2019-07-08T05:50:15.881000Z,36.1265,-117.85375,0.0,1.19,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:50:15.881000Z,True,,,,,,,,,,,,,False,,,
1606,19898,20190708,2019-07-08T05:50:42.438000Z,35.86085,-117.48454,0.0,1.82,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:50:42.438000Z,True,,,,,,,,,,,,,False,,,
1609,19901,20190708,2019-07-08T05:51:11.810000Z,36.24304,-117.61547,30.0,2.2,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:51:11.810000Z,True,,,,,,,,,,,,,False,,,
1610,19902,20190708,2019-07-08T05:51:12.358000Z,35.90486,-117.72815,5.83,1.91,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:51:12.358000Z,True,,,,,,,,,,,,,False,,,
1611,19903,20190708,2019-07-08T05:51:17.534000Z,36.26022,-117.85939,0.0,1.87,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:51:17.534000Z,True,,,,,,,,,,,,,False,,,
1613,19905,20190708,2019-07-08T05:51:49.635000Z,35.91368,-117.29864,2.05,1.34,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:51:49.635000Z,True,,,,,,,,,,,,,False,,,
1615,19907,20190708,2019-07-08T05:52:27.573000Z,35.66058,-117.45969,12.97,1.12,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:52:27.573000Z,True,,,,,,,,,,,,,False,,,
1617,19909,20190708,2019-07-08T05:52:39.556000Z,35.57419,-117.3531,4.14,1.1,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:52:39.556000Z,True,,,,,,,,,,,,,False,,,
1618,19910,20190708,2019-07-08T05:52:41.662000Z,35.4839,-117.36711,0.0,1.21,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:52:41.662000Z,True,,,,,,,,,,,,,False,,,
1619,19911,20190708,2019-07-08T05:52:57.289000Z,36.10111,-117.75304,0.11,0.78,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:52:57.289000Z,True,,,,,,,,,,,,,False,,,
1621,19913,20190708,2019-07-08T05:53:09.905000Z,35.9258,-117.71404,0.0,0.82,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:53:09.905000Z,True,,,,,,,,,,,,,False,,,
1623,19915,20190708,2019-07-08T05:53:52.587000Z,36.0455,-117.85627,2.48,1.09,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:53:52.587000Z,True,,,,,,,,,,,,,False,,,
1625,19917,20190708,2019-07-08T05:54:45.072000Z,35.89681,-117.95093,0.0,2.01,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:54:45.072000Z,True,,,,,,,,,,,,,False,,,
1630,19922,20190708,2019-07-08T05:55:31.209000Z,35.65208,-117.49541,9.2,1.31,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:55:31.209000Z,True,,,,,,,,,,,,,False,,,
1632,19924,20190708,2019-07-08T05:56:06.949000Z,35.61258,-117.40717,3.53,1.86,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:56:06.949000Z,True,,,,,,,,,,,,,False,,,
1633,19925,20190708,2019-07-08T05:56:37.127000Z,35.8356,-117.61346,12.25,1.01,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:56:37.127000Z,True,,,,,,,,,,,,,False,,,
1635,19927,20190708,2019-07-08T05:56:51.642000Z,36.10801,-117.77239,2.43,1.1,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:56:51.642000Z,True,,,,,,,,,,,,,False,,,
1636,19928,20190708,2019-07-08T05:56:55.571000Z,35.8861,-117.69526,11.74,2.35,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:56:55.571000Z,True,,,,,,,,,,,,,False,,,
1637,19929,20190708,2019-07-08T05:57:13.884000Z,35.88594,-117.71625,6.69,1.53,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:57:13.884000Z,True,,,,,,,,,,,,,False,,,
1639,19931,20190708,2019-07-08T05:57:35.965000Z,35.82099,-117.61646,9.61,1.44,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:57:35.965000Z,True,2019-07-08T05:57:45.580000Z,35.619999,-117.311401,10.5,1.6,9.615,,,,,,,False,,,
1641,19933,20190708,2019-07-08T05:57:45.589000Z,35.62,-117.31145,10.5,1.6,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:57:45.589000Z,True,,,,,,,,,,,,,False,,,
1644,19936,20190708,2019-07-08T05:58:12.726000Z,35.95938,-117.70402,1.1,1.33,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:58:12.726000Z,True,2019-07-08T05:58:14.280000Z,35.656898,-117.4869,10.23,1.93,1.554,,,,,,,False,,,
1645,19937,20190708,2019-07-08T05:58:14.282000Z,35.65686,-117.48693,10.23,1.93,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T05:58:14.282000Z,True,,,,,,,,,,,,,False,,,
1652,19944,20190708,2019-07-08T06:00:19.352000Z,35.61591,-117.57051,10.75,1.66,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:00:19.352000Z,True,,,,,,,,,,,,,False,,,
1653,19945,20190708,2019-07-08T06:00:19.934000Z,35.97765,-117.62535,0.0,0.8,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:00:19.934000Z,True,,,,,,,,,,,,,False,,,
1658,19950,20190708,2019-07-08T06:01:32.387000Z,36.13682,-117.83393,0.0,1.74,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:01:32.387000Z,True,2019-07-08T06:01:41.960000Z,35.965599,-117.676498,12.77,1.97,9.573,,,,,,,False,,,
1660,19952,20190708,2019-07-08T06:01:42.143000Z,36.02792,-117.97898,0.0,1.64,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:01:42.143000Z,True,,,,,,,,,,,,,False,,,
1661,19953,20190708,2019-07-08T06:01:57.758000Z,36.23946,-117.78533,0.0,1.35,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:01:57.758000Z,True,,,,,,,,,,,,,False,,,
1664,19956,20190708,2019-07-08T06:02:30.266000Z,35.73491,-117.52233,4.42,1.52,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:02:30.266000Z,True,,,,,,,,,,,,,False,,,
1665,19957,20190708,2019-07-08T06:02:41.679000Z,35.85926,-117.85116,4.08,1.27,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:02:41.679000Z,True,,,,,,,,,,,,,False,,,
1668,19960,20190708,2019-07-08T06:03:22.038000Z,36.02526,-117.63534,0.0,1.14,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:03:22.038000Z,True,2019-07-08T06:03:22.030000Z,36.025299,-117.6353,1.0,1.14,0.008,,,,,,,False,,,
1670,19962,20190708,2019-07-08T06:03:44.386000Z,35.68627,-117.52041,6.8,1.7,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:03:44.386000Z,True,2019-07-08T06:03:44.380000Z,35.686298,-117.520401,6.8,1.7,0.006,,,,,,,False,,,
1672,19964,20190708,2019-07-08T06:04:20.819000Z,35.93219,-117.68584,4.46,0.74,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:04:20.819000Z,True,,,,,,,,,,,,,False,,,
1673,19965,20190708,2019-07-08T06:04:21.195000Z,35.64434,-117.47664,8.91,1.39,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:04:21.195000Z,True,,,,,,,,,,,,,False,,,
1676,19968,20190708,2019-07-08T06:04:56.252000Z,36.11514,-117.89401,2.09,1.09,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:04:56.252000Z,True,,,,,,,,,,,,,False,,,
1678,19970,20190708,2019-07-08T06:05:19.818000Z,35.491,-117.34217,0.0,1.28,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:05:19.818000Z,True,2019-07-08T06:05:19.810000Z,35.491001,-117.342201,1.0,1.28,0.008,,,,,,,False,,,
1679,19971,20190708,2019-07-08T06:05:20.311000Z,36.12512,-117.8602,0.0,1.39,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:05:20.311000Z,True,,,,,,,,,,,,,False,,,
1681,19973,20190708,2019-07-08T06:06:04.089000Z,35.6183,-117.43291,8.79,1.56,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:06:04.089000Z,True,,,,,,,,,,,,,False,,,
1683,19975,20190708,2019-07-08T06:06:26.501000Z,35.52216,-117.43684,0.0,1.03,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:06:26.501000Z,True,,,,,,,,,,,,,False,,,
1685,19977,20190708,2019-07-08T06:06:53.062000Z,35.58173,-117.75914,30.0,2.38,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:06:53.062000Z,True,,,,,,,,,,,,,False,,,
1686,19978,20190708,2019-07-08T06:06:54.193000Z,35.75559,-118.01358,5.64,2.18,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:06:54.193000Z,True,,,,,,,,,,,,,False,,,
1688,19980,20190708,2019-07-08T06:07:32.985000Z,35.60783,-117.48629,5.89,1.09,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:07:32.985000Z,True,,,,,,,,,,,,,False,,,
1691,19983,20190708,2019-07-08T06:08:05.104000Z,35.93573,-117.70738,6.2,0.93,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:08:05.104000Z,True,2019-07-08T06:08:05.100000Z,35.935699,-117.707397,6.2,0.93,0.004,,,,,,,False,,,
1692,19984,20190708,2019-07-08T06:08:17.676000Z,35.73135,-117.78108,0.0,1.05,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:08:17.676000Z,True,,,,,,,,,,,,,False,,,
1694,19986,20190708,2019-07-08T06:08:41.077000Z,35.63465,-117.41069,8.49,1.44,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:08:41.077000Z,True,,,,,,,,,,,,,False,,,
1695,19987,20190708,2019-07-08T06:08:53.702000Z,35.74569,-117.60731,0.0,1.09,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:08:53.702000Z,True,,,,,,,,,,,,,False,,,
1699,19991,20190708,2019-07-08T06:09:42.081000Z,35.74508,-117.65066,28.42,1.44,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:09:42.081000Z,True,,,,,,,,,,,,,False,,,
1702,19994,20190708,2019-07-08T06:10:23.967000Z,35.60279,-117.35355,5.35,1.21,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:10:23.967000Z,True,,,,,,,,,,,,,False,,,
1705,19997,20190708,2019-07-08T06:11:42.394000Z,35.93473,-117.59883,0.0,0.78,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:11:42.394000Z,True,,,,,,,,,,,,,False,,,
1706,19998,20190708,2019-07-08T06:11:50.281000Z,36.1081,-117.85966,8.52,0.98,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:11:50.281000Z,True,,,,,,,,,,,,,False,,,
1708,20000,20190708,2019-07-08T06:12:02.318000Z,35.78788,-117.58148,10.25,1.78,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190708.dat,5,day_20190708,2019-07-08T06:12:02.318000Z,True,,,,,,,,,,,,,False,,,
