time,latitude,longitude,depth_km,magnitude,event_id,dist_m1_km,dist_m2_km,dist_m3_km,x_from_m1_km,y_from_m1_km,projected_km,projected_clamped_km,perp_km,axis_fraction,between_endpoints,local_union,m1_core,m3_core,m1_extended,m3_extended,endpoint_overlap_core,endpoint_overlap_extended,m2_related,corridor_20,corridor_noncore_20,off_corridor_20,corridor_30,corridor_noncore_30,off_corridor_30,days_since_start,days_since_m1,days_until_m3,spatial_category_30
2025-06-01 18:47:58.200000+00:00,41.136519,143.208122,22.02,1.2,12,194.52915052861516,79.39770861904213,144.0088438714515,-25.386355473606752,191.79270390599987,176.5630283961787,57.16418144737493,143.21483851920135,3.088700370156123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7738344907407407,-160.5525583333333,322.5451372685185,outside_local_union
2025-06-01 19:05:17.480000+00:00,39.11283,142.384245,30.63,1.7,13,101.87505422878097,206.44809619144658,104.75064614890897,-96.7772968065895,-31.974683579999844,23.594363398922493,23.594363398922493,99.15408001202682,0.4127473323595712,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7858631944444444,-160.54052962962962,322.53310856481477,outside_local_union
2025-06-01 19:17:34.300000+00:00,41.709786,143.723307,7.38,1.5,14,257.2636708884109,145.4699351083976,213.09083219049705,18.294775660042912,255.181129164,207.58045947652153,57.16418144737493,212.10260969050591,3.631302928173984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7943912037037036,-160.53200162037035,322.5245805555556,outside_local_union
2025-06-01 19:26:16.400000+00:00,41.702507,143.727653,6.01,1.7,15,256.48282140221204,145.31807726242798,212.38512253987787,18.66336532794747,254.37626101799955,206.70192483739328,57.16418144737493,211.40353436392087,3.6159343071794368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8004340277777777,-160.5259587962963,322.5185377314815,outside_local_union
2025-06-01 19:30:56.480000+00:00,41.714693,143.738623,18.56,1.8,16,257.90278069223893,146.82898600818666,213.91373952186996,19.589451723956536,255.72371578199954,207.36255112424766,57.16418144737493,212.92883336230537,3.6274909545437053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8036756944444444,-160.52271712962963,322.5152960648148,outside_local_union
2025-06-01 20:00:55.120000+00:00,41.712712,143.714339,18.63,1.7,17,257.53556194040425,145.0371681230772,213.24030327788435,17.535898525420553,255.50466868800027,208.2542352148724,57.16418144737493,212.2463693941371,3.643089605098085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8244932870370371,-160.50189953703702,322.4944784722222,outside_local_union
2025-06-01 21:03:08.200000+00:00,41.473584,142.998861,28.04,1.0,18,234.3282010125546,81.82492253528672,181.91351314332303,-43.053010248081435,229.06332921600014,217.55913402001224,57.16418144737493,180.8815482523853,3.805864590579262,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8677002314814816,-160.45869259259257,322.45127152777775,outside_local_union
2025-06-01 21:19:22.280000+00:00,41.692607,143.753174,5.33,1.8,19,255.55141625349037,146.48467695181924,211.8128002605914,20.823532498997757,253.28157841800015,204.6361501856425,57.16418144737493,210.84877299237507,3.5797967364236563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8789743055555556,-160.44741851851853,322.4399974537037,outside_local_union
2025-06-01 21:40:21.800000+00:00,41.702747,143.755566,21.93,1.6,20,256.69152668451227,147.2659977170225,212.9550115705904,21.024276816803976,254.40279877800012,205.485032510284,57.16418144737493,211.9853308982072,3.594646635488912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8935520833333332,-160.43284074074074,322.4254196759259,outside_local_union
2025-06-01 21:41:45.580000+00:00,41.705265,143.738965,3.2,1.6,21,256.8597772559415,146.26968987062395,212.90080545555804,19.61975762923543,254.68122410999956,206.45937357742312,57.16418144737493,211.92225522290906,3.61169124353663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8945217592592591,-160.43187106481483,322.42445,outside_local_union
2025-06-01 22:16:07.640000+00:00,41.068058,142.835938,22.9,1.6,22,193.81535405480474,47.297433400199786,139.01117745712614,-57.02807650119812,184.22269729199996,186.7320846218791,57.16418144737493,138.23593531629695,3.266592469163295,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9183881944444445,-160.40800462962963,322.40058356481484,outside_local_union
2025-06-01 22:52:52.120000+00:00,41.069954,142.834961,23.64,1.5,23,194.04100144628467,47.26724967488222,139.23402024691066,-57.11030421012689,184.43234559600018,186.95368630457435,57.16418144737493,138.4576169707665,3.2704690519653994,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9439030092592593,-160.38248981481482,322.37506875,outside_local_union
2025-06-02 01:13:07.830000+00:00,40.13822,141.139909,8.81,0.6,24,218.23280836451545,133.87011340676793,174.96531008386629,-202.53418460066544,81.40679027999954,175.61595648075055,57.16418144737493,175.60472736648296,3.0721327942467216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.041307060185185,-160.2850857638889,322.2776646990741,outside_local_union
2025-06-02 01:22:05.800000+00:00,41.698344,143.758561,16.54,3.1,25,256.224494919593,147.20691893718356,212.53972028325387,21.278300257455726,253.91594145599976,204.93730485595293,57.16418144737493,211.57426229964307,3.5850649771766125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0475335648148147,-160.27885925925926,322.27143819444444,outside_local_union
2025-06-02 01:37:25.430000+00:00,41.413753,142.850618,21.94,1.7,26,230.49474840003504,68.35944964650817,176.67284476913053,-55.637908612141096,222.44757622199987,218.53552455386082,57.16418144737493,175.67423238977165,3.822945050915206,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0581774305555556,-160.26821539351852,322.2607943287037,outside_local_union
2025-06-02 01:38:01.200000+00:00,41.709945,143.720947,16.32,2.4,27,257.2672261146381,145.31760768952182,213.06368534452184,18.09515050587492,255.1987104299996,207.70022614837998,57.16418144737493,212.07435745299304,3.63339806307885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0585914351851853,-160.26780138888887,322.26038032407405,outside_local_union
2025-06-02 02:15:30.230000+00:00,41.683398,143.789974,20.91,2.1,28,254.80381512008103,148.5167903307643,211.57833010206585,23.93804133728654,252.26330245199952,202.13437595505417,57.16418144737493,210.63678439415514,3.536032019301074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.084621875,-160.24177094907407,322.23434988425925,outside_local_union
