fault_id,n_vertices,min_lon,max_lon,min_lat,max_lat,min_x_km,max_x_km,min_y_km,max_y_km,mean_strike_deg
4395,2,-117.396574990443,-117.396565731024,35.5908365990299,35.5908483765514,13.904476513186648,13.905317706637433,-16.539236340251897,-16.537930918893522,147.20289050978508
4396,2,-117.396415386861,-117.396395591883,35.5908929820255,35.5909093775658,13.918930352967713,13.92072715499087,-16.532956465587805,-16.53114016330179,135.30922769385626
4397,2,-117.396454681838,-117.396433076525,35.5909433143825,35.5909711555944,13.915358461965496,13.917321310426479,-16.52737733333576,-16.52429137369743,147.54128492339547
4398,3,-117.381613973206,-117.381595189966,35.5805774074215,35.5805969101194,15.262297750166244,15.264003943124749,-17.675283743496358,-17.67312281493851,141.68658848545545
4399,2,-117.396784447944,-117.39677166498,35.5909311060857,35.590946809148,13.885476967621113,13.88663816434872,-16.528779789557476,-16.527039320401453,146.28979130135656
4400,3,-117.381688053061,-117.381661972722,35.5806194219488,35.5806384237243,15.25557536888887,15.257942863258819,-17.67063255842648,-17.66852834007112,131.6154302333218
4401,3,-117.381450460271,-117.381425912376,35.5804538900351,35.5804731966807,15.277141867292759,15.279370530669697,-17.68896182340877,-17.686823546739777,133.79288466153702
4402,3,-117.381344849285,-117.38131258251,35.5804184657396,35.5804481838367,15.286719078921593,15.28964935705105,-17.69287455472602,-17.689582319158074,138.32910303939104
4403,2,-117.39668061312,-117.396625258049,35.5909140549397,35.5909457209683,13.894887394384869,13.89990953870218,-16.53065092629226,-16.527145369630833,124.91580738798925
4404,2,-117.39671530177,-117.396710000266,35.5909527797471,35.5909620670458,13.891740838815013,13.892222904543171,-16.526366345683424,-16.525336656903782,154.912583669303
4405,2,-117.396801234689,-117.396800328173,35.5909693020917,35.5909753815087,13.88395069608831,13.884033901818261,-16.524545942186972,-16.52387155058051,172.96645209461613
4406,4,-117.381347361991,-117.381319497397,35.5804139700288,35.5804395287613,15.286492977026336,15.289023455161189,-17.693374435590872,-17.69054300110918,138.21273758830304
4407,2,-117.396692270132,-117.396686007253,35.5909145693519,35.5909261795995,13.893834334807527,13.894403929415148,-16.53060244788594,-16.529315160834567,156.1317233180015
4408,5,-117.381356083616,-117.381316481071,35.5803937020078,35.5804311497778,15.285704053333573,15.28930070864548,-17.69562272698959,-17.69147401664857,139.04421692502524
4409,4,-117.381401755686,-117.381355922638,35.5803971563038,35.5804405485925,15.281562602108185,15.285725111856957,-17.695245607806626,-17.69043831404127,139.11243622099542
4410,2,-117.396768983202,-117.396757593288,35.590994849133,35.5910091267698,13.886867715878003,13.887902417633402,-16.521705420102894,-16.52012290705822,146.82195279091627
4411,2,-117.39678711983,-117.396785242945,35.5909750775378,35.5909855087743,13.885228132123745,13.885400031896246,-16.523903015685853,-16.52274592086632,171.54985621061002
4412,2,-117.396781668139,-117.396775785674,35.5909819663447,35.5909902976642,13.885721374335096,13.886255924644027,-16.523137355823707,-16.522213816080846,149.93748565667977
4413,2,-117.396798468375,-117.396788539859,35.5910514047985,35.591065686932,13.884185787648018,13.885088047040973,-16.51543486613902,-16.513851647235683,150.32165057797374
4414,2,-117.396776417897,-117.3967635477,35.5910177908384,35.5910362377322,13.886189244958162,13.887358820630885,-16.519160848005384,-16.517115959333623,150.2325683982812
4415,2,-117.396977029666,-117.396973305574,35.5911328033363,35.5911474029303,13.867989227803657,13.868329251200134,-16.506429692010702,-16.504810372606087,168.14136218601902
4416,6,-117.381374541302,-117.381369353113,35.5803568531863,35.580397991774,15.284037378082715,15.284510746855876,-17.699719472114673,-17.695155808880973,174.89234523515972
4417,3,-117.381365727946,-117.381361995759,35.5803694041248,35.5803863905195,15.284838417930217,15.28517993096803,-17.69832569007693,-17.696441610290737,169.74320514443966
4418,2,-117.380894736803,-117.380881482594,35.5801099946806,35.580133810527,15.327576720325482,15.328782614872264,-17.7270325876865,-17.72439225994019,155.45279899567925
4419,3,-117.381303735879,-117.381286320507,35.5800613350626,35.5800834583849,15.29051917476627,15.292093480215167,-17.732497248065698,-17.730039928033147,32.64837248501302
4420,3,-117.381373712127,-117.381361374328,35.5801150884406,35.5801303373452,15.284166353497568,15.285281740514588,-17.726544139022586,-17.72485033505945,33.375279952491006
4421,4,-117.381245251167,-117.381235167069,35.580227055834,35.5802753332401,15.295779443381264,15.296702648009504,-17.714099656067308,-17.70874479129135,170.2187084165693
4422,9,-117.380944861416,-117.380910519005,35.5801982613407,35.5803588847548,15.322990539416537,15.326133939676492,-17.717243828927597,-17.6994278296124,169.96232411078876
4423,2,-117.38115306706,-117.381143474891,35.5802893707579,35.5803111100697,15.30412810499714,15.305001670735981,-17.707171457365614,-17.704760949693533,160.07953071897123
4424,2,-117.39707321126,-117.397013751683,35.5911168646516,35.5911810807423,13.859266788844314,13.864666501638544,-16.508203821996673,-16.501087349855716,142.81013366548615
4425,2,-117.38112040818,-117.381113040035,35.5802602444148,35.580274833217,15.307095184156237,15.307765805256405,-17.710398316553672,-17.70878082004904,157.48089076915673
4426,3,-117.381038873845,-117.381022719323,35.5802268319028,35.5802464632038,15.314490783959318,15.315958756918704,-17.714091393506163,-17.711915796465664,145.98780834865417
4427,2,-117.396928201875,-117.39692270342,35.591087642081,35.5910923958974,13.872423833962253,13.872922962662917,-16.51143324933048,-16.510906583477663,136.53771898862678
4428,2,-117.396941549613,-117.396941517237,35.5910532870796,35.5910598467346,13.871219792232004,13.871223859274899,-16.515247641988026,-16.51451984371323,179.67982616133233
4429,2,-117.397006033701,-117.39700159195,35.591168195256,35.5911804071501,13.86535498798457,13.86575963765378,-16.50250690323654,-16.501152603677244,163.36443860824835
4430,3,-117.381048128768,-117.381004207678,35.5802492564981,35.5802738673452,15.313646703075513,15.317632359782461,-17.71160047133026,-17.7088767176198,124.34817612624164
4431,2,-117.397057907496,-117.397049819893,35.5911754914558,35.5911867968333,13.860652732543628,13.86138763670649,-16.501704187740746,-16.500450981821608,149.6118166147697
4432,3,-117.380953650491,-117.380937841308,35.5800323732955,35.5800564787236,15.32225158054772,15.323689110924132,-17.735653566193605,-17.732981506948406,151.6675801757802
4433,2,-117.397217985921,-117.397198520995,35.5912725148148,35.5912960069052,13.846126521011529,13.84789461167557,-16.490960288478643,-16.488356552730554,145.8211746152466
4434,2,-117.397200045346,-117.397184272136,35.5912701756781,35.5912856305275,13.847754203499086,13.84918634112872,-16.491217809716535,-16.489505296793613,140.09498760848436
4435,2,-117.397150942362,-117.397142803498,35.5913007292453,35.5913224694564,13.852197887128257,13.852939234300335,-16.487822000209327,-16.485411041444856,162.90782877861878
4436,3,-117.380954323183,-117.380948052211,35.580030255392,35.5800442506417,15.322192940303681,15.322764005855843,-17.735890143107266,-17.734338331976296,159.69886839823505
4437,2,-117.397133343529,-117.397122700053,35.5912220709419,35.5912333655274,13.853808178881868,13.85477471010449,-16.496546412801827,-16.495294764261242,142.32444441111613
4438,3,-117.380937809832,-117.380926031411,35.5800822110253,35.5801030492164,15.323678483684844,15.324750045261867,-17.730122168762925,-17.72781198460235,155.10691013461778
4439,2,-117.380941443992,-117.380934101028,35.5800905351501,35.5800994582235,15.323349771199144,15.324017033644305,-17.729199856363408,-17.72821097648158,145.98986470494617
4440,2,-117.397041986798,-117.397030592388,35.5912003073483,35.5912157738889,13.862090572010793,13.863125879398664,-16.49894811591889,-16.497233690047153,148.87306438386986
4441,2,-117.397093740084,-117.397081971556,35.5912547073389,35.5912719644297,13.85739064771989,13.85846016750812,-16.492919612539144,-16.491006574856065,150.7918038557453
4442,2,-117.397059665671,-117.397047164195,35.5912291773847,35.5912473257036,13.860482949083341,13.86161904832095,-16.495747284272177,-16.49373546741799,150.54601576859622
4443,2,-117.397109532179,-117.397103261206,35.5912039424081,35.5912170428323,13.855968938373968,13.856539516100158,-16.498555056404204,-16.497102430845974,158.5555645134469
4444,2,-117.39703348191,-117.397027203742,35.5911794430769,35.5911940345771,13.862865094229408,13.863436582678846,-16.501262557561482,-16.499644496503773,160.54711677272894
4445,2,-117.397308961339,-117.397295686447,35.5912835243153,35.5913103196156,13.837879261656646,13.839086936936301,-16.489752465419496,-16.48678135999897,157.8795665629972
4446,2,-117.397280827848,-117.397274551479,35.591291348417,35.591305640443,13.840429710350334,13.841000979295064,-16.48888139198713,-16.487296556291497,160.1778246213696
4447,2,-117.397256382476,-117.397250084524,35.5912902350564,35.5913090012095,13.842644531935415,13.843218528412125,-16.489001472397227,-16.4869202292382,164.58140925436533
4448,2,-117.397268070065,-117.397265449441,35.591296447573,35.5913098591627,13.841585177724243,13.841824987346255,-16.488314350687382,-16.486826685444694,170.84277255803283
4449,2,-117.397260522955,-117.397246903622,35.5913114185872,35.5913343351115,13.842264928156949,13.84350315149311,-16.4866506817143,-16.48410998103874,154.01747650992138
4450,2,-117.397544809445,-117.397523918194,35.5913686559388,35.5913855829783,13.81649220460836,13.818388418010583,-16.48033913006058,-16.47846399065462,134.67983942700184
4451,2,-117.397486945266,-117.397446299507,35.5913241808663,35.5913485003331,13.821742614625691,13.825430385759564,-16.48526277744064,-16.48257021980341,126.13435660515907
4452,2,-117.397440864904,-117.397402266002,35.5913526543016,35.5914065012091,13.825908734095195,13.82941608864487,-16.482097410296273,-16.476128455330098,149.56152919584477
4453,2,-117.397401699429,-117.39736134505,35.5913462286456,35.5913857574468,13.829461735160837,13.833125719752253,-16.482804582698705,-16.47842449030421,140.08723109207915
4454,2,-117.397359909732,-117.397312240268,35.5913827725969,35.5914252574697,13.833242185951402,13.837569620502846,-16.478743062539003,-16.47403602206316,137.4060093451331
4455,2,-117.397343218315,-117.397317959956,35.5913580034691,35.591371934867,13.834764055141266,13.83705553249209,-16.481492037757626,-16.479949888154437,123.94030150739951
4456,2,-117.397444401938,-117.397434122687,35.5915195432923,35.5915311391508,13.825566729686642,13.826500296865985,-16.463585328880633,-16.462300199278033,144.00391418664003
4457,2,-117.397690257699,-117.397680695208,35.5916222054005,35.5916361907576,13.803267666943277,13.804136683130055,-16.452229510220995,-16.45067915929569,150.72811841090683
4458,2,-117.397674453913,-117.397662719559,35.5915307164694,35.5915414148045,13.804716194749432,13.805781475185494,-16.462377808516784,-16.46119246275825,138.05369295699674
4459,3,-117.380915411317,-117.380884952179,35.5800408898752,35.5800750874953,15.325714001311699,15.32848131911694,-17.734700388748003,-17.73091087572467,143.86191165621568
4460,3,-117.381286107368,-117.381283226839,35.5800384302294,35.5800691465739,15.292121369614385,15.292380867755467,-17.735035821750117,-17.7316277726978,0.10180533962681784
4461,3,-117.381369566252,-117.381363487735,35.5800873686372,35.5801142268901,15.284547405847212,15.285093248091016,-17.72961903872061,-17.72663813795072,10.363608156877309
4462,2,-117.397464351599,-117.397444180704,35.5914121570455,35.5914308773332,13.823776021956922,13.825607261198193,-16.47550139917057,-16.473427196498413,138.5598690230064
4463,2,-117.397667452691,-117.397635572624,35.5915782204586,35.5916019724531,13.80534028049321,13.808233535380362,-16.457103357840708,-16.454472522657966,132.28023141344443
4464,2,-117.397539713887,-117.397510726938,35.5915807205739,35.5916101463912,13.81691536449365,13.8195474062699,-16.456808405958565,-16.453547648832476,141.08997147976365
4465,5,-117.381554212357,-117.381530252619,35.5800260276791,35.5800868128562,15.267813602783907,15.269994576217945,-17.73644988418178,-17.72970801174756,164.63171775066925
4466,2,-117.39764150635,-117.397637808338,35.5915874582946,35.591596987511,13.807692557383781,13.80802933270791,-16.456078721333572,-16.455021961349768,162.32361276940225
4467,2,-117.381209316956,-117.381201593579,35.5803061844829,35.5803180888088,15.299028343096946,15.299730649027794,-17.705315009609897,-17.703995413641973,151.97751821349078
4468,2,-117.39765949459,-117.397653267684,35.5916127544251,35.5916169083936,13.806058925945575,13.806623961145613,-16.453274253654858,-16.452814240415833,129.15013805431425
4469,2,-117.397664952575,-117.397660536904,35.5916061704884,35.5916133111054,13.805564907614793,13.805966310776249,-16.454005772575282,-16.45321413184569,153.11261316457524
4470,3,-117.38086808989,-117.38084863036,35.5800019420361,35.5800260339743,15.330012539522862,15.331780935176342,-17.739016028134866,-17.736346036682907,146.48043243737845
4471,2,-117.397697575483,-117.397678883074,35.5915509413229,35.5915660886042,13.802616531366224,13.804313158747952,-16.46013610477452,-16.458458119955985,134.68348086801058
4472,2,-117.397699731158,-117.397687990508,35.5915470346679,35.5915589246047,13.802422401677262,13.8034884569584,-16.46057083372972,-16.45925327870084,141.02311304933696
4473,2,-117.397717720296,-117.397708502246,35.5915606836787,35.591579143163,13.800788638244299,13.801627208050848,-16.459059339642515,-16.457012529402782,157.7212876240829
4474,4,-117.380835557815,-117.380798086662,35.5799663171919,35.5800168923657,15.332962968580395,15.336368982218255,-17.74296075548327,-17.7373552307743,148.70043006521172
4475,2,-117.397559542139,-117.39755180707,35.591619350053,35.5916330431305,13.815114465803903,13.815817821418557,-16.45252819096655,-16.451010012947354,155.1422158293464
4476,2,-117.397445158267,-117.397429032524,35.5913021708586,35.5913146417574,13.82553545450221,13.826999022500708,-16.48770238761569,-16.486320994231335,133.34551361960928
4477,2,-117.397442998096,-117.397437489748,35.5913146669384,35.5913209118307,13.825730144069354,13.826230421855195,-16.486317120788836,-16.485625016740833,144.13923858768865
4478,3,-117.380756153074,-117.3807307814,35.5800136440145,35.5800529282001,15.340153278692698,15.34246045055341,-17.737699277291853,-17.733344613619323,152.08528977053334
4479,4,-117.380710999013,-117.38067651361,35.5801166964284,35.5801532664601,15.344226846192022,15.347359559796011,-17.726257012161266,-17.722204912103717,142.29246142167437
4480,2,-117.397363707569,-117.397346810207,35.5913596968925,35.5913811115491,13.832905604819342,13.834440642484445,-16.481308214506395,-16.47893460859439,147.10879627466562
4481,2,-117.397340384551,-117.39731398765,35.5913669625153,35.5913895372973,13.835017837127578,13.837413985279296,-16.480497459384498,-16.47799647471844,136.22638545494556
4482,2,-117.397344016913,-117.397335933806,35.5913752398754,35.5913856504275,13.834689318405825,13.835423655507185,-16.47958216665664,-16.4784282400515,147.5280948546346
4483,2,-117.397294627045,-117.397278837648,35.5913462034646,35.5913649381415,13.839168918471765,13.840603085225185,-16.482795751933214,-16.48071933844948,145.36738730439038
4484,2,-117.397305599674,-117.397294573985,35.5913542038335,35.5913690768215,13.838173794110237,13.839175576753766,-16.481910317439564,-16.48026169227935,148.7151547090136
4485,2,-117.397361311775,-117.397357263927,35.5913331210268,35.591339371315,13.833129916427357,13.833497835506353,-16.484258316459602,-16.483565408419246,152.0326712880114
4486,2,-117.397349331906,-117.397338295426,35.5913361670305,35.5913531282444,13.834213241089312,13.83521636086952,-16.483917686070832,-16.482037370410538,151.92075798675327
4487,2,-117.397660813895,-117.397651223525,35.5915686273903,35.5915885743533,13.805944232866992,13.80681680145445,-16.458169922622048,-16.455958127362106,158.47042143659874
4488,2,-117.380556481996,-117.380540657525,35.5800255762194,35.5800529623743,15.35825131214456,15.359690866280172,-17.73634566952459,-17.733309617971248,154.63187238960307
4489,2,-117.397620951446,-117.397613950224,35.5915612952177,35.5915743929439,13.809559256583952,13.810196003544151,-16.45897819668722,-16.457525970112055,156.32434899090163
4490,2,-117.397611101171,-117.397593854872,35.59155808194,35.5915759154962,13.810451688674156,13.812017723683109,-16.459331888339978,-16.457355655666838,141.60547957600255
4491,2,-117.397757004482,-117.397734557404,35.5915880338607,35.5916237441405,13.797220796329,13.799261226106099,-16.45602845993788,-16.452069508133853,152.7335813933507
4492,2,-117.38078812757,-117.380787674312,35.5799257937404,35.5799445787794,15.337275817870372,15.337320486991585,-17.74745525417021,-17.745371102790816,178.77218115607855
4493,3,-117.380809289517,-117.380793776212,35.5799040067645,35.5799421263281,15.33535818004907,15.336771573391811,-17.749873497577806,-17.7456465094906,161.5111428643694
4494,2,-117.397935959677,-117.397921621785,35.5916902957706,35.5917105269193,13.780987869533677,13.782290729084519,-16.444708625781377,-16.44246596347588,149.8458428048961
4495,2,-117.397993179042,-117.397981033698,35.5917446696808,35.5917643126729,13.775793073863799,13.776897128272111,-16.438684100153864,-16.436506386293992,153.1159653173619
4496,3,-117.38082060119,-117.380812414661,35.5799084197378,35.5799414950041,15.334333017388927,15.335081352596253,-17.74938678324237,-17.74571832172903,168.45617998879212
4497,2,-117.397999194607,-117.397997999408,35.5917798025959,35.5917994806616,13.775241874885051,13.77535356618801,-16.43478843372164,-16.43260529232607,177.07125444475113
4498,2,-117.397567757446,-117.397565480363,35.5914311399352,35.5914487270771,13.814401646505123,13.814611035502667,-16.473412290485292,-16.471461292800644,173.8742321577122
4499,2,-117.397766409592,-117.397756827316,35.5916616154912,35.5916800731769,13.796358770431684,13.797230346288487,-16.44786760377483,-16.44582104381232,156.93212553238314
4500,2,-117.397746659581,-117.397729763118,35.5916518641422,35.591672681649,13.79814990822675,13.799684747032172,-16.44894572707009,-16.446638369543297,146.36841458785202
4501,2,-117.397917205215,-117.397906936756,35.5916739433978,35.5916834510305,13.782692160493992,13.783624383308377,-16.446520883538973,-16.445467439483473,138.49346436723985
4502,2,-117.397906911575,-117.397898436364,35.5916527994372,35.5916688730201,13.78362753555079,13.784398370317241,-16.448865642563906,-16.447083445525184,156.61058193818332
4503,2,-117.397854225692,-117.397843885287,35.5916219661809,35.5916460850988,13.788406168423878,13.789347421179492,-16.452278977527797,-16.44960440159823,160.61170505069225
4504,3,-117.397966122039,-117.397953832803,35.5917071877366,35.5917560506013,13.778246561335193,13.779368670029008,-16.442838958353526,-16.43741927910434,168.38961302284162
4505,2,-117.397948837968,-117.397943690249,35.5917236219477,35.591730760766,13.779817288145443,13.780285030801766,-16.44101413644431,-16.440222796827932,149.41364247265048
4506,2,-117.39757336292,-117.397569557889,35.5915176061526,35.5915486066829,13.813876463405462,13.814226631499615,-16.46381931624964,-16.460380299221,174.1860580176193
4507,2,-117.380770501757,-117.380770196887,35.5799222701967,35.5799353922046,15.338877669959556,15.338902797925613,-17.74784351375619,-17.746387563943635,0.9887589991660947
4508,3,-117.38074790719,-117.380740456307,35.5798985092089,35.5799303937727,15.340924077099077,15.341605509205475,-17.750475130607743,-17.74693866458629,169.09442354748728
4509,2,-117.397850693155,-117.397834212179,35.5917329299308,35.5917436102794,13.788709565310448,13.790205005765369,-16.43996603556284,-16.438783349978667,128.33909881161
4510,2,-117.397866433089,-117.397858352681,35.5917420940225,35.5917519074246,13.787281692105944,13.788015672633119,-16.438952656197063,-16.4378649798717,145.98792429661256
4511,2,-117.39797909386,-117.397970613253,35.5918520577263,35.591869325609,13.777051544762315,13.777823070211799,-16.426767783740306,-16.424853077591642,158.05316864387484
4512,2,-117.398069193339,-117.398049434334,35.5919185949672,35.5919274757724,13.768876223803602,13.77066842401532,-16.419396438298993,-16.418413870861183,118.73360041211753
4513,2,-117.398139551799,-117.398138405163,35.5919701881737,35.5919806212087,13.762490818465835,13.76259652112318,-16.41368457110254,-16.412527171856553,174.78178178229044
4514,2,-117.398134041653,-117.398126664514,35.5919585968118,35.5919740795402,13.762991301062327,13.763662513831095,-16.414969003674003,-16.413252207010746,158.6460858653441
4515,2,-117.39805380324,-117.398038438323,35.5919099830593,35.5919158961018,13.770272950693764,13.771666424169611,-16.420350399700194,-16.41969649380676,115.1389397264917
4516,5,-117.38067598301,-117.380645027446,35.5799426452369,35.5800045734524,15.347429071573737,15.35024669503135,-17.745563276306036,-17.738697105485127,157.6903697389679
4517,2,-117.398002871036,-117.397985330658,35.5918755678032,35.5918784905999,13.774895143444004,13.77648525821472,-16.424161372265583,-16.4238395442442,101.44170430558557
4518,2,-117.3980120711,-117.398001831419,35.591889825655,35.5918933716818,13.774058826758006,13.774987415597021,-16.42258175811374,-16.422189757647494,112.88686616272345
4519,2,-117.398099939361,-117.398074702585,35.5919343160159,35.5919437759845,13.766087044135864,13.768375770817581,-16.417655708599774,-16.416609649545045,114.56269853052486
4520,2,-117.398126285,-117.398112387776,35.5919505928456,35.5919556155592,13.763697418521947,13.764957727281647,-16.415855054055285,-16.415299724661196,113.77971173063042
4521,2,-117.398248102668,-117.398226750964,35.5919692987442,35.5920053120955,13.75264907736471,13.754590260450145,-16.413795631425067,-16.40980288955841,154.07200061885032
4522,4,-117.380640770955,-117.380608746097,35.5799123434799,35.5799689000448,15.350627484346834,15.353541005161592,-17.74891962093066,-17.742649609256276,155.08407270772625
4523,4,-117.398215390728,-117.398143937792,35.5919817993206,35.5920346425847,13.755608599777513,13.76209313231516,-16.412397073305648,-16.40654404912074,132.11897617531758
4524,3,-117.380547517554,-117.380535722945,35.5797542273758,35.5797780468195,15.359116398857813,15.360190011145297,-17.76645137071014,-17.763810419986985,157.7274807688069
4525,4,-117.398263806629,-117.398219036579,35.5920334383925,35.5920798110345,13.751213137573624,13.755278397950663,-16.406678166594393,-16.401539326224277,141.65294900444155
4526,2,-117.380626180354,-117.380616914639,35.5798640085172,35.5798937994593,15.351964317595613,15.352809849737396,-17.75428371869406,-17.750979826999767,165.6449623621795
4527,3,-117.380629922433,-117.380613017876,35.579889070824,35.5799134703304,15.351621378929197,15.35315826093936,-17.75150241720101,-17.748797905640323,150.3895480095707
4528,2,-117.39832418981,-117.398320826345,35.5920930409611,35.5921088357542,13.745735900527132,13.746043420223188,-16.400079429643476,-16.398327445833562,170.04448378833698
4529,3,-117.380722325975,-117.380704977153,35.5800375830681,35.5800783826113,15.343214480953357,15.344794757470101,-17.73503917997311,-17.7305151329098,160.74539299219154
4530,4,-117.398032489308,-117.397995421951,35.5918489928368,35.5918882329556,13.772209288798996,13.7755752833512,-16.427111317704373,-16.422762770073426,142.48460552919383
4531,2,-117.39795668905,-117.397939026365,35.5918139921221,35.5918419637357,13.779086696523319,13.780692194367798,-16.430986784216923,-16.42788577265666,152.62787963545298
4532,2,-117.397951573706,-117.397940534528,35.5918235303317,35.5918410859974,13.779550430236833,13.780553878953187,-16.42992871807881,-16.427982441239124,152.72556872557345
4533,2,-117.398028663592,-117.398014327499,35.5918331269972,35.5918524633205,13.772562131825666,13.77386467047503,-16.42887430660415,-16.42673092490209,148.71284082671264
4534,2,-117.398038414941,-117.39802267051,35.5918960192859,35.5919052112566,13.771669361421964,13.773097791299,-16.421897488794663,-16.420879834646243,125.46715468014068
4535,3,-117.380682289056,-117.38066200215,35.5800582944548,35.5801029619822,15.346838701589835,15.348686024171355,-17.732734512308994,-17.727781767601044,159.54455733615697
4536,2,-117.398405949875,-117.398385054127,35.5921617122933,35.5921789406057,13.738314346122007,13.740210983523532,-16.39246923633148,-16.39056065403294,135.17985556463256
4537,3,-117.380618981281,-117.380606421349,35.5800381928084,35.5800694631353,15.352583269656375,15.35372766840163,-17.73495612651449,-17.73148861025628,161.7353323233386
4538,2,-117.398385127871,-117.398377747135,35.5921605440739,35.5921766239521,13.740201749301628,13.740873384153522,-16.39259782958714,-16.39081477704476,159.35976319773548
4539,2,-117.398421036002,-117.398414044672,35.5921917352604,35.5922027465596,13.73694308481585,13.737578561669693,-16.3891422013661,-16.3879214600992,152.5000305378258
4540,2,-117.398448832248,-117.398438205858,35.5922050749043,35.5922127928861,13.734422315748555,13.735386658383442,-16.3876655284714,-16.386810693635997,131.55516148572156
4541,2,-117.39850202265,-117.39849057518,35.5921640487319,35.5921902522784,13.7296057584201,13.730647672097804,-16.392224763350452,-16.38931904327721,160.27352112910398
4542,2,-117.398482545133,-117.398470046355,35.5921471180951,35.5921643724878,13.731375344797943,13.73251100467441,-16.39410037105639,-16.392187719455098,149.29976830633944
4543,3,-117.380606505886,-117.380582651368,35.5800287247459,35.5800560839212,15.353716586923916,15.355883972090158,-17.736002903140097,-17.732971099699284,144.44622635661148
4544,2,-117.380800221653,-117.380779671245,35.5801628901053,35.5801860863189,15.33613351673944,15.338000615978354,-17.721147883556213,-17.71857744530649,144.00632440584621
4545,2,-117.398517400158,-117.398506772869,35.5922644895146,35.5922728028476,13.728198051882963,13.729162576447676,-16.381082981054856,-16.38016209060444,133.67424181138924
4546,2,-117.398372622798,-117.39835465974,35.5921430261798,35.592157877584,13.741338236660559,13.742968691526357,-16.39453823414348,-16.39289296342162,135.2591426573966
4547,2,-117.398364941689,-117.398356867575,35.5921465982869,35.5921552182887,13.742034797060702,13.742767993801158,-16.39414221277332,-16.393186941220662,142.49278657403974
4548,2,-117.398375163383,-117.398365653952,35.5921513404121,35.5921545896626,13.741108557076192,13.741970911295528,-16.393617296769186,-16.393258118419432,112.6121704017938
4549,2,-117.380607298188,-117.380596255413,35.5797409156108,35.5797608616745,15.353701191689339,15.354705916378412,-17.76793779152234,-17.765726478667798,155.5650114638349
4550,10,-117.380299560976,-117.380235472589,35.5796019955357,35.5797894691088,15.381624783206952,15.387397834491047,-17.783304712812317,-17.762494261855025,15.456195853284214
4551,2,-117.398212397784,-117.398177192923,35.5919885487326,35.5920197435164,13.75588238951652,13.759078202068096,-16.411652876111877,-16.40819670253937,137.24143235076167
4552,2,-117.398190112584,-117.398152715176,35.5919847517949,35.5920168342096,13.757902501754467,13.761297168685177,-16.41207072207378,-16.40851637255357,136.3163774525746
4553,2,-117.398555859665,-117.398555586271,35.5922243671609,35.5922431548977,13.724720916811057,13.724742482647088,-16.38554147397173,-16.38345690980543,0.5927317211825027
4554,4,-117.380312675789,-117.380292096603,35.5795965870129,35.5796631404417,15.380437094903055,15.382293183543263,-17.783906848523497,-17.77651997300986,12.145627034590298
4555,3,-117.380217005011,-117.380196392549,35.5797442008342,35.5797848205131,15.389080398591053,15.390940922751197,-17.767513936587086,-17.76300390580182,22.417627031095076
4556,3,-117.380190147657,-117.380177254976,35.579699257215,35.5797517812198,15.391523348855506,15.39268187408568,-17.7724962753608,-17.766666655057403,11.241040601459048
4557,2,-117.398453091437,-117.398437186027,35.5921463329869,35.5921883259305,13.734040508301574,13.735489127438534,-16.394182884550315,-16.38952593256926,162.72086147120473
4558,2,-117.39857987696,-117.398570641822,35.5922606979729,35.5922821396091,13.722534464810346,13.723375067572837,-16.381512584733656,-16.37913489532656,160.52958023714964
4559,3,-117.398640430112,-117.398608557239,35.5923234931348,35.5923454554784,13.717035991394784,13.719928235863811,-16.374550670217253,-16.3721183693517,130.0595228334434
4560,2,-117.38017750229,-117.380169972266,35.5797270300784,35.5797559792551,15.392664199696217,15.393341171709814,-17.769412861949302,-17.766199736759273,11.897615380584842
4561,2,-117.398594660915,-117.398570857659,35.5923042359518,35.5923187698954,13.72118840340683,13.723348067746816,-16.376682014545686,-16.375072778874294,126.69098529875457
4562,2,-117.39860155152,-117.398582469705,35.5922898836712,35.5923095014824,13.720565522608007,13.72229817285544,-16.378276042957893,-16.376102085114955,141.44506035282544
4563,2,-117.398709355952,-117.398687388212,35.5923918191272,35.5924042729389,13.710779516775439,13.712772477456376,-16.366980814615243,-16.365602113686613,124.67491582018087
4564,3,-117.380281349704,-117.380280694998,35.5796760079415,35.579704040709,15.38325899384859,15.383315252338393,-17.77509008893182,-17.771979726752527,0.9011500700720122
4565,2,-117.39863787244,-117.398626084126,35.5923976881029,35.5924188221709,13.717255250609035,13.71832718052616,-16.366321081846117,-16.363977873654168,155.41768124306302
4566,3,-117.383501760798,-117.383466198906,35.5813480238922,35.581426523915,15.091035383996301,15.09427338174927,-17.590072082713156,-17.581367875336234,159.5949195968532
4567,2,-117.398668675119,-117.398657655726,35.5923591161803,35.592372499891,13.714471657477278,13.7154725799113,-16.370605100950915,-16.369121698174027,145.9905868330035
4568,2,-117.398699076701,-117.398689521404,35.5923798851236,35.5923926752818,13.711713057626884,13.712581193749019,-16.368305207074428,-16.36688745504463,148.51949600067974
4569,2,-117.398712344399,-117.398699118969,35.5924013240619,35.5924179786069,13.710506347944804,13.711707750476467,-16.36592786654063,-16.364081867610352,146.9433454307742
4570,2,-117.398762853923,-117.398713767127,35.5924102210549,35.5924434581991,13.705924556784026,13.710378737043774,-16.364942777620314,-16.3612619210226,129.56973125460624
