event_time,latitude,longitude,depth_km,magnitude,elapsed_hr_since_64,x_km,y_km
2019-07-06 00:51:25.330000+00:00,35.74740979518505,-117.5757919409202,6.5733603500000015,4.05,31.29341388888889,-2.8793805290461743,7.035960973113833
2019-07-06 00:51:53.330000+00:00,35.68480079518505,-117.47743141953372,7.248370160000001,3.12,31.301191666666664,6.022070094996865,0.09083037422747908
2019-07-06 00:52:08.210000+00:00,35.74564879518505,-117.58799081355627,3.91687013,2.69,31.305325,-3.9828604442492272,6.840996779261096
2019-07-06 00:53:28.080000+00:00,35.74325979518505,-117.57648364079012,5.3031806,1.21,31.32751111111111,-2.942097647893131,6.575521199131794
2019-07-06 00:54:01.610000+00:00,35.78234679518505,-117.6064824700212,4.37413484,1.12,31.336825,-5.652878592145564,10.913717271382195
2019-07-06 00:54:34.080000+00:00,35.77833079518505,-117.58966917907966,5.72415446,0.93,31.34584444444444,-4.132982844843049,10.4672840913716
2019-07-06 00:54:46.600000+00:00,35.763283795185046,-117.62418108950357,4.258004120000001,0.82,31.34932222222222,-7.254755109652027,8.799749921135684
2019-07-06 00:54:53.310000+00:00,35.71300679518505,-117.51183245473511,4.71526883,0.93,31.35118611111111,2.907026765918554,3.2188189302633634
2019-07-06 00:55:13.640000+00:00,35.72807879518505,-117.53513254341634,4.88220674,1.6,31.356833333333334,0.7984691034546676,4.890675417944814
2019-07-06 00:55:22.420000+00:00,35.61012979518505,-117.59304304531734,8.22096494,1.7,31.359272222222224,-4.447359786903558,-8.19503100241131
2019-07-06 00:56:16.070000+00:00,35.72393579518505,-117.51353424407829,8.4241937,0.76,31.374175,2.7526573432942794,4.4313838421791285
2019-07-06 00:56:52.070000+00:00,35.75781479518505,-117.57964969368548,5.158017200000001,1.28,31.384175,-3.2278956353953268,8.190561701376362
