mag_bin,count_incremental,count_cumulative,count_incremental_ge_mc,count_cumulative_ge_mc,window_name
3.7600000000000033,1,43,1,43,full_interevent
3.770000000000003,1,42,1,42,full_interevent
3.7800000000000034,0,41,0,41,full_interevent
3.7900000000000036,0,41,0,41,full_interevent
3.8000000000000034,1,41,1,41,full_interevent
3.810000000000003,0,40,0,40,full_interevent
3.8200000000000034,1,40,1,40,full_interevent
3.8300000000000036,0,39,0,39,full_interevent
3.8400000000000034,1,39,1,39,full_interevent
3.850000000000003,0,38,0,38,full_interevent
3.8600000000000034,0,38,0,38,full_interevent
3.8700000000000037,0,38,0,38,full_interevent
3.8800000000000034,1,38,1,38,full_interevent
3.8900000000000032,0,37,0,37,full_interevent
3.9000000000000035,1,37,1,37,full_interevent
3.9100000000000037,1,36,1,36,full_interevent
3.9200000000000035,0,35,0,35,full_interevent
3.9300000000000033,0,35,0,35,full_interevent
3.9400000000000035,0,35,0,35,full_interevent
3.9500000000000037,0,35,0,35,full_interevent
3.9600000000000035,0,35,0,35,full_interevent
3.9700000000000033,1,35,1,35,full_interevent
3.9800000000000035,2,34,2,34,full_interevent
3.9900000000000038,0,32,0,32,full_interevent
4.0000000000000036,0,32,0,32,full_interevent
4.010000000000003,1,32,1,32,full_interevent
4.020000000000003,0,31,0,31,full_interevent
4.030000000000004,3,31,3,31,full_interevent
4.040000000000004,3,28,3,28,full_interevent
4.050000000000003,0,25,0,25,full_interevent
4.060000000000003,0,25,0,25,full_interevent
4.070000000000004,1,25,1,25,full_interevent
4.080000000000004,0,24,0,24,full_interevent
4.090000000000003,1,24,1,24,full_interevent
4.100000000000003,1,23,1,23,full_interevent
4.110000000000004,0,22,0,22,full_interevent
4.120000000000004,0,22,0,22,full_interevent
4.1300000000000034,0,22,0,22,full_interevent
4.140000000000003,0,22,0,22,full_interevent
4.150000000000004,0,22,0,22,full_interevent
4.160000000000004,0,22,0,22,full_interevent
4.1700000000000035,0,22,0,22,full_interevent
4.180000000000003,0,22,0,22,full_interevent
