event_time,latitude,longitude,depth_km,magnitude,x_m,y_m,dist_mw64_km,dist_mw71_km,hours_since_mw64
2019-07-05 20:30:34.560000+00:00,35.51889079518505,-117.64983950550642,1.65232109,0.51,441077.42873346177,3930782.6842633514,24.937677032248743,29.004503129238593,26.945977777777777
2019-07-05 20:30:54.880000+00:00,35.73797379518505,-117.538950258593,8.315321149999999,0.85,451265.28790563106,3955020.432038707,5.532774370497927,6.462031099215657,26.95162222222222
2019-07-05 20:31:10.720000+00:00,35.67897379518505,-117.50500199944015,7.248370160000001,0.84,454301.4299221379,3948460.370920247,2.9731704975676965,13.397564599922768,26.95602222222222
2019-07-05 20:31:44.980000+00:00,35.91512679518505,-117.70776212190712,7.669344020000001,0.33,436142.2911806665,3974766.203420595,30.34030628919893,18.57453625261025,26.96553888888889
2019-07-05 20:31:59.880000+00:00,35.67208879518505,-117.51329450322656,7.509664280000001,0.86,453547.0296762532,3947700.6446024664,3.970579337919064,13.608865429752523,26.969677777777775
2019-07-05 20:32:10.440000+00:00,35.71449179518505,-117.4951415619637,2.97330803,0.97,455213.5908745128,3952395.1420705845,1.1457155032754776,11.178441672066455,26.97261111111111
2019-07-05 20:32:25.920000+00:00,35.56304379518505,-117.60730466661808,6.9653015300000005,1.17,444964.3904750456,3935655.0300366585,18.72269483749007,23.681136351876084,26.97691111111111
2019-07-05 20:32:37+00:00,35.66812979518505,-117.50942021797113,4.047517190000001,1.59,453895.37756078085,3947259.727311168,4.240384003777631,14.167088586310491,26.97998888888889
2019-07-05 20:33:38.540000+00:00,35.63832779518505,-117.59814707245413,9.70163162,1.95,445845.03164308396,3943999.6406584173,11.932002831846434,15.302646848296378,26.997083333333332
2019-07-05 20:34:28.160000+00:00,35.74924079518505,-117.5545190733586,7.074174080000001,1.59,449864.5252248865,3956277.9190620277,7.414961827679303,4.579754864337069,27.010866666666665
2019-07-05 20:35:02.320000+00:00,35.63015379518505,-117.59113148453984,9.11371985,1.23,446474.76592634997,3943089.223028639,12.03645210642867,16.20251176688868,27.020355555555554
2019-07-05 20:35:20.560000+00:00,35.65834779518505,-117.52046351339357,6.62416754,0.81,452890.15923601337,3946180.044839195,5.625246886535704,14.622831730200325,27.025422222222222
2019-07-05 20:35:45.200000+00:00,35.66816179518505,-117.47002422027656,6.689491070000002,0.79,457460.921080637,3947245.5060419086,4.545377854449757,16.34311398261754,27.03226666666667
2019-07-05 20:36:02.920000+00:00,35.68137379518505,-117.47537217245188,2.52330149,0.91,456983.996679299,3948713.175208708,3.038310181259113,14.952736861955405,27.037188888888892
