region,depth_bin,threshold,observed_count,expected_count,obs_exp_ratio,random_expected_mean,random_percentile,random_exceedance_fraction,random_ratio_mean,random_ratio_ci_low,random_ratio_ci_high,outside_expected_mean,outside_percentile,outside_exceedance_fraction,outside_ratio_mean,outside_ratio_ci_low,outside_ratio_ci_high,active_shifted_mean,active_shifted_percentile,n_random_windows,n_outside_windows,control_support_level
m1_m3_local_union,0-30 km,4.0,139,15.787917737789202,8.804200928112024,11.0555,99.10461828463714,0.013195098963242224,94.09566984414337,1.3238095238095238,278.0,2.8445,100.0,0.0,99.61323303571427,19.857142857142858,278.0,139.0,100.0,2122.0,1888.0,very_strong
m1_m3_local_union,30-60 km,4.0,1,0.4562982005141388,2.191549295774648,0.25175,97.36098020735156,0.19698397737983034,1.78575,0.3333333333333333,2.0,0.20675,97.03389830508475,0.14565677966101695,1.8325,0.3333333333333333,2.0,1.0,100.0,2122.0,1888.0,moderate
m1_m3_local_union,>=60 km,4.0,0,0.0,,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m1_m3_local_union,0-30 km,5.0,44,4.5629820051413885,9.64281690140845,3.58725,99.10461828463714,0.014608859566446749,58.96594329488054,1.2941176470588236,88.0,0.56475,100.0,0.0,64.086,22.0,88.0,44.0,100.0,2122.0,1888.0,very_strong
m1_m3_local_union,30-60 km,5.0,1,0.0912596401028277,10.95774647887324,0.06675,100.0,0.06738925541941565,1.93325,1.0,2.0,0.0,100.0,0.0,2.0,2.0,2.0,1.0,100.0,2122.0,1888.0,moderate
m1_m3_local_union,>=60 km,5.0,0,0.0,,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_near_field,0-30 km,1.2,761,185.2570694087404,4.107805453410116,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,30-60 km,1.2,1595,310.8303341902314,5.13141680381762,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,>=60 km,1.2,15,37.69023136246787,0.3979811069808682,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,0-30 km,2.0,180,39.60668380462725,4.544687479717012,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,30-60 km,2.0,454,87.51799485861183,5.187504589581283,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,>=60 km,2.0,4,11.772493573264782,0.3397750846162244,,,,,,,,,,,,,,,,,insufficient_control_data
m2_near_field,0-30 km,3.0,30,6.479434447300771,4.630033723467566,5.488,96.18284637134778,0.04241281809613572,11.627242893420707,0.9090909090909091,30.0,3.84425,100.0,0.0,11.280047619047618,3.3333333333333335,30.0,30.0,100.0,2122.0,1888.0,strong
m2_near_field,30-60 km,3.0,105,21.263496143958868,4.938040258719701,19.12975,97.6908576814326,0.02639019792648445,9.015501264818415,1.0096153846153846,21.0,12.8455,100.0,0.0,9.462267668019685,5.0,21.0,105.0,100.0,2122.0,1888.0,very_strong
m2_near_field,>=60 km,3.0,0,2.555269922879177,0.0,2.32825,8.482563619227145,1.0,0.0,0.0,0.0,2.118,7.203389830508475,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_near_field,0-30 km,4.0,3,1.0038560411311055,2.9884763124199742,0.90725,92.69557021677663,0.14938737040527805,4.339862499999999,0.75,6.0,0.8105,91.79025423728814,0.13771186440677965,4.546175,0.6,6.0,3.0,100.0,2122.0,1888.0,moderate
m2_near_field,30-60 km,4.0,24,4.47172236503856,5.367059499856281,3.79775,98.16211121583412,0.027332704995287466,13.841471781981873,1.0423913043478263,48.0,2.3905,100.0,0.0,15.604400000000002,6.0,48.0,24.0,100.0,2122.0,1888.0,very_strong
m2_near_field,>=60 km,4.0,0,0.5475578406169666,0.0,0.5025,57.77568331762488,1.0,0.0,0.0,0.0,0.556,52.7542372881356,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_near_field,0-30 km,5.0,0,0.1825192802056555,0.0,0.1975,86.14514608859567,1.0,0.0,0.0,0.0,0.22725,84.42796610169492,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_near_field,30-60 km,5.0,8,1.095115681233933,7.305164319248827,0.9485,100.0,0.05702167766258247,12.256411904761904,1.0,16.0,0.41075,100.0,0.0,13.043,4.0,16.0,8.0,100.0,2122.0,1888.0,very_strong
m2_near_field,>=60 km,5.0,0,0.0912596401028277,0.0,0.1055,89.96229971724789,1.0,0.0,0.0,0.0,0.11325,88.71822033898306,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_outer_band,0-30 km,1.2,5646,1340.2390745501286,4.212681235170796,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,30-60 km,1.2,538,621.1131105398457,0.86618683597323,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,>=60 km,1.2,29,252.4241645244216,0.1148859898363427,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,0-30 km,2.0,1572,302.7994858611825,5.191554389628913,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,30-60 km,2.0,213,183.88817480719797,1.1583126550868486,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,>=60 km,2.0,8,74.74164524421595,0.1070353746410084,,,,,,,,,,,,,,,,,insufficient_control_data
m2_outer_band,0-30 km,3.0,317,57.31105398457584,5.531219162106396,49.6405,98.91611687087654,0.010838831291234684,10.459088591044646,1.1401855934607152,15.85,29.701,100.0,0.0,11.288049710937507,6.74468085106383,15.85,317.0,100.0,2122.0,1888.0,very_strong
m2_outer_band,30-60 km,3.0,70,49.09768637532134,1.4257290957641762,46.63725,94.95758718190388,0.05230914231856739,1.5736320141218016,0.958904109589041,2.2580645161290325,46.0495,95.92161016949152,0.0423728813559322,1.5922764821358935,0.9722222222222222,2.2580645161290325,70.0,100.0,2122.0,1888.0,moderate
m2_outer_band,>=60 km,3.0,2,19.438303341902312,0.1028896382992792,19.10475,0.0,1.0,0.10704954893105602,0.07692307692307693,0.14285714285714285,19.38575,0.0,1.0,0.10544426125649677,0.07692307692307693,0.13333333333333333,2.0,100.0,2122.0,1888.0,not_unusual
m2_outer_band,0-30 km,4.0,47,9.308483290488432,5.0491576912455125,7.94925,98.91611687087654,0.0117813383600377,13.639388615387826,1.0681818181818181,94.0,5.5475,100.0,0.0,14.35184205794206,3.6153846153846154,94.0,47.0,100.0,2122.0,1888.0,very_strong
m2_outer_band,30-60 km,4.0,19,9.582262210796916,1.9828303152246811,9.25175,96.70122525918944,0.04759660697455231,2.5052773328573603,0.95,4.75,9.00675,97.72245762711864,0.03919491525423729,2.59236557344421,1.0,4.75,19.0,100.0,2122.0,1888.0,strong
m2_outer_band,>=60 km,4.0,0,4.745501285347044,0.0,4.94325,0.0,1.0,0.0,0.0,0.0,4.9115,0.0,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
m2_outer_band,0-30 km,5.0,7,1.6426735218508997,4.261345852895149,1.56925,94.58058435438265,0.07445805843543826,7.51196875,0.875,14.0,1.11675,100.0,0.0,7.840583333333333,2.3333333333333335,14.0,7.0,100.0,2122.0,1888.0,moderate
m2_outer_band,30-60 km,5.0,4,1.8251928020565555,2.191549295774648,1.73675,100.0,0.08341187558906692,3.447166666666667,1.0,8.0,1.68475,100.0,0.07944915254237288,3.5935833333333336,1.0,8.0,4.0,100.0,2122.0,1888.0,very_strong
m2_outer_band,>=60 km,5.0,0,0.6388174807197944,0.0,0.612,54.33553251649388,1.0,0.0,0.0,0.0,0.669,48.67584745762712,1.0,0.0,0.0,0.0,0.0,100.0,2122.0,1888.0,not_unusual
control_region,0-30 km,1.2,1685,1691.223650385604,0.9963200311300134,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,30-60 km,1.2,1144,1648.7879177377893,0.6938430271672655,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,>=60 km,1.2,66,321.7814910025707,0.2051081303475989,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,0-30 km,2.0,473,341.4935732647815,1.3850919520328813,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,30-60 km,2.0,284,432.5706940874036,0.6565400843881857,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,>=60 km,2.0,24,93.72365038560412,0.2560719722424125,,,,,,,,,,,,,,,,,insufficient_control_data
control_region,0-30 km,3.0,87,53.47814910025707,1.6268326683651395,51.12875,88.07728557964185,0.12770970782280866,1.9947191707024536,0.7981651376146789,3.3461538461538463,45.27875,97.35169491525424,0.026483050847457626,2.131420323207295,0.9456521739130435,3.3461538461538463,87.0,100.0,2122.0,1888.0,weak
control_region,30-60 km,3.0,66,95.82262210796917,0.6887726358148893,92.97525,1.413760603204524,0.9962299717247879,0.7489588316350471,0.39279902789518173,0.9705882352941176,93.62125,1.5889830508474576,0.9957627118644068,0.7506403880338361,0.375,0.9705882352941176,66.0,100.0,2122.0,1888.0,not_unusual
control_region,>=60 km,3.0,6,19.98586118251928,0.300212232297897,20.16075,0.0,1.0,0.3129445155528289,0.2222222222222222,0.5,19.8395,0.0,1.0,0.31754146331530925,0.21428571428571427,0.5,6.0,100.0,2122.0,1888.0,not_unusual
control_region,0-30 km,4.0,18,9.947300771208226,1.809536115777232,9.60225,87.9359095193214,0.1347785108388313,2.799183903910891,0.5806451612903226,6.0,7.92025,94.70338983050848,0.059322033898305086,3.066568245736462,0.75,6.0,18.0,100.0,2122.0,1888.0,weak
control_region,30-60 km,4.0,19,15.422879177377892,1.2319359946662225,15.28425,77.33270499528746,0.23468426013195098,1.5305410082806805,0.6551724137931034,3.1666666666666665,13.91575,86.91737288135593,0.13983050847457626,1.6346344568992786,0.6551724137931034,3.1666666666666665,19.0,100.0,2122.0,1888.0,weak
control_region,>=60 km,4.0,1,3.102827763496144,0.3222866611433305,3.20125,26.060320452403392,0.9231856738925542,0.5549333333333334,0.14285714285714285,2.0,3.17575,28.177966101694917,0.9136652542372882,0.57,0.14285714285714285,2.0,1.0,100.0,2122.0,1888.0,not_unusual
control_region,0-30 km,5.0,3,1.2776349614395888,2.3480885311871225,1.2375,92.08294062205466,0.23939679547596607,3.7206,0.5,6.0,0.90725,96.5572033898305,0.16578389830508475,4.0765625,0.75,6.0,3.0,100.0,2122.0,1888.0,moderate
control_region,30-60 km,5.0,3,2.2814910025706943,1.314929577464789,2.1965,73.9396795475966,0.42742695570216777,2.597589285714286,0.5,6.0,1.80475,80.66737288135593,0.3564618644067797,2.8761499999999995,0.6,6.0,3.0,100.0,2122.0,1888.0,not_unusual
control_region,>=60 km,5.0,1,0.2737789203084833,3.6525821596244135,0.23175,100.0,0.23374175306314798,1.76825,1.0,2.0,0.187,100.0,0.19279661016949154,1.813,1.0,2.0,1.0,100.0,2122.0,1888.0,moderate
