interval_label,geometry_type,component_index,ring_type,point_order,x_m,y_m,longitude,latitude
morphology_1h_25,convex_hull,0,exterior,1,443673.773316791,3935322.7985542673,-117.62152244674336,35.559975795185046
morphology_1h_25,convex_hull,0,exterior,2,442925.7798060539,3936235.928546268,-117.62984003377132,35.568165795185045
morphology_1h_25,convex_hull,0,exterior,3,433702.6672695522,3948801.320353109,-117.73264713669442,35.68087779518505
morphology_1h_25,convex_hull,0,exterior,4,432926.8981477705,3956724.405703573,-117.74188129153556,35.752256795185055
morphology_1h_25,convex_hull,0,exterior,5,439588.4408902068,3975426.618790813,-117.66961957216871,35.92129979518506
morphology_1h_25,convex_hull,0,exterior,6,457666.2584306675,3952221.063780545,-117.46801745646806,35.71303079518505
morphology_1h_25,convex_hull,0,exterior,7,462270.80912324216,3939015.627836161,-117.41649489813608,35.59415479518504
morphology_1h_25,convex_hull,0,exterior,8,460832.3530521033,3931838.209903813,-117.43202625619494,35.52938479518506
morphology_1h_25,convex_hull,0,exterior,9,457217.0820092645,3927943.009404676,-117.47169673469698,35.49411479518505
morphology_1h_26,convex_hull,0,exterior,0,444569.89107766247,3935198.402539325,-117.6116263699957,35.55890479518504
morphology_1h_26,convex_hull,0,exterior,1,443576.7304706344,3935369.883869317,-117.62259647676993,35.56039479518505
morphology_1h_26,convex_hull,0,exterior,2,442774.5229532353,3936220.260022792,-117.63150802301777,35.568015795185055
morphology_1h_26,convex_hull,0,exterior,3,443903.2042768393,3961833.303583456,-117.62083967743617,35.79900479518504
morphology_1h_26,convex_hull,0,exterior,4,445894.5124044764,3964492.7900211695,-117.59898242522661,35.82309379518504
morphology_1h_26,convex_hull,0,exterior,5,459387.5912665213,3964637.582708951,-117.4496175673091,35.82505079518505
morphology_1h_26,convex_hull,0,exterior,6,458253.2773788325,3947375.843855222,-117.46127630738216,35.669370795185046
morphology_1h_26,convex_hull,0,exterior,7,444569.89107766247,3935198.402539325,-117.6116263699957,35.55890479518504
