event_time,latitude,longitude,depth_km,magnitude,x_km,y_km,hours_since_64,hours_since_71,interval_id
2019-07-06 10:59:00.060000+00:00,35.59663679518505,-117.46512807631171,4.483007390000001,2.2,457.86652674672354,3939.310630853949,41.41972777777777,7.65195,82
2019-07-06 10:59:18.070000+00:00,35.85321679518505,-117.66187561374436,6.20319368,2.79,440.2359553285628,3967.8704392002323,41.424730555555556,7.656952777777778,82
2019-07-06 10:59:23.810000+00:00,35.81758479518505,-117.62214302533476,9.40404665,3.43,443.79852964724125,3963.8948171595225,41.426325,7.658547222222222,82
2019-07-06 11:00:05.980000+00:00,35.839528795185046,-117.64138261887048,9.10646168,2.93,442.0764418260782,3966.339921772692,41.43803888888889,7.6702611111111105,82
2019-07-06 11:00:42.700000+00:00,35.71933379518505,-117.56347691164854,9.12097802,1.63,449.0355636663711,3952.965507849276,41.44823888888889,7.680461111111111,82
2019-07-06 11:00:55.530000+00:00,35.84734479518505,-117.74322218687216,10.05002378,1.98,432.88569663957276,3967.271903175777,41.45180277777777,7.684025,82
2019-07-06 11:01:10.670000+00:00,35.80580479518505,-117.59370817060326,0.7740825200000001,1.33,446.3593082986265,3962.572311481907,41.45600833333334,7.688230555555556,82
2019-07-06 11:01:33.230000+00:00,35.81891879518505,-117.63430912215826,5.81851067,1.73,442.70044626127356,3964.049828011939,41.462275,7.694497222222222,82
2019-07-06 11:01:58.450000+00:00,35.67302879518505,-117.483973570964,3.24186032,2.02,456.2010981842588,3947.791432709553,41.46928055555556,7.701502777777778,82
2019-07-06 11:02:30.210000+00:00,35.67250779518505,-117.51750953341978,8.525808080000001,2.86,453.1658123827599,3947.7491169756663,41.47810277777778,7.710324999999999,82
2019-07-06 11:02:46.980000+00:00,35.91961079518505,-117.6790834489586,6.92175251,2.43,438.7333162447694,3975.2451782197068,41.48276111111111,7.714983333333333,82
2019-07-06 11:03:21.830000+00:00,35.69347979518505,-117.51649404546431,4.29429497,1.99,453.26994490116147,3950.0746422344514,41.49244166666667,7.724663888888889,82
2019-07-06 11:03:23.310000+00:00,35.85394479518505,-117.68099966667585,7.1757884600000015,2.21,438.5096861222954,3967.963038091389,41.49285277777778,7.725075,82
2019-07-06 11:03:45.850000+00:00,35.56358479518505,-117.56852770539346,5.3031806,1.55,448.4788499471457,3935.6940590907084,41.499113888888886,7.731336111111111,82
2019-07-06 11:03:56.790000+00:00,35.90975579518505,-117.75622373025544,6.37738976,1.24,431.7651618526181,3974.203243013998,41.50215277777778,7.734375,83
2019-07-06 11:04:19.940000+00:00,35.87662179518505,-117.72786031642978,10.94277869,1.83,434.29709312738396,3970.5087286771522,41.508583333333334,7.740805555555556,83
2019-07-06 11:04:22.920000+00:00,35.54940379518505,-117.48879068933356,4.0330008500000005,1.7,455.6970417429461,3934.082497839859,41.50941111111111,7.741633333333334,83
2019-07-06 11:04:26+00:00,35.95576779518505,-117.5848890888056,8.402419190000002,1.81,447.25562854530347,3979.2005482028344,41.510266666666666,7.7424888888888885,83
