mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,time_bin_start_days,time_bin_end_days,count,rate_per_day,pre_post
M1,100.0,90.0,all,1.2,-66.0,-65.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-65.0,-64.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-64.0,-63.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-63.0,-62.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-62.0,-61.0,6,6.0,pre
M1,100.0,90.0,all,1.2,-61.0,-60.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-60.0,-59.0,7,7.0,pre
M1,100.0,90.0,all,1.2,-59.0,-58.0,7,7.0,pre
M1,100.0,90.0,all,1.2,-58.0,-57.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-57.0,-56.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-56.0,-55.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-55.0,-54.0,8,8.0,pre
M1,100.0,90.0,all,1.2,-54.0,-53.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-53.0,-52.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-52.0,-51.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-51.0,-50.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-50.0,-49.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-49.0,-48.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-48.0,-47.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-47.0,-46.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-46.0,-45.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-45.0,-44.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-44.0,-43.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-43.0,-42.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-42.0,-41.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-41.0,-40.0,6,6.0,pre
M1,100.0,90.0,all,1.2,-40.0,-39.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-39.0,-38.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-38.0,-37.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-37.0,-36.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-36.0,-35.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-35.0,-34.0,6,6.0,pre
M1,100.0,90.0,all,1.2,-34.0,-33.0,10,10.0,pre
M1,100.0,90.0,all,1.2,-33.0,-32.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-32.0,-31.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-31.0,-30.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-30.0,-29.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-29.0,-28.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-28.0,-27.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-27.0,-26.0,6,6.0,pre
M1,100.0,90.0,all,1.2,-26.0,-25.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-25.0,-24.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-24.0,-23.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-23.0,-22.0,8,8.0,pre
M1,100.0,90.0,all,1.2,-22.0,-21.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-21.0,-20.0,3,3.0,pre
M1,100.0,90.0,all,1.2,-20.0,-19.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-19.0,-18.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-17.0,-16.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-15.0,-14.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-14.0,-13.0,4,4.0,pre
M1,100.0,90.0,all,1.2,-13.0,-12.0,1,1.0,pre
M1,100.0,90.0,all,1.2,-12.0,-11.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-11.0,-10.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-10.0,-9.0,2,2.0,pre
M1,100.0,90.0,all,1.2,-9.0,-8.0,6,6.0,pre
M1,100.0,90.0,all,1.2,-8.0,-7.0,5,5.0,pre
M1,100.0,90.0,all,1.2,-7.0,-6.0,15,15.0,pre
M1,100.0,90.0,all,1.2,-6.0,-5.0,49,49.0,pre
M1,100.0,90.0,all,1.2,-5.0,-4.0,25,25.0,pre
M1,100.0,90.0,all,1.2,-4.0,-3.0,33,33.0,pre
M1,100.0,90.0,all,1.2,-3.0,-2.0,22,22.0,pre
M1,100.0,90.0,all,1.2,-2.0,-1.0,81,81.0,pre
M1,100.0,90.0,all,1.2,-1.0,0.0,302,302.0,pre
M1,100.0,90.0,all,1.2,0.0,1.0,686,686.0,post
M1,100.0,90.0,all,1.2,1.0,2.0,323,323.0,post
M1,100.0,90.0,all,1.2,2.0,3.0,239,239.0,post
M1,100.0,90.0,all,1.2,3.0,4.0,177,177.0,post
M1,100.0,90.0,all,1.2,4.0,5.0,129,129.0,post
M1,100.0,90.0,all,1.2,5.0,6.0,107,107.0,post
M1,100.0,90.0,all,1.2,6.0,7.0,85,85.0,post
M1,100.0,90.0,all,1.2,7.0,8.0,70,70.0,post
M1,100.0,90.0,all,1.2,8.0,9.0,126,126.0,post
M1,100.0,90.0,all,1.2,9.0,10.0,84,84.0,post
M1,100.0,90.0,all,1.2,10.0,11.0,67,67.0,post
M1,100.0,90.0,all,1.2,11.0,12.0,93,93.0,post
M1,100.0,90.0,all,1.2,12.0,13.0,105,105.0,post
M1,100.0,90.0,all,1.2,13.0,14.0,50,50.0,post
M1,100.0,90.0,all,1.2,14.0,15.0,66,66.0,post
M1,100.0,90.0,all,1.2,15.0,16.0,54,54.0,post
M1,100.0,90.0,all,1.2,16.0,17.0,33,33.0,post
M1,100.0,90.0,all,1.2,17.0,18.0,40,40.0,post
M1,100.0,90.0,all,1.2,18.0,19.0,38,38.0,post
M1,100.0,90.0,all,1.2,19.0,20.0,28,28.0,post
M1,100.0,90.0,all,1.2,20.0,21.0,37,37.0,post
M1,100.0,90.0,all,1.2,21.0,22.0,19,19.0,post
M1,100.0,90.0,all,1.2,22.0,23.0,23,23.0,post
M1,100.0,90.0,all,1.2,23.0,24.0,20,20.0,post
M1,100.0,90.0,all,1.2,24.0,25.0,21,21.0,post
M1,100.0,90.0,all,1.2,25.0,26.0,16,16.0,post
M1,100.0,90.0,all,1.2,26.0,27.0,16,16.0,post
M1,100.0,90.0,all,1.2,27.0,28.0,39,39.0,post
M1,100.0,90.0,all,1.2,28.0,29.0,35,35.0,post
M1,100.0,90.0,all,1.2,29.0,30.0,24,24.0,post
M1,100.0,90.0,all,1.2,30.0,31.0,26,26.0,post
M1,100.0,90.0,all,1.2,31.0,32.0,26,26.0,post
M1,100.0,90.0,all,1.2,32.0,33.0,12,12.0,post
M1,100.0,90.0,all,1.2,33.0,34.0,9,9.0,post
M1,100.0,90.0,all,1.2,34.0,35.0,18,18.0,post
M1,100.0,90.0,all,1.2,35.0,36.0,24,24.0,post
M1,100.0,90.0,all,1.2,36.0,37.0,17,17.0,post
M1,100.0,90.0,all,1.2,37.0,38.0,15,15.0,post
M1,100.0,90.0,all,1.2,38.0,39.0,22,22.0,post
M1,100.0,90.0,all,1.2,39.0,40.0,16,16.0,post
M1,100.0,90.0,all,1.2,40.0,41.0,11,11.0,post
M1,100.0,90.0,all,1.2,41.0,42.0,18,18.0,post
M1,100.0,90.0,all,1.2,42.0,43.0,15,15.0,post
M1,100.0,90.0,all,1.2,43.0,44.0,11,11.0,post
M1,100.0,90.0,all,1.2,44.0,45.0,14,14.0,post
M1,100.0,90.0,all,1.2,45.0,46.0,6,6.0,post
M1,100.0,90.0,all,1.2,46.0,47.0,5,5.0,post
M1,100.0,90.0,all,1.2,47.0,48.0,10,10.0,post
M1,100.0,90.0,all,1.2,48.0,49.0,14,14.0,post
M1,100.0,90.0,all,1.2,49.0,50.0,15,15.0,post
M1,100.0,90.0,all,1.2,50.0,51.0,13,13.0,post
M1,100.0,90.0,all,1.2,51.0,52.0,19,19.0,post
M1,100.0,90.0,all,1.2,52.0,53.0,63,63.0,post
M1,100.0,90.0,all,1.2,53.0,54.0,23,23.0,post
M1,100.0,90.0,all,1.2,54.0,55.0,13,13.0,post
M1,100.0,90.0,all,1.2,55.0,56.0,11,11.0,post
M1,100.0,90.0,all,1.2,56.0,57.0,10,10.0,post
M1,100.0,90.0,all,1.2,57.0,58.0,15,15.0,post
M1,100.0,90.0,all,1.2,58.0,59.0,12,12.0,post
M1,100.0,90.0,all,1.2,59.0,60.0,15,15.0,post
M1,100.0,90.0,all,1.2,60.0,61.0,13,13.0,post
M1,100.0,90.0,all,1.2,61.0,62.0,3,3.0,post
M1,100.0,90.0,all,1.2,62.0,63.0,9,9.0,post
M1,100.0,90.0,all,1.2,63.0,64.0,11,11.0,post
M1,100.0,90.0,all,1.2,64.0,65.0,7,7.0,post
M1,100.0,90.0,all,1.2,65.0,66.0,15,15.0,post
M1,100.0,90.0,all,1.2,66.0,67.0,10,10.0,post
M1,100.0,90.0,all,1.2,67.0,68.0,6,6.0,post
M1,100.0,90.0,all,1.2,68.0,69.0,23,23.0,post
M1,100.0,90.0,all,1.2,69.0,70.0,10,10.0,post
M1,100.0,90.0,all,1.2,70.0,71.0,5,5.0,post
M1,100.0,90.0,all,1.2,71.0,72.0,10,10.0,post
M1,100.0,90.0,all,1.2,72.0,73.0,19,19.0,post
M1,100.0,90.0,all,1.2,73.0,74.0,13,13.0,post
M1,100.0,90.0,all,1.2,74.0,75.0,11,11.0,post
M1,100.0,90.0,all,1.2,75.0,76.0,11,11.0,post
M1,100.0,90.0,all,1.2,76.0,77.0,7,7.0,post
M1,100.0,90.0,all,1.2,77.0,78.0,4,4.0,post
M1,100.0,90.0,all,1.2,78.0,79.0,5,5.0,post
M1,100.0,90.0,all,1.2,79.0,80.0,12,12.0,post
M1,100.0,90.0,all,1.2,80.0,81.0,14,14.0,post
M1,100.0,90.0,all,1.2,81.0,82.0,6,6.0,post
M1,100.0,90.0,all,1.2,82.0,83.0,20,20.0,post
M1,100.0,90.0,all,1.2,83.0,84.0,5,5.0,post
M1,100.0,90.0,all,1.2,84.0,85.0,13,13.0,post
M1,100.0,90.0,all,1.2,85.0,86.0,2,2.0,post
M1,100.0,90.0,all,1.2,86.0,87.0,4,4.0,post
M1,100.0,90.0,all,1.2,87.0,88.0,4,4.0,post
M1,100.0,90.0,all,1.2,88.0,89.0,13,13.0,post
M1,100.0,90.0,all,1.2,89.0,90.0,4,4.0,post
M1,100.0,90.0,all,1.5,-90.0,-89.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-89.0,-88.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-88.0,-87.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-87.0,-86.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-82.0,-81.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-81.0,-80.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-80.0,-79.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-79.0,-78.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-77.0,-76.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-76.0,-75.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-75.0,-74.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-74.0,-73.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-72.0,-71.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-71.0,-70.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-70.0,-69.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-69.0,-68.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-68.0,-67.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-66.0,-65.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-63.0,-62.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-62.0,-61.0,5,5.0,pre
M1,100.0,90.0,all,1.5,-61.0,-60.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-60.0,-59.0,5,5.0,pre
M1,100.0,90.0,all,1.5,-59.0,-58.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-57.0,-56.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-56.0,-55.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-55.0,-54.0,6,6.0,pre
M1,100.0,90.0,all,1.5,-52.0,-51.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-51.0,-50.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-50.0,-49.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-49.0,-48.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-48.0,-47.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-47.0,-46.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-46.0,-45.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-43.0,-42.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-42.0,-41.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-41.0,-40.0,5,5.0,pre
M1,100.0,90.0,all,1.5,-39.0,-38.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-38.0,-37.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-36.0,-35.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-35.0,-34.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-34.0,-33.0,7,7.0,pre
M1,100.0,90.0,all,1.5,-33.0,-32.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-32.0,-31.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-31.0,-30.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-30.0,-29.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-29.0,-28.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-28.0,-27.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-27.0,-26.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-26.0,-25.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-25.0,-24.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-24.0,-23.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-23.0,-22.0,4,4.0,pre
M1,100.0,90.0,all,1.5,-22.0,-21.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-21.0,-20.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-20.0,-19.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-19.0,-18.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-17.0,-16.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-15.0,-14.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-14.0,-13.0,3,3.0,pre
M1,100.0,90.0,all,1.5,-13.0,-12.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-12.0,-11.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-11.0,-10.0,2,2.0,pre
M1,100.0,90.0,all,1.5,-10.0,-9.0,1,1.0,pre
M1,100.0,90.0,all,1.5,-9.0,-8.0,5,5.0,pre
M1,100.0,90.0,all,1.5,-8.0,-7.0,5,5.0,pre
M1,100.0,90.0,all,1.5,-7.0,-6.0,12,12.0,pre
M1,100.0,90.0,all,1.5,-6.0,-5.0,37,37.0,pre
M1,100.0,90.0,all,1.5,-5.0,-4.0,14,14.0,pre
M1,100.0,90.0,all,1.5,-4.0,-3.0,23,23.0,pre
M1,100.0,90.0,all,1.5,-3.0,-2.0,18,18.0,pre
M1,100.0,90.0,all,1.5,-2.0,-1.0,66,66.0,pre
M1,100.0,90.0,all,1.5,-1.0,0.0,241,241.0,pre
M1,100.0,90.0,all,1.5,0.0,1.0,655,655.0,post
M1,100.0,90.0,all,1.5,1.0,2.0,288,288.0,post
M1,100.0,90.0,all,1.5,2.0,3.0,203,203.0,post
M1,100.0,90.0,all,1.5,3.0,4.0,137,137.0,post
M1,100.0,90.0,all,1.5,4.0,5.0,98,98.0,post
M1,100.0,90.0,all,1.5,5.0,6.0,82,82.0,post
M1,100.0,90.0,all,1.5,6.0,7.0,61,61.0,post
M1,100.0,90.0,all,1.5,7.0,8.0,47,47.0,post
M1,100.0,90.0,all,1.5,8.0,9.0,95,95.0,post
M1,100.0,90.0,all,1.5,9.0,10.0,65,65.0,post
M1,100.0,90.0,all,1.5,10.0,11.0,47,47.0,post
M1,100.0,90.0,all,1.5,11.0,12.0,61,61.0,post
M1,100.0,90.0,all,1.5,12.0,13.0,85,85.0,post
M1,100.0,90.0,all,1.5,13.0,14.0,41,41.0,post
M1,100.0,90.0,all,1.5,14.0,15.0,46,46.0,post
M1,100.0,90.0,all,1.5,15.0,16.0,33,33.0,post
M1,100.0,90.0,all,1.5,16.0,17.0,18,18.0,post
M1,100.0,90.0,all,1.5,17.0,18.0,30,30.0,post
M1,100.0,90.0,all,1.5,18.0,19.0,21,21.0,post
M1,100.0,90.0,all,1.5,19.0,20.0,24,24.0,post
M1,100.0,90.0,all,1.5,20.0,21.0,24,24.0,post
M1,100.0,90.0,all,1.5,21.0,22.0,10,10.0,post
M1,100.0,90.0,all,1.5,22.0,23.0,15,15.0,post
M1,100.0,90.0,all,1.5,23.0,24.0,12,12.0,post
M1,100.0,90.0,all,1.5,24.0,25.0,17,17.0,post
M1,100.0,90.0,all,1.5,25.0,26.0,10,10.0,post
M1,100.0,90.0,all,1.5,26.0,27.0,11,11.0,post
M1,100.0,90.0,all,1.5,27.0,28.0,27,27.0,post
M1,100.0,90.0,all,1.5,28.0,29.0,18,18.0,post
M1,100.0,90.0,all,1.5,29.0,30.0,19,19.0,post
M1,100.0,90.0,all,1.5,30.0,31.0,15,15.0,post
M1,100.0,90.0,all,1.5,31.0,32.0,20,20.0,post
M1,100.0,90.0,all,1.5,32.0,33.0,7,7.0,post
M1,100.0,90.0,all,1.5,33.0,34.0,7,7.0,post
M1,100.0,90.0,all,1.5,34.0,35.0,13,13.0,post
M1,100.0,90.0,all,1.5,35.0,36.0,23,23.0,post
M1,100.0,90.0,all,1.5,36.0,37.0,12,12.0,post
M1,100.0,90.0,all,1.5,37.0,38.0,9,9.0,post
M1,100.0,90.0,all,1.5,38.0,39.0,17,17.0,post
M1,100.0,90.0,all,1.5,39.0,40.0,10,10.0,post
M1,100.0,90.0,all,1.5,40.0,41.0,8,8.0,post
M1,100.0,90.0,all,1.5,41.0,42.0,13,13.0,post
M1,100.0,90.0,all,1.5,42.0,43.0,8,8.0,post
M1,100.0,90.0,all,1.5,43.0,44.0,7,7.0,post
M1,100.0,90.0,all,1.5,44.0,45.0,11,11.0,post
M1,100.0,90.0,all,1.5,45.0,46.0,4,4.0,post
M1,100.0,90.0,all,1.5,46.0,47.0,3,3.0,post
M1,100.0,90.0,all,1.5,47.0,48.0,8,8.0,post
M1,100.0,90.0,all,1.5,48.0,49.0,10,10.0,post
M1,100.0,90.0,all,1.5,49.0,50.0,8,8.0,post
M1,100.0,90.0,all,1.5,50.0,51.0,7,7.0,post
M1,100.0,90.0,all,1.5,51.0,52.0,14,14.0,post
M1,100.0,90.0,all,1.5,52.0,53.0,47,47.0,post
M1,100.0,90.0,all,1.5,53.0,54.0,16,16.0,post
M1,100.0,90.0,all,1.5,54.0,55.0,8,8.0,post
M1,100.0,90.0,all,1.5,55.0,56.0,8,8.0,post
M1,100.0,90.0,all,1.5,56.0,57.0,8,8.0,post
M1,100.0,90.0,all,1.5,57.0,58.0,9,9.0,post
M1,100.0,90.0,all,1.5,58.0,59.0,9,9.0,post
M1,100.0,90.0,all,1.5,59.0,60.0,10,10.0,post
M1,100.0,90.0,all,1.5,60.0,61.0,9,9.0,post
M1,100.0,90.0,all,1.5,61.0,62.0,2,2.0,post
M1,100.0,90.0,all,1.5,62.0,63.0,6,6.0,post
M1,100.0,90.0,all,1.5,63.0,64.0,9,9.0,post
M1,100.0,90.0,all,1.5,64.0,65.0,6,6.0,post
M1,100.0,90.0,all,1.5,65.0,66.0,12,12.0,post
M1,100.0,90.0,all,1.5,66.0,67.0,5,5.0,post
M1,100.0,90.0,all,1.5,67.0,68.0,3,3.0,post
M1,100.0,90.0,all,1.5,68.0,69.0,16,16.0,post
M1,100.0,90.0,all,1.5,69.0,70.0,8,8.0,post
M1,100.0,90.0,all,1.5,70.0,71.0,3,3.0,post
M1,100.0,90.0,all,1.5,71.0,72.0,9,9.0,post
M1,100.0,90.0,all,1.5,72.0,73.0,14,14.0,post
M1,100.0,90.0,all,1.5,73.0,74.0,10,10.0,post
M1,100.0,90.0,all,1.5,74.0,75.0,7,7.0,post
M1,100.0,90.0,all,1.5,75.0,76.0,8,8.0,post
M1,100.0,90.0,all,1.5,76.0,77.0,2,2.0,post
M1,100.0,90.0,all,1.5,77.0,78.0,3,3.0,post
M1,100.0,90.0,all,1.5,78.0,79.0,2,2.0,post
M1,100.0,90.0,all,1.5,79.0,80.0,9,9.0,post
M1,100.0,90.0,all,1.5,80.0,81.0,6,6.0,post
M1,100.0,90.0,all,1.5,81.0,82.0,2,2.0,post
M1,100.0,90.0,all,1.5,82.0,83.0,15,15.0,post
M1,100.0,90.0,all,1.5,83.0,84.0,3,3.0,post
M1,100.0,90.0,all,1.5,84.0,85.0,9,9.0,post
M1,100.0,90.0,all,1.5,85.0,86.0,1,1.0,post
M1,100.0,90.0,all,1.5,86.0,87.0,3,3.0,post
M1,100.0,90.0,all,1.5,87.0,88.0,3,3.0,post
M1,100.0,90.0,all,1.5,88.0,89.0,9,9.0,post
M1,100.0,90.0,all,1.5,89.0,90.0,3,3.0,post
M1,100.0,90.0,all,2.0,-88.0,-87.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-87.0,-86.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-81.0,-80.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-80.0,-79.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-79.0,-78.0,4,4.0,pre
M1,100.0,90.0,all,2.0,-77.0,-76.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-69.0,-68.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-68.0,-67.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-66.0,-65.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-62.0,-61.0,4,4.0,pre
M1,100.0,90.0,all,2.0,-60.0,-59.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-59.0,-58.0,3,3.0,pre
M1,100.0,90.0,all,2.0,-56.0,-55.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-55.0,-54.0,3,3.0,pre
M1,100.0,90.0,all,2.0,-52.0,-51.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-51.0,-50.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-49.0,-48.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-43.0,-42.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-41.0,-40.0,3,3.0,pre
M1,100.0,90.0,all,2.0,-39.0,-38.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-34.0,-33.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-31.0,-30.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-30.0,-29.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-29.0,-28.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-27.0,-26.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-26.0,-25.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-25.0,-24.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-24.0,-23.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-23.0,-22.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-22.0,-21.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-21.0,-20.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-20.0,-19.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-17.0,-16.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-15.0,-14.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-14.0,-13.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-12.0,-11.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-11.0,-10.0,1,1.0,pre
M1,100.0,90.0,all,2.0,-9.0,-8.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-8.0,-7.0,2,2.0,pre
M1,100.0,90.0,all,2.0,-7.0,-6.0,7,7.0,pre
M1,100.0,90.0,all,2.0,-6.0,-5.0,17,17.0,pre
M1,100.0,90.0,all,2.0,-5.0,-4.0,9,9.0,pre
M1,100.0,90.0,all,2.0,-4.0,-3.0,8,8.0,pre
M1,100.0,90.0,all,2.0,-3.0,-2.0,4,4.0,pre
M1,100.0,90.0,all,2.0,-2.0,-1.0,24,24.0,pre
M1,100.0,90.0,all,2.0,-1.0,0.0,126,126.0,pre
M1,100.0,90.0,all,2.0,0.0,1.0,455,455.0,post
M1,100.0,90.0,all,2.0,1.0,2.0,148,148.0,post
M1,100.0,90.0,all,2.0,2.0,3.0,95,95.0,post
M1,100.0,90.0,all,2.0,3.0,4.0,59,59.0,post
M1,100.0,90.0,all,2.0,4.0,5.0,39,39.0,post
M1,100.0,90.0,all,2.0,5.0,6.0,30,30.0,post
M1,100.0,90.0,all,2.0,6.0,7.0,13,13.0,post
M1,100.0,90.0,all,2.0,7.0,8.0,14,14.0,post
M1,100.0,90.0,all,2.0,8.0,9.0,44,44.0,post
M1,100.0,90.0,all,2.0,9.0,10.0,30,30.0,post
M1,100.0,90.0,all,2.0,10.0,11.0,15,15.0,post
M1,100.0,90.0,all,2.0,11.0,12.0,26,26.0,post
M1,100.0,90.0,all,2.0,12.0,13.0,32,32.0,post
M1,100.0,90.0,all,2.0,13.0,14.0,15,15.0,post
M1,100.0,90.0,all,2.0,14.0,15.0,19,19.0,post
M1,100.0,90.0,all,2.0,15.0,16.0,11,11.0,post
M1,100.0,90.0,all,2.0,16.0,17.0,7,7.0,post
M1,100.0,90.0,all,2.0,17.0,18.0,11,11.0,post
M1,100.0,90.0,all,2.0,18.0,19.0,7,7.0,post
M1,100.0,90.0,all,2.0,19.0,20.0,5,5.0,post
M1,100.0,90.0,all,2.0,20.0,21.0,11,11.0,post
M1,100.0,90.0,all,2.0,21.0,22.0,3,3.0,post
M1,100.0,90.0,all,2.0,22.0,23.0,7,7.0,post
M1,100.0,90.0,all,2.0,23.0,24.0,4,4.0,post
M1,100.0,90.0,all,2.0,24.0,25.0,6,6.0,post
M1,100.0,90.0,all,2.0,25.0,26.0,5,5.0,post
M1,100.0,90.0,all,2.0,26.0,27.0,1,1.0,post
M1,100.0,90.0,all,2.0,27.0,28.0,13,13.0,post
M1,100.0,90.0,all,2.0,28.0,29.0,7,7.0,post
M1,100.0,90.0,all,2.0,29.0,30.0,9,9.0,post
M1,100.0,90.0,all,2.0,30.0,31.0,5,5.0,post
M1,100.0,90.0,all,2.0,31.0,32.0,8,8.0,post
M1,100.0,90.0,all,2.0,32.0,33.0,3,3.0,post
M1,100.0,90.0,all,2.0,33.0,34.0,1,1.0,post
M1,100.0,90.0,all,2.0,34.0,35.0,7,7.0,post
M1,100.0,90.0,all,2.0,35.0,36.0,15,15.0,post
M1,100.0,90.0,all,2.0,36.0,37.0,5,5.0,post
M1,100.0,90.0,all,2.0,37.0,38.0,4,4.0,post
M1,100.0,90.0,all,2.0,38.0,39.0,9,9.0,post
M1,100.0,90.0,all,2.0,39.0,40.0,3,3.0,post
