mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,time_bin_start_days,time_bin_end_days,count,rate_per_day,pre_post
M1,30.0,90.0,mainshock_window,1.2,10.0,11.0,43,43.0,post
M1,30.0,90.0,mainshock_window,1.2,11.0,12.0,38,38.0,post
M1,30.0,90.0,mainshock_window,1.2,12.0,13.0,62,62.0,post
M1,30.0,90.0,mainshock_window,1.2,13.0,14.0,23,23.0,post
M1,30.0,90.0,mainshock_window,1.2,14.0,15.0,38,38.0,post
M1,30.0,90.0,mainshock_window,1.2,15.0,16.0,30,30.0,post
M1,30.0,90.0,mainshock_window,1.2,16.0,17.0,24,24.0,post
M1,30.0,90.0,mainshock_window,1.2,17.0,18.0,27,27.0,post
M1,30.0,90.0,mainshock_window,1.2,18.0,19.0,23,23.0,post
M1,30.0,90.0,mainshock_window,1.2,19.0,20.0,17,17.0,post
M1,30.0,90.0,mainshock_window,1.2,20.0,21.0,29,29.0,post
M1,30.0,90.0,mainshock_window,1.2,21.0,22.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,22.0,23.0,19,19.0,post
M1,30.0,90.0,mainshock_window,1.2,23.0,24.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,24.0,25.0,14,14.0,post
M1,30.0,90.0,mainshock_window,1.2,25.0,26.0,7,7.0,post
M1,30.0,90.0,mainshock_window,1.2,26.0,27.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,27.0,28.0,36,36.0,post
M1,30.0,90.0,mainshock_window,1.2,28.0,29.0,24,24.0,post
M1,30.0,90.0,mainshock_window,1.2,29.0,30.0,16,16.0,post
M1,30.0,90.0,mainshock_window,1.2,30.0,31.0,13,13.0,post
M1,30.0,90.0,mainshock_window,1.2,31.0,32.0,14,14.0,post
M1,30.0,90.0,mainshock_window,1.2,32.0,33.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,33.0,34.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,34.0,35.0,11,11.0,post
M1,30.0,90.0,mainshock_window,1.2,35.0,36.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,36.0,37.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,37.0,38.0,7,7.0,post
M1,30.0,90.0,mainshock_window,1.2,38.0,39.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,39.0,40.0,10,10.0,post
M1,30.0,90.0,mainshock_window,1.2,40.0,41.0,4,4.0,post
M1,30.0,90.0,mainshock_window,1.2,41.0,42.0,17,17.0,post
M1,30.0,90.0,mainshock_window,1.2,42.0,43.0,10,10.0,post
M1,30.0,90.0,mainshock_window,1.2,43.0,44.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,44.0,45.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,45.0,46.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,46.0,47.0,4,4.0,post
M1,30.0,90.0,mainshock_window,1.2,47.0,48.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,48.0,49.0,11,11.0,post
M1,30.0,90.0,mainshock_window,1.2,49.0,50.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,50.0,51.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,51.0,52.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,52.0,53.0,10,10.0,post
M1,30.0,90.0,mainshock_window,1.2,53.0,54.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,54.0,55.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,55.0,56.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,56.0,57.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,57.0,58.0,8,8.0,post
M1,30.0,90.0,mainshock_window,1.2,58.0,59.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,59.0,60.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,60.0,61.0,10,10.0,post
M1,30.0,90.0,mainshock_window,1.2,61.0,62.0,1,1.0,post
M1,30.0,90.0,mainshock_window,1.2,62.0,63.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,63.0,64.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,64.0,65.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,65.0,66.0,8,8.0,post
M1,30.0,90.0,mainshock_window,1.2,66.0,67.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,67.0,68.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,68.0,69.0,12,12.0,post
M1,30.0,90.0,mainshock_window,1.2,69.0,70.0,2,2.0,post
M1,30.0,90.0,mainshock_window,1.2,70.0,71.0,4,4.0,post
M1,30.0,90.0,mainshock_window,1.2,71.0,72.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,72.0,73.0,15,15.0,post
M1,30.0,90.0,mainshock_window,1.2,73.0,74.0,7,7.0,post
M1,30.0,90.0,mainshock_window,1.2,74.0,75.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,75.0,76.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,76.0,77.0,6,6.0,post
M1,30.0,90.0,mainshock_window,1.2,77.0,78.0,2,2.0,post
M1,30.0,90.0,mainshock_window,1.2,78.0,79.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,79.0,80.0,9,9.0,post
M1,30.0,90.0,mainshock_window,1.2,80.0,81.0,4,4.0,post
M1,30.0,90.0,mainshock_window,1.2,81.0,82.0,1,1.0,post
M1,30.0,90.0,mainshock_window,1.2,82.0,83.0,5,5.0,post
M1,30.0,90.0,mainshock_window,1.2,83.0,84.0,1,1.0,post
M1,30.0,90.0,mainshock_window,1.2,84.0,85.0,7,7.0,post
M1,30.0,90.0,mainshock_window,1.2,85.0,86.0,2,2.0,post
M1,30.0,90.0,mainshock_window,1.2,86.0,87.0,2,2.0,post
M1,30.0,90.0,mainshock_window,1.2,87.0,88.0,3,3.0,post
M1,30.0,90.0,mainshock_window,1.2,88.0,89.0,7,7.0,post
M1,30.0,90.0,mainshock_window,1.2,89.0,90.0,1,1.0,post
M1,30.0,90.0,mainshock_window,1.5,-81.0,-80.0,2,2.0,pre
M1,30.0,90.0,mainshock_window,1.5,-77.0,-76.0,2,2.0,pre
M1,30.0,90.0,mainshock_window,1.5,-74.0,-73.0,2,2.0,pre
M1,30.0,90.0,mainshock_window,1.5,-61.0,-60.0,1,1.0,pre
M1,30.0,90.0,mainshock_window,1.5,-60.0,-59.0,2,2.0,pre
M1,30.0,90.0,mainshock_window,1.5,-59.0,-58.0,1,1.0,pre
M1,30.0,90.0,mainshock_window,1.5,-56.0,-55.0,2,2.0,pre
M1,30.0,90.0,mainshock_window,1.5,-55.0,-54.0,5,5.0,pre
M1,30.0,90.0,mainshock_window,1.5,-31.0,-30.0,1,1.0,pre
