event_time,latitude,longitude,depth_km,magnitude
2019-07-24 16:06:41.660000+00:00,35.673276795185046,-117.42168458883569,0.66520997,0.05
2019-07-24 16:07:00.500000+00:00,35.85897079518505,-117.6674660321585,4.80962504,0.37
2019-07-24 16:07:18.930000+00:00,35.62002979518505,-117.46425875670077,7.4878897700000016,0.51
2019-07-24 16:07:33.700000+00:00,35.78108579518505,-117.63162137866108,8.70726233,0.76
2019-07-24 16:07:45.750000+00:00,35.60947479518505,-117.44488199826331,5.1435008600000005,1.28
2019-07-24 16:08:09.100000+00:00,35.65186979518505,-117.49153204698366,5.70237995,0.66
2019-07-24 16:08:11.630000+00:00,35.80822979518505,-117.65728234651543,16.400922530000003,0.87
2019-07-24 16:08:39.180000+00:00,35.55557279518505,-117.4761031312512,4.345102160000001,0.35
2019-07-24 16:09:51.940000+00:00,35.81808079518505,-117.65000706133435,6.341098910000001,1.03
2019-07-24 16:10:43.490000+00:00,35.88922779518505,-117.6211792343167,4.42494203,0.48
2019-07-24 16:10:53.050000+00:00,35.95122679518505,-117.71009175700526,4.22171327,0.71
2019-07-24 16:11:20.710000+00:00,35.65864079518505,-117.45537553449282,9.658082600000002,0.18
2019-07-24 16:11:21.610000+00:00,36.102170795185046,-117.89250082610127,4.58462177,0.48
2019-07-24 16:11:41.920000+00:00,35.61205479518505,-117.58546618361466,6.283033550000001,1.14
2019-07-24 16:12:48.740000+00:00,35.75769279518505,-117.58664868485698,6.54432767,0.77
2019-07-24 16:14:28.310000+00:00,35.68097579518505,-117.51117114375934,7.357242710000001,0.58
2019-07-24 16:14:59.160000+00:00,35.79651479518505,-117.59427649689138,7.204821140000001,0.41
2019-07-24 16:15:18.510000+00:00,35.71959479518505,-117.54030793050009,8.24999762,1.03
2019-07-24 16:15:42.130000+00:00,35.79158379518505,-117.61607813942021,6.6604583900000005,0.75
2019-07-24 16:16:03.920000+00:00,35.681719795185046,-117.53357519739608,7.89434729,0.35
2019-07-24 16:16:09.500000+00:00,35.67239379518505,-117.50787452520485,6.762072770000001,0.4
2019-07-24 16:16:34.180000+00:00,35.92718679518505,-117.70463800169723,4.39590935,0.38
2019-07-24 16:16:34.880000+00:00,35.577663795185046,-117.49104671484903,2.48701064,0.02
2019-07-24 16:16:52.940000+00:00,35.74683279518505,-117.65062889918761,10.608902870000001,0.24
2019-07-24 16:16:56.580000+00:00,35.62027379518505,-117.43357077423825,3.75719039,0.3
2019-07-24 16:17:29.700000+00:00,35.58867379518505,-117.42479550474823,4.51204007,-0.11
2019-07-24 16:17:33.100000+00:00,36.18196879518505,-118.02267371131396,16.30656632,0.78
