cell_id,ix,iy,x_left_km,x_right_km,y_bottom_km,y_top_km,x_center_km,y_center_km,total_events,first_event_bin_index,first_event_count,onset_bin_index,onset_count,future_active_bins,window_cumulative_count,quality_flag,first_event_time_hr_from_64,onset_time_hr_from_64,onset_time_min_from_64,distance_to_mw64_km,distance_to_mw71_km,alongstrike_km_from_mw64,crossstrike_km_from_axis,axis_length_mw64_to_mw71_km,onset_detected_flag,mw71_side_flag,longitude_center,latitude_center
26,26,0,441.0,441.5,3923.0,3923.5,441.25,3923.25,0,,0,,,,,inactive,,,,31.33935253643274,36.40999132004103,-8.324437322468222,30.213552599241144,11.993749290966345,0,0,,
27,27,0,441.5,442.0,3923.0,3923.5,441.75,3923.25,0,,0,,,,,inactive,,,,31.11810841311211,36.34241844651682,-8.695558003454208,29.878486277232355,11.993749290966345,0,0,,
28,28,0,442.0,442.5,3923.0,3923.5,442.25,3923.25,0,,0,,,,,inactive,,,,30.903370771124372,36.28161089530051,-9.066678684440193,29.543419955223563,11.993749290966345,0,0,,
29,29,0,442.5,443.0,3923.0,3923.5,442.75,3923.25,0,,0,,,,,inactive,,,,30.695276164663667,36.2276027329197,-9.437799365426178,29.20835363321477,11.993749290966345,0,0,,
30,30,0,443.0,443.5,3923.0,3923.5,443.25,3923.25,0,,0,,,,,inactive,,,,30.493960592752707,36.18042440865659,-9.808920046412164,28.87328731120598,11.993749290966345,0,0,,
31,31,0,443.5,444.0,3923.0,3923.5,443.75,3923.25,0,,0,,,,,inactive,,,,30.29955917896728,36.14010267011947,-10.180040727398147,28.538220989197193,11.993749290966345,0,0,,
32,32,0,444.0,444.5,3923.0,3923.5,444.25,3923.25,0,,0,,,,,inactive,,,,30.1122058349621,36.10666048837858,-10.551161408384132,28.2031546671884,11.993749290966345,0,0,,
33,33,0,444.5,445.0,3923.0,3923.5,444.75,3923.25,0,,0,,,,,inactive,,,,29.93203290881712,36.08011699314875,-10.922282089370118,27.868088345179608,11.993749290966345,0,0,,
34,34,0,445.0,445.5,3923.0,3923.5,445.25,3923.25,0,,0,,,,,inactive,,,,29.759170819461627,36.06048741844131,-11.293402770356103,27.53302202317082,11.993749290966345,0,0,,
35,35,0,445.5,446.0,3923.0,3923.5,445.75,3923.25,0,,0,,,,,inactive,,,,29.593747678678376,36.047783059042985,-11.664523451342088,27.197955701162027,11.993749290966345,0,0,,
36,36,0,446.0,446.5,3923.0,3923.5,446.25,3923.25,0,,0,,,,,inactive,,,,29.435888902437906,36.042011238110575,-12.035644132328073,26.862889379153238,11.993749290966345,0,0,,
37,37,0,446.5,447.0,3923.0,3923.5,446.75,3923.25,0,,0,,,,,inactive,,,,29.28571681356037,36.04317528609753,-12.406764813314059,26.527823057144445,11.993749290966345,0,0,,
38,38,0,447.0,447.5,3923.0,3923.5,447.25,3923.25,0,,0,,,,,inactive,,,,29.14335023794344,36.051274531153744,-12.777885494300044,26.192756735135656,11.993749290966345,0,0,,
39,39,0,447.5,448.0,3923.0,3923.5,447.75,3923.25,0,,0,,,,,inactive,,,,29.008904096825567,36.06630430106302,-13.14900617528603,25.857690413126864,11.993749290966345,0,0,,
40,40,0,448.0,448.5,3923.0,3923.5,448.25,3923.25,0,,0,,,,,inactive,,,,28.88248899776833,36.08825593670522,-13.520126856272014,25.522624091118075,11.993749290966345,0,0,,
41,41,0,448.5,449.0,3923.0,3923.5,448.75,3923.25,0,,0,,,,,inactive,,,,28.764210827234493,36.117116816952624,-13.891247537258,25.187557769109283,11.993749290966345,0,0,,
42,42,0,449.0,449.5,3923.0,3923.5,449.25,3923.25,0,,0,,,,,inactive,,,,28.654170347804165,36.152870394834,-14.262368218243985,24.85249144710049,11.993749290966345,0,0,,
43,43,0,449.5,450.0,3923.0,3923.5,449.75,3923.25,0,,0,,,,,inactive,,,,28.552462803204293,36.195496244725355,-14.63348889922997,24.5174251250917,11.993749290966345,0,0,,
44,44,0,450.0,450.5,3923.0,3923.5,450.25,3923.25,0,,0,,,,,inactive,,,,28.459177534422004,36.24497012025517,-15.004609580215954,24.182358803082913,11.993749290966345,0,0,,
45,45,0,450.5,451.0,3923.0,3923.5,450.75,3923.25,0,,0,,,,,inactive,,,,28.374397610224882,36.30126402254407,-15.375730261201939,23.84729248107412,11.993749290966345,0,0,,
46,46,0,451.0,451.5,3923.0,3923.5,451.25,3923.25,0,,0,,,,,inactive,,,,28.29819947541753,36.3643462783358,-15.746850942187924,23.512226159065328,11.993749290966345,0,0,,
47,47,0,451.5,452.0,3923.0,3923.5,451.75,3923.25,0,,0,,,,,inactive,,,,28.23065262012032,36.4341816275181,-16.117971623173908,23.17715983705654,11.993749290966345,0,0,,
48,48,0,452.0,452.5,3923.0,3923.5,452.25,3923.25,0,,0,,,,,inactive,,,,28.171819273261207,36.51073131947976,-16.489092304159893,22.842093515047747,11.993749290966345,0,0,,
49,49,0,452.5,453.0,3923.0,3923.5,452.75,3923.25,0,,0,,,,,inactive,,,,28.12175412332376,36.59395321770391,-16.86021298514588,22.507027193038958,11.993749290966345,0,0,,
50,50,0,453.0,453.5,3923.0,3923.5,453.25,3923.25,0,,0,,,,,inactive,,,,28.080504069194742,36.68380191195789,-17.231333666131864,22.171960871030166,11.993749290966345,0,0,,
51,51,0,453.5,454.0,3923.0,3923.5,453.75,3923.25,0,,0,,,,,inactive,,,,28.048108003704062,36.78022883740703,-17.60245434711785,21.836894549021377,11.993749290966345,0,0,,
52,52,0,454.0,454.5,3923.0,3923.5,454.25,3923.25,0,,0,,,,,inactive,,,,28.024596632152143,36.88318239995419,-17.973575028103834,21.501828227012584,11.993749290966345,0,0,,
53,53,0,454.5,455.0,3923.0,3923.5,454.75,3923.25,0,,0,,,,,inactive,,,,28.009992327778644,36.99260810708746,-18.34469570908982,21.166761905003796,11.993749290966345,0,0,,
54,54,0,455.0,455.5,3923.0,3923.5,455.25,3923.25,0,,0,,,,,inactive,,,,28.00430902574823,37.10844870350707,-18.715816390075805,20.831695582995003,11.993749290966345,0,0,,
55,55,0,455.5,456.0,3923.0,3923.5,455.75,3923.25,0,,0,,,,,inactive,,,,28.00755215681994,37.23064431079696,-19.08693707106179,20.496629260986214,11.993749290966345,0,0,,
56,56,0,456.0,456.5,3923.0,3923.5,456.25,3923.25,0,,0,,,,,inactive,,,,28.019718621434702,37.35913257040828,-19.458057752047775,20.161562938977422,11.993749290966345,0,0,,
57,57,0,456.5,457.0,3923.0,3923.5,456.75,3923.25,0,,0,,,,,inactive,,,,28.04079680450896,37.49384878922946,-19.82917843303376,19.826496616968633,11.993749290966345,0,0,,
58,58,0,457.0,457.5,3923.0,3923.5,457.25,3923.25,0,,0,,,,,inactive,,,,28.070766630769906,37.63472608703119,-20.200299114019746,19.49143029495984,11.993749290966345,0,0,,
59,59,0,457.5,458.0,3923.0,3923.5,457.75,3923.25,0,,0,,,,,inactive,,,,28.10959966001883,37.78169554509338,-20.57141979500573,19.156363972951052,11.993749290966345,0,0,,
60,60,0,458.0,458.5,3923.0,3923.5,458.25,3923.25,0,,0,,,,,inactive,,,,28.15725922127216,37.93468635534491,-20.942540475991716,18.82129765094226,11.993749290966345,0,0,,
61,61,0,458.5,459.0,3923.0,3923.5,458.75,3923.25,0,,0,,,,,inactive,,,,28.21370058431367,38.09362596937516,-21.3136611569777,18.48623132893347,11.993749290966345,0,0,,
62,62,0,459.0,459.5,3923.0,3923.5,459.25,3923.25,0,,0,,,,,inactive,,,,28.278871166803793,38.25844024670787,-21.684781837963687,18.15116500692468,11.993749290966345,0,0,,
63,63,0,459.5,460.0,3923.0,3923.5,459.75,3923.25,0,,0,,,,,inactive,,,,28.352710774740256,38.429053601763066,-22.055902518949672,17.816098684915886,11.993749290966345,0,0,,
64,64,0,460.0,460.5,3923.0,3923.5,460.25,3923.25,0,,0,,,,,inactive,,,,28.435151873754034,38.6053891489704,-22.427023199935658,17.481032362907097,11.993749290966345,0,0,,
65,65,0,460.5,461.0,3923.0,3923.5,460.75,3923.25,0,,0,,,,,inactive,,,,28.526119888460872,38.78736884553661,-22.798143880921643,17.145966040898305,11.993749290966345,0,0,,
66,66,0,461.0,461.5,3923.0,3923.5,461.25,3923.25,0,,0,,,,,inactive,,,,28.625533526874715,38.974913631411255,-23.169264561907625,16.810899718889516,11.993749290966345,0,0,,
67,67,0,461.5,462.0,3923.0,3923.5,461.75,3923.25,0,,0,,,,,inactive,,,,28.733305126727306,39.16794356603662,-23.540385242893613,16.475833396880724,11.993749290966345,0,0,,
68,68,0,462.0,462.5,3923.0,3923.5,462.25,3923.25,0,,0,,,,,inactive,,,,28.849341020428856,39.3663779615104,-23.911505923879595,16.140767074871935,11.993749290966345,0,0,,
69,69,0,462.5,463.0,3923.0,3923.5,462.75,3923.25,0,,0,,,,,inactive,,,,28.97354191534726,39.57013551183208,-24.282626604865584,15.805700752863142,11.993749290966345,0,0,,
70,70,0,463.0,463.5,3923.0,3923.5,463.25,3923.25,0,,0,,,,,inactive,,,,29.1058032860763,39.77913441794601,-24.653747285851566,15.470634430854354,11.993749290966345,0,0,,
71,71,0,463.5,464.0,3923.0,3923.5,463.75,3923.25,0,,0,,,,,inactive,,,,29.24601577540358,39.99329250833544,-25.02486796683755,15.135568108845561,11.993749290966345,0,0,,
72,72,0,464.0,464.5,3923.0,3923.5,464.25,3923.25,0,,0,,,,,inactive,,,,29.394065600772898,40.212527354961686,-25.395988647823536,14.800501786836772,11.993749290966345,0,0,,
73,73,0,464.5,465.0,3923.0,3923.5,464.75,3923.25,0,,0,,,,,inactive,,,,29.54983496315886,40.43675638438133,-25.76710932880952,14.46543546482798,11.993749290966345,0,0,,
74,74,0,465.0,465.5,3923.0,3923.5,465.25,3923.25,0,,0,,,,,inactive,,,,29.71320245542899,40.66589698391107,-26.138230009795507,14.13036914281919,11.993749290966345,0,0,,
75,75,0,465.5,466.0,3923.0,3923.5,465.75,3923.25,0,,0,,,,,inactive,,,,29.88404346745428,40.89986660274493,-26.509350690781492,13.795302820810399,11.993749290966345,0,0,,
76,76,0,466.0,466.5,3923.0,3923.5,466.25,3923.25,0,,0,,,,,inactive,,,,30.062230585438634,41.1385828479615,-26.880471371767477,13.460236498801608,11.993749290966345,0,0,,
77,77,0,466.5,467.0,3923.0,3923.5,466.75,3923.25,0,,0,,,,,inactive,,,,30.247633983164164,41.3819635753894,-27.251592052753463,13.125170176792818,11.993749290966345,0,0,,
78,78,0,467.0,467.5,3923.0,3923.5,467.25,3923.25,0,,0,,,,,inactive,,,,30.44012180308832,41.62992697532771,-27.622712733739448,12.790103854784027,11.993749290966345,0,0,,
79,79,0,467.5,468.0,3923.0,3923.5,467.75,3923.25,0,,0,,,,,inactive,,,,30.639560525474874,41.88239165314441,-27.993833414725433,12.455037532775236,11.993749290966345,0,0,,
80,80,0,468.0,468.5,3923.0,3923.5,468.25,3923.25,0,,0,,,,,inactive,,,,30.84581532398882,42.13927670479932,-28.36495409571142,12.119971210766446,11.993749290966345,0,0,,
81,0,1,428.0,428.5,3923.5,3924.0,428.25,3923.75,0,,0,,,,,inactive,,,,38.58986645204485,39.915086914028635,1.6597667051761782,38.55415629048372,11.993749290966345,0,0,,
82,1,1,428.5,429.0,3923.5,3924.0,428.75,3923.75,0,,0,,,,,inactive,,,,38.24080865507478,39.69002486734825,1.288646024190193,38.219089968474925,11.993749290966345,0,0,,
83,2,1,429.0,429.5,3923.5,3924.0,429.25,3923.75,0,,0,,,,,inactive,,,,37.89513293816803,39.47001373938176,0.9175253432042076,37.88402364646613,11.993749290966345,0,0,,
84,3,1,429.5,430.0,3923.5,3924.0,429.75,3923.75,0,,0,,,,,inactive,,,,37.55293269784416,39.255138456044804,0.5464046622182224,37.54895732445735,11.993749290966345,0,0,,
85,4,1,430.0,430.5,3923.5,3924.0,430.25,3923.75,0,,0,,,,,inactive,,,,37.21430380937145,39.04548380823972,0.17528398123224065,37.213891002448555,11.993749290966345,0,0,,
86,5,1,430.5,431.0,3923.5,3924.0,430.75,3923.75,0,,0,,,,,inactive,,,,36.879344650136936,38.84113433508055,-0.19583669975374463,36.87882468043976,11.993749290966345,0,0,,
87,6,1,431.0,431.5,3923.5,3924.0,431.25,3923.75,0,,0,,,,,inactive,,,,36.54815611807207,38.64217420192652,-0.5669573807397299,36.54375835843098,11.993749290966345,0,0,,
88,7,1,431.5,432.0,3923.5,3924.0,431.75,3923.75,0,,0,,,,,inactive,,,,36.22084164453326,38.448687073400805,-0.9380780617257152,36.20869203642218,11.993749290966345,0,0,,
89,8,1,432.0,432.5,3923.5,3924.0,432.25,3923.75,0,,0,,,,,inactive,,,,35.89750720099851,38.260755981613336,-1.3091987427117004,35.87362571441339,11.993749290966345,0,0,,
90,9,1,432.5,433.0,3923.5,3924.0,432.75,3923.75,0,,0,,,,,inactive,,,,35.57826129890449,38.07846318985081,-1.6803194236976857,35.5385593924046,11.993749290966345,0,0,,
91,10,1,433.0,433.5,3923.5,3924.0,433.25,3923.75,0,,0,,,,,inactive,,,,35.263214981911545,37.90189005204208,-2.051440104683671,35.20349307039581,11.993749290966345,0,0,,
92,11,1,433.5,434.0,3923.5,3924.0,433.75,3923.75,0,,0,,,,,inactive,,,,34.95248180985001,37.73111686835348,-2.4225607856696563,34.86842674838702,11.993749290966345,0,0,,
93,12,1,434.0,434.5,3923.5,3924.0,434.25,3923.75,0,,0,,,,,inactive,,,,34.646177833568906,37.56622273731565,-2.7936814666556415,34.53336042637823,11.993749290966345,0,0,,
94,13,1,434.5,435.0,3923.5,3924.0,434.75,3923.75,0,,0,,,,,inactive,,,,34.34442155987879,37.407285404929794,-3.164802147641627,34.19829410436944,11.993749290966345,0,0,,
95,14,1,435.0,435.5,3923.5,3924.0,435.25,3923.75,0,,0,,,,,inactive,,,,34.04733390575615,37.25438111124833,-3.535922828627612,33.863227782360646,11.993749290966345,0,0,,
96,15,1,435.5,436.0,3923.5,3924.0,435.75,3923.75,0,,0,,,,,inactive,,,,33.75503814095664,37.10758443496961,-3.9070435096135974,33.52816146035185,11.993749290966345,0,0,,
97,16,1,436.0,436.5,3923.5,3924.0,436.25,3923.75,0,,0,,,,,inactive,,,,33.46765981817108,36.96696813663059,-4.278164190599583,33.19309513834307,11.993749290966345,0,0,,
98,17,1,436.5,437.0,3923.5,3924.0,436.75,3923.75,0,,0,,,,,inactive,,,,33.18532668985207,36.83260300102239,-4.649284871585568,32.858028816334276,11.993749290966345,0,0,,
99,18,1,437.0,437.5,3923.5,3924.0,437.25,3923.75,0,,0,,,,,inactive,,,,32.908168610841805,36.70455767949243,-5.020405552571553,32.52296249432548,11.993749290966345,0,0,,
100,19,1,437.5,438.0,3923.5,3924.0,437.75,3923.75,0,,0,,,,,inactive,,,,32.63631742594405,36.58289853283156,-5.3915262335575385,32.1878961723167,11.993749290966345,0,0,,
101,20,1,438.0,438.5,3923.5,3924.0,438.25,3923.75,0,,0,,,,,inactive,,,,32.36990684160775,36.467689475475574,-5.762646914543522,31.852829850307906,11.993749290966345,0,0,,
102,21,1,438.5,439.0,3923.5,3924.0,438.75,3923.75,0,,0,,,,,inactive,,,,32.1090722809263,36.358991821776,-6.133767595529507,31.517763528299113,11.993749290966345,0,0,,
103,22,1,439.0,439.5,3923.5,3924.0,439.25,3923.75,0,,0,,,,,inactive,,,,31.853950721207802,36.25686413511567,-6.5048882765154925,31.18269720629032,11.993749290966345,0,0,,
104,23,1,439.5,440.0,3923.5,3924.0,439.75,3923.75,0,,0,,,,,inactive,,,,31.60468051343852,36.161362080658684,-6.876008957501478,30.84763088428153,11.993749290966345,0,0,,
105,24,1,440.0,440.5,3923.5,3924.0,440.25,3923.75,0,,0,,,,,inactive,,,,31.361401183045153,36.07253828253235,-7.247129638487463,30.51256456227274,11.993749290966345,0,0,,
106,25,1,440.5,441.0,3923.5,3924.0,440.75,3923.75,0,,0,,,,,inactive,,,,31.124253211463426,35.99044218623918,-7.618250319473448,30.17749824026395,11.993749290966345,0,0,,
107,26,1,441.0,441.5,3923.5,3924.0,441.25,3923.75,0,,0,,,,,inactive,,,,30.89337779814109,35.915119927090416,-7.989371000459434,29.84243191825516,11.993749290966345,0,0,,
108,27,1,441.5,442.0,3923.5,3924.0,441.75,3923.75,0,,0,,,,,inactive,,,,30.668916602743927,35.84661420543856,-8.360491681445419,29.507365596246366,11.993749290966345,0,0,,
109,28,1,442.0,442.5,3923.5,3924.0,442.25,3923.75,0,,0,,,,,inactive,,,,30.451011467493938,35.78496416946386,-8.731612362431404,29.172299274237577,11.993749290966345,0,0,,
110,29,1,442.5,443.0,3923.5,3924.0,442.75,3923.75,0,,0,,,,,inactive,,,,30.23980411974973,35.730205306240194,-9.10273304341739,28.83723295222879,11.993749290966345,0,0,,
111,30,1,443.0,443.5,3923.5,3924.0,443.25,3923.75,0,,0,,,,,inactive,,,,30.03543585513981,35.682369341767895,-9.473853724403375,28.502166630219996,11.993749290966345,0,0,,
112,31,1,443.5,444.0,3923.5,3924.0,443.75,3923.75,0,,0,,,,,inactive,,,,29.8380472017792,35.64148415061584,-9.844974405389358,28.167100308211204,11.993749290966345,0,0,,
113,32,1,444.0,444.5,3923.5,3924.0,444.25,3923.75,0,,0,,,,,inactive,,,,29.647777566336888,35.607573675762616,-10.216095086375343,27.832033986202415,11.993749290966345,0,0,,
114,33,1,444.5,445.0,3923.5,3924.0,444.75,3923.75,0,,0,,,,,inactive,,,,29.46476486297446,35.58065785916732,-10.587215767361329,27.496967664193622,11.993749290966345,0,0,,
115,34,1,445.0,445.5,3923.5,3924.0,445.25,3923.75,0,,0,,,,,inactive,,,,29.289145126441632,35.560752583534956,-10.958336448347314,27.161901342184834,11.993749290966345,0,0,,
116,35,1,445.5,446.0,3923.5,3924.0,445.75,3923.75,0,,0,,,,,inactive,,,,29.121052110889554,35.547869625670266,-11.3294571293333,26.82683502017604,11.993749290966345,0,0,,
117,36,1,446.0,446.5,3923.5,3924.0,446.25,3923.75,0,,0,,,,,inactive,,,,28.96061687624299,35.54201662173818,-11.700577810319285,26.491768698167252,11.993749290966345,0,0,,
118,37,1,446.5,447.0,3923.5,3924.0,446.75,3923.75,0,,0,,,,,inactive,,,,28.807967364253866,35.54319704466912,-12.07169849130527,26.15670237615846,11.993749290966345,0,0,,
119,38,1,447.0,447.5,3923.5,3924.0,447.25,3923.75,0,,0,,,,,inactive,,,,28.66322796663525,35.55141019386486,-12.442819172291255,25.82163605414967,11.993749290966345,0,0,,
120,39,1,447.5,448.0,3923.5,3924.0,447.75,3923.75,0,,0,,,,,inactive,,,,28.526519087941427,35.566651197276094,-12.81393985327724,25.48656973214088,11.993749290966345,0,0,,
121,40,1,448.0,448.5,3923.5,3924.0,448.25,3923.75,0,,0,,,,,inactive,,,,28.397956706109543,35.5889110258373,-13.185060534263226,25.15150341013209,11.993749290966345,0,0,,
122,41,1,448.5,449.0,3923.5,3924.0,448.75,3923.75,0,,0,,,,,inactive,,,,28.277651933805558,35.61817652015928,-13.556181215249211,24.816437088123298,11.993749290966345,0,0,,
123,42,1,449.0,449.5,3923.5,3924.0,449.25,3923.75,0,,0,,,,,inactive,,,,28.165710583914667,35.65443042929572,-13.927301896235196,24.48137076611451,11.993749290966345,0,0,,
124,43,1,449.5,450.0,3923.5,3924.0,449.75,3923.75,0,,0,,,,,inactive,,,,28.062232742677978,35.697651461318166,-14.298422577221181,24.146304444105716,11.993749290966345,0,0,,
125,44,1,450.0,450.5,3923.5,3924.0,450.25,3923.75,0,,0,,,,,inactive,,,,27.967312354096762,35.74781434535563,-14.669543258207165,23.811238122096924,11.993749290966345,0,0,,
126,45,1,450.5,451.0,3923.5,3924.0,450.75,3923.75,0,,0,,,,,inactive,,,,27.88103681929707,35.80488990468029,-15.04066393919315,23.476171800088135,11.993749290966345,0,0,,
127,46,1,451.0,451.5,3923.5,3924.0,451.25,3923.75,0,,0,,,,,inactive,,,,27.8034866145666,35.8688451403518,-15.411784620179136,23.141105478079346,11.993749290966345,0,0,,
128,47,1,451.5,452.0,3923.5,3924.0,451.75,3923.75,0,,0,,,,,inactive,,,,27.734734931738025,35.93964332486901,-15.78290530116512,22.806039156070554,11.993749290966345,0,0,,
129,48,1,452.0,452.5,3923.5,3924.0,452.25,3923.75,0,,0,,,,,inactive,,,,27.674847344495955,36.017244105220826,-16.154025982151104,22.47097283406176,11.993749290966345,0,0,,
130,49,1,452.5,453.0,3923.5,3924.0,452.75,3923.75,0,,0,,,,,inactive,,,,27.623881504027278,36.10160361467793,-16.52514666313709,22.135906512052973,11.993749290966345,0,0,,
131,50,1,453.0,453.5,3923.5,3924.0,453.25,3923.75,0,,0,,,,,inactive,,,,27.58188686721642,36.19267459262426,-16.896267344123075,21.80084019004418,11.993749290966345,0,0,,
132,51,1,453.5,454.0,3923.5,3924.0,453.75,3923.75,0,,0,,,,,inactive,,,,27.548904460310414,36.29040651169193,-17.26738802510906,21.46577386803539,11.993749290966345,0,0,,
133,52,1,454.0,454.5,3923.5,3924.0,454.25,3923.75,0,,0,,,,,inactive,,,,27.524966680646433,36.39474571143635,-17.638508706095045,21.1307075460266,11.993749290966345,0,0,,
134,53,1,454.5,455.0,3923.5,3924.0,454.75,3923.75,0,,0,,,,,inactive,,,,27.51009713865223,36.50563553776837,-18.00962938708103,20.79564122401781,11.993749290966345,0,0,,
135,54,1,455.0,455.5,3923.5,3924.0,455.25,3923.75,0,,0,,,,,inactive,,,,27.504310541903557,36.62301648734904,-18.380750068067016,20.460574902009018,11.993749290966345,0,0,,
136,55,1,455.5,456.0,3923.5,3924.0,455.75,3923.75,0,,0,,,,,inactive,,,,27.50761262256055,36.74682635614812,-18.751870749053,20.12550858000023,11.993749290966345,0,0,,
137,56,1,456.0,456.5,3923.5,3924.0,456.25,3923.75,0,,0,,,,,inactive,,,,27.52000010901595,36.877000391370835,-19.122991430038986,19.790442257991437,11.993749290966345,0,0,,
138,57,1,456.5,457.0,3923.5,3924.0,456.75,3923.75,0,,0,,,,,inactive,,,,27.54146074208162,37.01347144596717,-19.49411211102497,19.455375935982648,11.993749290966345,0,0,,
139,58,1,457.0,457.5,3923.5,3924.0,457.25,3923.75,0,,0,,,,,inactive,,,,27.57197333552694,37.15617013495457,-19.865232792010957,19.120309613973856,11.993749290966345,0,0,,
