summary_type,window,magnitude_threshold,threshold_label,raw_event_count,m2aware_event_count,count_difference_raw_minus_m2aware,fraction_removed_by_M2,raw_rate_per_day,m2aware_rate_per_day,raw_fraction_of_full,m2aware_fraction_of_full,raw_M1_core,raw_M3_core,raw_corridor_noncore,raw_off_corridor_local,m2aware_M1_core,m2aware_M3_core,m2aware_corridor_noncore,m2aware_off_corridor_local
composition,M1_related_sensitivity_narrow,,all_magnitudes,2866,2866,0,0.0,,,,,2208.0,431.0,105.0,116.0,2208.0,431.0,105.0,116.0
composition,full_M1_to_M3,,all_magnitudes,4796,4738,58,0.012093411175979984,,,,,3289.0,850.0,276.0,352.0,3289.0,850.0,220.0,350.0
composition,middle_primary,,all_magnitudes,1358,1313,45,0.03313696612665685,,,,,817.0,220.0,140.0,167.0,817.0,220.0,97.0,165.0
composition,post_M3_14d,,all_magnitudes,3187,2995,192,0.060244744273611546,,,,,485.0,1847.0,301.0,552.0,485.0,1847.0,112.0,549.0
composition,post_M3_7d,,all_magnitudes,2555,2511,44,0.01722113502935421,,,,,391.0,1585.0,122.0,455.0,391.0,1585.0,80.0,453.0
composition,pre_M1_baseline_14d,,all_magnitudes,563,525,38,0.0674955595026643,,,,,141.0,115.0,52.0,253.0,141.0,115.0,14.0,253.0
composition,pre_M1_baseline_7d,,all_magnitudes,580,542,38,0.06551724137931035,,,,,147.0,119.0,52.0,260.0,147.0,119.0,14.0,260.0
composition,pre_M3_primary,,all_magnitudes,854,841,13,0.01522248243559719,,,,,576.0,154.0,35.0,81.0,576.0,154.0,22.0,81.0
composition,pre_M3_sensitivity_28d,,all_magnitudes,792,780,12,0.015151515151515152,,,,,534.0,147.0,33.0,71.0,534.0,147.0,21.0,71.0
composition,pre_M3_sensitivity_42d,,all_magnitudes,934,920,14,0.014989293361884369,,,,,635.0,162.0,42.0,87.0,635.0,162.0,28.0,87.0
